M,N,K,latency_ns
1024,14336,1024,159743.99
1024,14336,2048,285696.00
1024,14336,3072,468991.99
1024,14336,4096,558080.02
1024,14336,5120,632319.99
1024,14336,8192,1013247.97
1024,14336,11008,1393664.00
1024,14336,13824,1777664.01
1024,14336,14336,1762815.95
1024,14336,25600,3073024.03
1024,14336,27648,3307519.91
1024,14336,28672,3424256.09
1024,25600,128,93184.00
1024,25600,256,97280.00
1024,25600,512,149504.01
1024,25600,1024,272383.99
1024,25600,2048,471040.01
1024,25600,3072,671231.99
1024,25600,4096,899071.99
1024,25600,5120,1141759.99
1024,25600,8192,1874943.97
1024,25600,11008,2434047.94
1024,25600,13824,3369471.91
1024,25600,14336,3486720.09
1024,25600,25600,6172159.91
1024,25600,27648,6649855.85
1024,25600,28672,6109695.91
1024,27648,128,97280.00
1024,27648,256,104448.00
1024,27648,512,162816.00
1024,27648,1024,271360.01
1024,27648,2048,477184.00
1024,27648,3072,692224.03
1024,27648,4096,923648.00
1024,27648,5120,1244160.06
1024,27648,8192,2002943.99
1024,27648,11008,2633728.03
1024,27648,13824,3452928.07
1024,27648,14336,3538944.01
1024,27648,25600,5743616.10
1024,27648,27648,6183424.00
1024,27648,28672,6478847.98
1024,28672,128,106496.00
1024,28672,256,109568.00
1024,28672,512,169984.00
1024,28672,1024,301056.00
1024,28672,2048,527360.02
1024,28672,3072,760832.01
1024,28672,4096,1016831.99
1024,28672,5120,1296896.04
1024,28672,8192,2090495.94
1024,28672,11008,2751487.97
1024,28672,13824,3347455.98
1024,28672,14336,3418624.04
1024,28672,25600,5970943.93
1024,28672,27648,6496256.11
1024,28672,28672,6739968.06
2048,128,128,25600.00
2048,128,256,27648.00
2048,128,512,26624.00
2048,128,1024,25600.00
2048,128,2048,31744.00
2048,128,3072,37888.00
2048,128,4096,44032.00
2048,128,5120,38912.00
2048,128,8192,57344.00
2048,128,11008,65536.00
2048,128,13824,77824.00
2048,128,14336,77312.00
2048,128,25600,115712.00
2048,128,27648,126976.00
2048,128,28672,123904.00
2048,256,128,25600.00
2048,256,256,25600.00
2048,256,512,26624.00
2048,256,1024,28672.00
2048,256,2048,31232.00
2048,256,3072,37888.00
2048,256,4096,45056.00
2048,256,5120,46080.00
2048,256,8192,65536.00
2048,256,11008,82944.00
2048,256,13824,97280.00
2048,256,14336,96256.00
2048,256,25600,150528.00
2048,256,27648,159232.00
2048,256,28672,167936.00
2048,512,128,25600.00
2048,512,256,25600.00
2048,512,512,26112.00
2048,512,1024,29696.00
2048,512,2048,40960.00
2048,512,3072,50176.00
2048,512,4096,60416.00
2048,512,5120,71168.00
2048,512,8192,97280.00
2048,512,11008,138239.99
2048,512,13824,151552.01
2048,512,14336,155647.99
2048,512,25600,234496.00
2048,512,27648,256000.01
2048,512,28672,267264.01
2048,1024,128,26624.00
2048,1024,256,26624.00
2048,1024,512,30720.00
2048,1024,1024,39936.00
2048,1024,2048,65536.00
2048,1024,3072,84992.00
2048,1024,4096,101376.00
2048,1024,5120,115712.00
2048,1024,8192,164864.00
2048,1024,11008,204799.99
2048,1024,13824,245759.99
2048,1024,14336,259072.01
2048,1024,25600,435200.01
2048,1024,27648,477184.00
2048,1024,28672,496640.00
2048,2048,128,30720.00
2048,2048,256,32768.00
2048,2048,512,40960.00
2048,2048,1024,57344.00
2048,2048,2048,90112.00
2048,2048,3072,128000.01
2048,2048,4096,160768.00
2048,2048,5120,273408.00
2048,2048,8192,310272.01
2048,2048,11008,395264.00
2048,2048,13824,490496.01
2048,2048,14336,518144.01
2048,2048,25600,889855.98
2048,2048,27648,961536.02
2048,2048,28672,1014783.98
2048,3072,128,34816.00
2048,3072,256,36864.00
2048,3072,512,53248.00
2048,3072,1024,78848.00
2048,3072,2048,133120.00
2048,3072,3072,186368.00
2048,3072,4096,224255.99
2048,3072,5120,283136.01
2048,3072,8192,433151.99
2048,3072,11008,569343.98
2048,3072,13824,723968.03
2048,3072,14336,750591.99
2048,3072,25600,1329663.99
2048,3072,27648,1440768.00
2048,3072,28672,1527295.95
2048,4096,128,36864.00
2048,4096,256,43008.00
2048,4096,512,60416.00
2048,4096,1024,95232.00
2048,4096,2048,163840.00
2048,4096,3072,222207.99
2048,4096,4096,286720.01
2048,4096,5120,431104.00
2048,4096,8192,552959.98
2048,4096,11008,799744.01
2048,4096,13824,987136.01
2048,4096,14336,1018880.01
2048,4096,25600,1800192.00
2048,4096,27648,1932288.05
2048,4096,28672,2033663.99
2048,5120,128,44032.00
2048,5120,256,49152.00
2048,5120,512,70656.00
2048,5120,1024,108544.00
2048,5120,2048,190464.00
2048,5120,3072,266752.00
2048,5120,4096,343039.99
2048,5120,5120,457728.00
2048,5120,8192,661503.97
2048,5120,11008,901120.01
2048,5120,13824,1149952.05
2048,5120,14336,1191936.02
2048,5120,25600,2072576.05
2048,5120,27648,2262016.06
2048,5120,28672,2340863.94
2048,8192,128,65536.00
2048,8192,256,70656.00
2048,8192,512,104448.00
2048,8192,1024,178176.00
2048,8192,2048,321536.00
2048,8192,3072,502784.01
2048,8192,4096,618496.00
2048,8192,5120,699904.02
2048,8192,8192,1105919.96
2048,8192,11008,1490944.03
2048,8192,13824,1855999.95
2048,8192,14336,1923071.98
2048,8192,25600,3485184.07
2048,8192,27648,3713023.90
2048,8192,28672,3859456.06
2048,11008,128,70656.00
2048,11008,256,83968.00
2048,11008,512,128000.01
2048,11008,1024,237568.01
2048,11008,2048,415744.01
2048,11008,3072,651264.01
2048,11008,4096,812031.98
2048,11008,5120,959999.98
2048,11008,8192,1527807.95
2048,11008,11008,2044928.07
2048,11008,13824,2562559.96
2048,11008,14336,2621439.93
2048,11008,25600,4727808.00
2048,11008,27648,5091328.14
2048,11008,28672,5329919.82
2048,13824,128,93696.00
2048,13824,256,98304.00
2048,13824,512,154624.00
2048,13824,1024,269311.99
2048,13824,2048,480255.99
2048,13824,3072,688640.00
2048,13824,4096,927743.97
2048,13824,5120,1136127.95
2048,13824,8192,1800192.00
2048,13824,11008,2459647.89
2048,13824,13824,3034111.98
2048,13824,14336,3182591.92
2048,13824,25600,5709311.96
2048,13824,27648,6159359.93
2048,13824,28672,6168575.76
2048,14336,128,83968.00
2048,14336,256,105472.00
2048,14336,512,165888.00
2048,14336,1024,304640.00
2048,14336,2048,537599.98
2048,14336,3072,831488.01
2048,14336,4096,1051648.02
2048,14336,5120,1257472.04
2048,14336,8192,1981439.95
2048,14336,11008,2647552.01
2048,14336,13824,3407871.96
2048,14336,14336,3493887.90
2048,14336,25600,6000639.92
2048,14336,27648,6462463.86
2048,14336,28672,6845952.03
2048,25600,128,161792.00
2048,25600,256,175104.01
2048,25600,512,266240.00
2048,25600,1024,484351.99
2048,25600,2048,873471.98
2048,25600,3072,1306624.05
2048,25600,4096,1729536.06
2048,25600,5120,2144256.11
2048,25600,8192,3397631.88
2048,25600,11008,4597760.20
2048,25600,13824,5768192.05
2048,25600,14336,5966847.90
2048,25600,25600,10551296.23
2048,25600,27648,11510783.67
2048,25600,28672,11546112.06
2048,27648,128,177151.99
2048,27648,256,185344.00
2048,27648,512,294912.01
2048,27648,1024,529407.98
2048,27648,2048,951807.98
2048,27648,3072,1410048.01
2048,27648,4096,1874943.97
2048,27648,5120,2311679.96
2048,27648,8192,3629567.98
2048,27648,11008,4964352.13
2048,27648,13824,6128128.05
2048,27648,14336,6350848.20
2048,27648,25600,11398143.77
2048,27648,27648,12225023.75
2048,27648,28672,12470272.06
2048,28672,128,186368.00
2048,28672,256,188416.00
2048,28672,512,301056.00
2048,28672,1024,551935.97
2048,28672,2048,999423.98
2048,28672,3072,1498111.96
2048,28672,4096,1978368.04
2048,28672,5120,2417664.05
2048,28672,8192,3845119.95
2048,28672,11008,5207039.83
2048,28672,13824,6507520.20
2048,28672,14336,6743040.08
2048,28672,25600,11952128.41
2048,28672,27648,12896256.45
2048,28672,28672,13199359.89
4096,128,128,21504.00
4096,128,256,21504.00
4096,128,512,21504.00
4096,128,1024,25600.00
4096,128,2048,33792.00
4096,128,3072,43008.00
4096,128,4096,54272.00
4096,128,5120,68096.00
4096,128,8192,87040.00
4096,128,11008,105472.00
4096,128,13824,127488.00
4096,128,14336,125952.01
4096,128,25600,197632.00
4096,128,27648,215040.00
4096,128,28672,215552.00
4096,256,128,25600.00
4096,256,256,26624.00
4096,256,512,26624.00
4096,256,1024,30720.00
4096,256,2048,41472.00
4096,256,3072,56320.00
4096,256,4096,67584.00
4096,256,5120,70656.00
4096,256,8192,100352.00
4096,256,11008,120832.00
4096,256,13824,143360.00
4096,256,14336,146432.00
4096,256,25600,237568.01
4096,256,27648,253439.99
4096,256,28672,272383.99
4096,512,128,22528.00
4096,512,256,23552.00
4096,512,512,31744.00
4096,512,1024,40960.00
4096,512,2048,65536.00
4096,512,3072,84992.00
4096,512,4096,105472.00
4096,512,5120,113664.00
4096,512,8192,166912.00
4096,512,11008,212992.00
4096,512,13824,258048.00
4096,512,14336,268287.99
4096,512,25600,460799.99
4096,512,27648,502784.01
4096,512,28672,525312.01
4096,1024,128,33792.00
4096,1024,256,31744.00
4096,1024,512,46080.00
4096,1024,1024,63488.00
4096,1024,2048,99328.00
4096,1024,3072,133120.00
4096,1024,4096,160768.00
4096,1024,5120,195584.00
4096,1024,8192,293888.00
4096,1024,11008,387072.01
4096,1024,13824,491519.99
4096,1024,14336,518144.01
4096,1024,25600,903168.02
4096,1024,27648,984063.98
4096,1024,28672,1031167.98
4096,2048,128,38912.00
4096,2048,256,44032.00
4096,2048,512,60416.00
4096,2048,1024,97280.00
4096,2048,2048,160768.00
4096,2048,3072,231424.00
4096,2048,4096,292863.99
4096,2048,5120,360960.01
4096,2048,8192,567296.03
4096,2048,11008,776192.01
4096,2048,13824,991231.98
4096,2048,14336,1028095.96
4096,2048,25600,1824767.95
4096,2048,27648,1933824.00
4096,2048,28672,2027519.94
4096,3072,128,47104.00
4096,3072,256,58368.00
4096,3072,512,83968.00
4096,3072,1024,141312.00
4096,3072,2048,251392.01
4096,3072,3072,353280.01
4096,3072,4096,453632.00
4096,3072,5120,569343.98
4096,3072,8192,924672.01
4096,3072,11008,1263103.96
4096,3072,13824,1458176.02
4096,3072,14336,1507328.03
4096,3072,25600,2761728.05
4096,3072,27648,2957312.11
4096,3072,28672,3049472.09
4096,4096,128,64512.00
4096,4096,256,68608.00
4096,4096,512,101376.00
4096,4096,1024,171008.01
4096,4096,2048,307200.01
4096,4096,3072,431104.00
4096,4096,4096,571392.00
4096,4096,5120,708607.97
4096,4096,8192,1150975.94
4096,4096,11008,1616896.03
4096,4096,13824,2004992.01
4096,4096,14336,2048000.10
4096,4096,25600,3496447.92
4096,4096,27648,3949568.03
4096,4096,28672,4014080.05
4096,5120,128,66560.00
4096,5120,256,79872.00
4096,5120,512,121856.00
4096,5120,1024,206848.00
4096,5120,2048,371712.00
4096,5120,3072,516096.00
4096,5120,4096,685055.97
4096,5120,5120,857088.03
4096,5120,8192,1369088.05
4096,5120,11008,1955839.99
4096,5120,13824,2439679.98
4096,5120,14336,2411520.00
4096,5120,25600,4232192.04
4096,5120,27648,4566016.20
4096,5120,28672,4726784.23
4096,8192,128,96256.00
4096,8192,256,125952.01
4096,8192,512,183295.99
4096,8192,1024,319487.99
4096,8192,2048,604160.01
4096,8192,3072,891904.00
4096,8192,4096,1161216.02
4096,8192,5120,1410048.01
4096,8192,8192,2217983.96
4096,8192,11008,3213311.91
4096,8192,13824,4008959.77
4096,8192,14336,4144639.97
4096,8192,25600,6942719.94
4096,8192,27648,7384576.08
4096,8192,28672,7965695.86
4096,11008,128,120832.00
4096,11008,256,162816.00
4096,11008,512,252927.99
4096,11008,1024,427008.00
4096,11008,2048,824320.02
4096,11008,3072,1203199.98
4096,11008,4096,1543679.95
4096,11008,5120,1878016.00
4096,11008,8192,2946048.02
4096,11008,11008,3948544.03
4096,11008,13824,4929535.87
4096,11008,14336,5108736.04
4096,11008,25600,9319423.68
4096,11008,27648,9916416.17
4096,11008,28672,10255359.65
4096,13824,128,140288.00
4096,13824,256,189440.00
4096,13824,512,296960.00
4096,13824,1024,515071.99
4096,13824,2048,1036288.02
4096,13824,3072,1502207.99
4096,13824,4096,2001407.98
4096,13824,5120,2350592.02
4096,13824,8192,3651583.91
4096,13824,11008,4919295.79
4096,13824,13824,6141952.04
4096,13824,14336,6362112.05
4096,13824,25600,11519488.33
4096,13824,27648,12408319.95
4096,13824,28672,12480512.14
4096,14336,128,145408.00
4096,14336,256,193536.00
4096,14336,512,303104.01
4096,14336,1024,527360.02
4096,14336,2048,1006592.04
4096,14336,3072,1576447.96
4096,14336,4096,2115583.90
4096,14336,5120,2471935.99
4096,14336,8192,3829760.07
4096,14336,11008,5153791.90
4096,14336,13824,6437376.02
4096,14336,14336,6670847.89
4096,14336,25600,11963392.26
4096,14336,27648,12887552.26
4096,14336,28672,13237760.07
4096,25600,128,241664.01
4096,25600,256,324608.00
4096,25600,512,519168.02
4096,25600,1024,954368.00
4096,25600,2048,1857535.96
4096,25600,3072,2668544.05
4096,25600,4096,3520512.10
4096,25600,5120,4358143.81
4096,25600,8192,6770688.06
4096,25600,11008,9086463.93
4096,25600,13824,11490303.99
4096,25600,14336,11873792.17
4096,25600,25600,21373440.74
4096,25600,27648,22944256.78
4096,25600,28672,23382528.31
4096,27648,128,260096.01
4096,27648,256,355840.00
4096,27648,512,566272.02
4096,27648,1024,1040384.05
4096,27648,2048,1991680.03
4096,27648,3072,2885120.03
4096,27648,4096,3770368.10
4096,27648,5120,4616191.86
4096,27648,8192,7257088.18
4096,27648,11008,9817088.13
4096,27648,13824,12259327.89
4096,27648,14336,12775424.00
4096,27648,25600,22631423.95
4096,27648,27648,24828927.99
4096,27648,28672,25218048.10
4096,28672,128,271360.01
4096,28672,256,365568.01
4096,28672,512,590848.03
4096,28672,1024,1076735.97
4096,28672,2048,2101248.03
4096,28672,3072,3018752.10
4096,28672,4096,3932159.90
4096,28672,5120,4871680.02
4096,28672,8192,7663616.18
4096,28672,11008,10400255.68
4096,28672,13824,12850175.86
4096,28672,14336,13483008.38
4096,28672,25600,24172032.36
4096,28672,27648,26042367.94
4096,28672,28672,26450944.90
8192,128,128,22528.00
8192,128,256,22528.00
8192,128,512,24576.00
8192,128,1024,31744.00
8192,128,2048,49152.00
8192,128,3072,65536.00
8192,128,4096,78848.00
8192,128,5120,98816.00
8192,128,8192,150528.00
8192,128,11008,187392.00
8192,128,13824,228352.00
8192,128,14336,225280.00
8192,128,25600,373760.01
8192,128,27648,406528.00
8192,128,28672,410624.00
8192,256,128,21504.00
8192,256,256,23552.00
8192,256,512,31744.00
8192,256,1024,41984.00
8192,256,2048,65536.00
8192,256,3072,88064.00
8192,256,4096,104448.00
8192,256,5120,119808.00
8192,256,8192,172032.00
8192,256,11008,212992.00
8192,256,13824,258048.00
8192,256,14336,274432.00
8192,256,25600,445439.99
8192,256,27648,500736.00
8192,256,28672,512000.02
8192,512,128,31744.00
8192,512,256,33792.00
8192,512,512,43008.00
8192,512,1024,63488.00
8192,512,2048,102912.00
8192,512,3072,139264.00
8192,512,4096,165888.00
8192,512,5120,202751.99
8192,512,8192,301056.00
8192,512,11008,423936.01
8192,512,13824,525312.01
8192,512,14336,542720.02
8192,512,25600,875519.99
8192,512,27648,960511.98
8192,512,28672,1005568.03
8192,1024,128,36864.00
8192,1024,256,44032.00
8192,1024,512,60416.00
8192,1024,1024,95232.00
8192,1024,2048,175104.01
8192,1024,3072,227328.00
8192,1024,4096,304127.99
8192,1024,5120,374783.99
8192,1024,8192,594944.00
8192,1024,11008,793600.02
8192,1024,13824,968703.99
8192,1024,14336,1000447.99
8192,1024,25600,1735679.98
8192,1024,27648,1868800.04
8192,1024,28672,1936383.96
8192,2048,128,56320.00
8192,2048,256,66560.00
8192,2048,512,98304.00
8192,2048,1024,173056.01
8192,2048,2048,300031.99
8192,2048,3072,432128.01
8192,2048,4096,577535.99
8192,2048,5120,739328.03
8192,2048,8192,1144832.02
8192,2048,11008,1501183.99
8192,2048,13824,1876991.99
8192,2048,14336,1945600.03
8192,2048,25600,3534847.97
8192,2048,27648,3802112.10
8192,2048,28672,4245503.90
8192,3072,128,73728.00
8192,3072,256,91136.00
8192,3072,512,141312.00
8192,3072,1024,253952.00
8192,3072,2048,474112.00
8192,3072,3072,683008.02
8192,3072,4096,889855.98
8192,3072,5120,1064960.00
8192,3072,8192,1781759.98
8192,3072,11008,2396159.89
8192,3072,13824,2931711.91
8192,3072,14336,3038208.01
8192,3072,25600,5515775.92
8192,3072,27648,6036479.95
8192,3072,28672,6080511.81
8192,4096,128,117760.00
8192,4096,256,115200.00
8192,4096,512,194560.01
8192,4096,1024,315391.99
8192,4096,2048,606208.03
8192,4096,3072,854528.01
8192,4096,4096,1142272.00
8192,4096,5120,1455103.99
8192,4096,8192,2261504.05
8192,4096,11008,3026943.92
8192,4096,13824,3782655.95
8192,4096,14336,3920896.05
8192,4096,25600,6943744.18
8192,4096,27648,7475200.18
8192,4096,28672,7998464.11
8192,5120,128,137216.00
8192,5120,256,138239.99
8192,5120,512,221184.00
8192,5120,1024,395264.00
8192,5120,2048,728064.00
8192,5120,3072,1047551.99
8192,5120,4096,1458176.02
8192,5120,5120,1828863.98
8192,5120,8192,2880512.00
8192,5120,11008,3648511.89
8192,5120,13824,4570112.23
8192,5120,14336,4722688.20
8192,5120,25600,8614399.91
8192,5120,27648,9282048.23
8192,5120,28672,9809407.71
8192,8192,128,217088.00
8192,8192,256,220159.99
8192,8192,512,338943.99
8192,8192,1024,622591.97
8192,8192,2048,1176576.02
8192,8192,3072,1743872.05
8192,8192,4096,2236415.98
8192,8192,5120,2772479.89
8192,8192,8192,4329472.06
8192,8192,11008,5840896.13
8192,8192,13824,7293951.99
8192,8192,14336,7567359.92
8192,8192,25600,13722112.18
8192,8192,27648,14704128.27
8192,8192,28672,15869440.08
8192,11008,128,280575.99
8192,11008,256,286720.01
8192,11008,512,452607.99
8192,11008,1024,829440.00
8192,11008,2048,1636863.95
8192,11008,3072,2345983.98
8192,11008,4096,3004927.99
8192,11008,5120,3774463.89
8192,11008,8192,5912576.20
8192,11008,11008,7878144.03
8192,11008,13824,9845760.35
8192,11008,14336,10212351.80
8192,11008,25600,18043391.23
8192,11008,27648,19520000.46
8192,11008,28672,21426176.07
8192,13824,128,330751.99
8192,13824,256,355327.99
8192,13824,512,563200.00
8192,13824,1024,1058815.96
8192,13824,2048,2074624.06
8192,13824,3072,3014656.07
8192,13824,4096,3984384.06
8192,13824,5120,4639743.80
8192,13824,8192,7277567.86
8192,13824,11008,9697792.05
8192,13824,13824,12124159.81
8192,13824,14336,12564479.83
8192,13824,25600,22517248.15
8192,13824,27648,24340479.85
8192,13824,28672,26884096.15
8192,14336,128,363520.00
8192,14336,256,363520.00
8192,14336,512,580608.01
8192,14336,1024,1093631.98
8192,14336,2048,2184191.94
8192,14336,3072,3165696.02
8192,14336,4096,4199935.91
8192,14336,5120,4860928.06
8192,14336,8192,7629823.92
8192,14336,11008,10289152.15
8192,14336,13824,12865535.74
8192,14336,14336,13334527.97
8192,14336,25600,23766016.01
8192,14336,27648,25455616.00
8192,14336,28672,27789824.49
8192,25600,128,609791.99
8192,25600,256,624639.99
8192,25600,512,1037312.03
8192,25600,1024,1951743.96
8192,25600,2048,3717119.93
8192,25600,3072,5324800.01
8192,25600,4096,6935552.12
8192,25600,5120,8592384.34
8192,25600,8192,13523967.74
8192,25600,11008,18278911.59
8192,25600,13824,22692863.46
8192,25600,14336,23532544.14
8192,25600,25600,42804224.01
8192,25600,27648,46257663.73
8192,25600,28672,49951744.08
8192,27648,128,651264.01
8192,27648,256,664575.99
8192,27648,512,1118208.05
8192,27648,1024,2129920.01
8192,27648,2048,3976192.00
8192,27648,3072,5676032.07
8192,27648,4096,7588864.09
8192,27648,5120,9196543.69
8192,27648,8192,14607359.89
8192,27648,11008,19420672.42
8192,27648,13824,24515584.95
8192,27648,14336,25407999.99
8192,27648,25600,45979135.51
8192,27648,27648,49691648.48
8192,27648,28672,50461696.62
8192,28672,128,674816.01
8192,28672,256,697344.01
8192,28672,512,1155583.98
8192,28672,1024,2205696.11
8192,28672,2048,4154367.92
8192,28672,3072,5941247.94
8192,28672,4096,7831039.91
8192,28672,5120,9583616.26
8192,28672,8192,15275008.20
8192,28672,11008,20262912.75
8192,28672,13824,25364992.14
8192,28672,14336,26528767.59
8192,28672,25600,47790081.02
8192,28672,27648,51689983.37
8192,28672,28672,52759040.83
16384,128,128,23552.00
16384,128,256,27648.00
16384,128,512,35328.00
16384,128,1024,51712.00
16384,128,2048,86016.00
16384,128,3072,119808.00
16384,128,4096,142336.00
16384,128,5120,172032.00
16384,128,8192,256512.00
16384,128,11008,324608.00
16384,128,13824,407552.00
16384,128,14336,402431.99
16384,128,25600,677376.00
16384,128,27648,735232.00
16384,128,28672,750591.99
16384,256,128,27648.00
16384,256,256,31744.00
16384,256,512,40960.00
16384,256,1024,63488.00
16384,256,2048,107520.00
16384,256,3072,156672.00
16384,256,4096,190464.00
16384,256,5120,242688.00
16384,256,8192,361472.01
16384,256,11008,422400.00
16384,256,13824,540672.00
16384,256,14336,563200.00
16384,256,25600,920064.00
16384,256,27648,1008640.05
16384,256,28672,1043967.96
16384,512,128,37888.00
16384,512,256,45056.00
16384,512,512,63488.00
16384,512,1024,99328.00
16384,512,2048,187392.00
16384,512,3072,246784.00
16384,512,4096,313344.00
16384,512,5120,382976.00
16384,512,8192,583679.97
16384,512,11008,797695.99
16384,512,13824,973824.02
16384,512,14336,1006592.04
16384,512,25600,1848320.01
16384,512,27648,2020351.89
16384,512,28672,2042880.06
16384,1024,128,57344.00
16384,1024,256,70656.00
16384,1024,512,108544.00
16384,1024,1024,180224.00
16384,1024,2048,326656.01
16384,1024,3072,470016.00
16384,1024,4096,606208.03
16384,1024,5120,741375.98
16384,1024,8192,1157631.99
16384,1024,11008,1566720.01
16384,1024,13824,1926144.00
16384,1024,14336,1990656.02
16384,1024,25600,3501055.96
16384,1024,27648,3776511.91
16384,1024,28672,3964927.91
16384,2048,128,120832.00
16384,2048,256,119808.00
16384,2048,512,189440.00
16384,2048,1024,317440.00
16384,2048,2048,605184.02
16384,2048,3072,862208.01
16384,2048,4096,1128960.01
16384,2048,5120,1401344.00
16384,2048,8192,2242559.91
16384,2048,11008,3028991.94
16384,2048,13824,3738624.10
16384,2048,14336,3874815.94
16384,2048,25600,7259648.08
16384,2048,27648,7774207.83
16384,2048,28672,8346623.90
16384,3072,128,161280.00
16384,3072,256,161792.00
16384,3072,512,257023.99
16384,3072,1024,450560.00
16384,3072,2048,886271.98
16384,3072,3072,1298431.99
16384,3072,4096,1717247.96
16384,3072,5120,2198528.05
16384,3072,8192,3398655.89
16384,3072,11008,4478975.77
16384,3072,13824,5665791.99
16384,3072,14336,5947391.99
16384,3072,25600,10958848.00
16384,3072,27648,11746303.56
16384,3072,28672,12161024.09
16384,4096,128,215040.00
16384,4096,256,216064.01
16384,4096,512,332800.00
16384,4096,1024,595968.01
16384,4096,2048,1155071.97
16384,4096,3072,1713664.00
16384,4096,4096,2238464.12
16384,4096,5120,2878463.98
16384,4096,8192,4358143.81
16384,4096,11008,5884416.10
16384,4096,13824,7371263.98
16384,4096,14336,7636991.98
16384,4096,25600,13663232.33
16384,4096,27648,14875648.02
16384,4096,28672,16267776.49
16384,5120,128,264191.99
16384,5120,256,263168.01
16384,5120,512,413695.99
16384,5120,1024,745472.01
16384,5120,2048,1467391.97
16384,5120,3072,2188287.97
16384,5120,4096,2789888.02
16384,5120,5120,3625983.95
16384,5120,8192,5456895.83
16384,5120,11008,7372799.87
16384,5120,13824,9213439.94
16384,5120,14336,9547776.22
16384,5120,25600,17192448.62
16384,5120,27648,18540544.51
16384,5120,28672,19401215.55
16384,8192,128,409599.99
16384,8192,256,392192.01
16384,8192,512,631807.98
16384,8192,1024,1203199.98
16384,8192,2048,2391040.09
16384,8192,3072,3531775.95
16384,8192,4096,4436992.17
16384,8192,5120,5496831.89
16384,8192,8192,8965631.96
16384,8192,11008,11955200.20
16384,8192,13824,14955519.68
16384,8192,14336,15501312.26
16384,8192,25600,27615232.47
16384,8192,27648,29709824.56
16384,8192,28672,32018430.71
16384,11008,128,536575.97
16384,11008,256,536575.97
16384,11008,512,871424.02
16384,11008,1024,1615872.03
16384,11008,2048,3291648.03
16384,11008,3072,4731904.03
16384,11008,4096,5874176.03
16384,11008,5120,7401983.98
16384,11008,8192,12201472.28
16384,11008,11008,16247808.46
16384,11008,13824,20325376.51
16384,11008,14336,21065727.23
16384,11008,25600,35822593.69
16384,11008,27648,38664703.37
16384,11008,28672,42825727.46
16384,13824,128,660480.02
16384,13824,256,659456.01
16384,13824,512,1098240.02
16384,13824,1024,2071552.04
16384,13824,2048,4176383.97
16384,13824,3072,6076416.02
16384,13824,4096,7946240.19
16384,13824,5120,9167872.43
16384,13824,8192,14692351.82
16384,13824,11008,19368447.30
16384,13824,13824,24516096.12
16384,13824,14336,25407487.87
16384,13824,25600,44945407.87
16384,13824,27648,49589248.66
16384,13824,28672,53601280.21
16384,14336,128,658944.01
16384,14336,256,691200.02
16384,14336,512,1150975.94
16384,14336,1024,2119679.93
16384,14336,2048,4318720.10
16384,14336,3072,6346751.93
16384,14336,4096,8266752.24
16384,14336,5120,9583616.26
16384,14336,8192,15229440.21
16384,14336,11008,20268544.20
16384,14336,13824,25349631.31
16384,14336,14336,26569216.73
16384,14336,25600,47037441.25
16384,14336,27648,51570686.34
16384,14336,28672,55778816.22
16384,25600,128,899071.99
16384,25600,256,1246207.95
16384,25600,512,2099200.01
16384,25600,1024,3863552.09
16384,25600,2048,7286783.93
16384,25600,3072,10817535.88
16384,25600,4096,14006272.32
16384,25600,5120,17222144.13
16384,25600,8192,27258880.62
16384,25600,11008,36423679.35
16384,25600,13824,45552639.01
16384,25600,14336,47212543.49
16384,27648,128,955392.00
16384,27648,256,1341439.96
16384,27648,512,2268671.99
16384,27648,1024,4167679.79
16384,27648,2048,7846911.91
16384,27648,3072,11569151.88
16384,27648,4096,15269376.28
16384,27648,5120,18532352.45
16384,27648,8192,29340671.54
16384,27648,11008,39183361.05
16384,27648,13824,49003520.97
16384,27648,14336,50790912.63
16384,28672,128,990208.03
16384,28672,256,1391615.99
16384,28672,512,2370559.93
16384,28672,1024,4317183.97
16384,28672,2048,8155648.23
16384,28672,3072,11957759.86
16384,28672,4096,15849984.17
16384,28672,5120,19246080.40
16384,28672,8192,30460927.96
16384,28672,11008,40683008.19
16384,28672,13824,50910209.66
16384,28672,14336,52765184.40
32768,128,128,28672.00
32768,128,256,34816.00
32768,128,512,53248.00
32768,128,1024,83456.00
32768,128,2048,165888.00
32768,128,3072,216576.00
32768,128,4096,261119.99
32768,128,5120,324608.00
32768,128,8192,485376.00
32768,128,11008,616959.99
32768,128,13824,802815.97
32768,128,14336,815616.01
32768,128,25600,1362432.00
32768,128,27648,1468415.98
32768,128,28672,1498111.96
32768,256,128,36352.00
32768,256,256,41984.00
32768,256,512,62464.00
32768,256,1024,101376.00
32768,256,2048,189440.00
32768,256,3072,265215.99
32768,256,4096,324608.00
32768,256,5120,397311.99
32768,256,8192,608255.98
32768,256,11008,806912.00
32768,256,13824,1030143.98
32768,256,14336,1051648.02
32768,256,25600,1872895.96
32768,256,27648,2036736.01
32768,256,28672,2125823.97
32768,512,128,66560.00
32768,512,256,71680.00
32768,512,512,108544.00
32768,512,1024,172032.00
32768,512,2048,314368.01
32768,512,3072,446464.00
32768,512,4096,577023.98
32768,512,5120,724991.98
32768,512,8192,1202175.97
32768,512,11008,1608703.97
32768,512,13824,1943552.02
32768,512,14336,2014208.08
32768,512,25600,3495935.92
32768,512,27648,3767296.08
32768,512,28672,3909631.97
32768,1024,128,115712.00
32768,1024,256,116736.00
