M,N,K,latency_ns
32,27648,8192,324608.00
32,27648,11008,430080.00
32,27648,13824,535040.02
32,27648,14336,553983.99
32,27648,25600,973824.02
32,27648,27648,1051648.02
32,27648,28672,1090047.96
32,28672,128,21504.00
32,28672,256,25600.00
32,28672,512,27648.00
32,28672,1024,67584.00
32,28672,2048,115712.00
32,28672,3072,164864.00
32,28672,4096,214016.01
32,28672,5120,244224.00
32,28672,8192,378367.99
32,28672,11008,500736.00
32,28672,13824,623615.98
32,28672,14336,646143.97
32,28672,25600,1063936.00
32,28672,27648,1139711.98
32,28672,28672,1182719.95
64,128,128,21504.00
64,128,256,25600.00
64,128,512,20480.00
64,128,1024,23552.00
64,128,2048,23552.00
64,128,3072,23552.00
64,128,4096,23552.00
64,128,5120,23552.00
64,128,8192,23552.00
64,128,11008,23552.00
64,128,13824,23552.00
64,128,14336,23552.00
64,128,25600,23552.00
64,128,27648,23552.00
64,128,28672,23552.00
64,256,128,24576.00
64,256,256,25088.00
64,256,512,20480.00
64,256,1024,23552.00
64,256,2048,24576.00
64,256,3072,23552.00
64,256,4096,23552.00
64,256,5120,24576.00
64,256,8192,24576.00
64,256,11008,24576.00
64,256,13824,24576.00
64,256,14336,24576.00
64,256,25600,25600.00
64,256,27648,26624.00
64,256,28672,26624.00
64,512,128,25600.00
64,512,256,25600.00
64,512,512,24576.00
64,512,1024,23552.00
64,512,2048,25088.00
64,512,3072,23552.00
64,512,4096,24576.00
64,512,5120,24576.00
64,512,8192,23552.00
64,512,11008,23552.00
64,512,13824,23552.00
64,512,14336,24576.00
64,512,25600,35840.00
64,512,27648,44032.00
64,512,28672,45056.00
64,1024,128,24576.00
64,1024,256,24576.00
64,1024,512,20480.00
64,1024,1024,20480.00
64,1024,2048,23552.00
64,1024,3072,23552.00
64,1024,4096,23552.00
64,1024,5120,26624.00
64,1024,8192,28672.00
64,1024,11008,31744.00
64,1024,13824,36864.00
64,1024,14336,39936.00
64,1024,25600,61952.00
64,1024,27648,64512.00
64,1024,28672,66560.00
64,2048,128,25600.00
64,2048,256,25600.00
64,2048,512,20480.00
64,2048,1024,20480.00
64,2048,2048,21504.00
64,2048,3072,25600.00
64,2048,4096,28672.00
64,2048,5120,27648.00
64,2048,8192,40960.00
64,2048,11008,52224.00
64,2048,13824,59392.00
64,2048,14336,61440.00
64,2048,25600,95232.00
64,2048,27648,101376.00
64,2048,28672,104448.00
64,3072,128,21504.00
64,3072,256,20480.00
64,3072,512,20480.00
64,3072,1024,20480.00
64,3072,2048,22528.00
64,3072,3072,25600.00
64,3072,4096,28672.00
64,3072,5120,37888.00
64,3072,8192,55296.00
64,3072,11008,73728.00
64,3072,13824,86016.00
64,3072,14336,88064.00
64,3072,25600,136191.99
64,3072,27648,144384.00
64,3072,28672,149504.01
64,4096,128,20480.00
64,4096,256,20992.00
64,4096,512,20480.00
64,4096,1024,22528.00
64,4096,2048,22528.00
64,4096,3072,26624.00
64,4096,4096,34816.00
64,4096,5120,44032.00
64,4096,8192,66560.00
64,4096,11008,84992.00
64,4096,13824,101376.00
64,4096,14336,104448.00
64,4096,25600,176128.00
64,4096,27648,188416.00
64,4096,28672,194560.01
64,5120,128,20992.00
64,5120,256,21504.00
64,5120,512,21504.00
64,5120,1024,21504.00
64,5120,2048,25600.00
64,5120,3072,30720.00
64,5120,4096,45056.00
64,5120,5120,51200.00
64,5120,8192,77824.00
64,5120,11008,99328.00
64,5120,13824,124928.00
64,5120,14336,128000.01
64,5120,25600,207872.00
64,5120,27648,221696.00
64,5120,28672,228352.00
64,8192,128,20480.00
64,8192,256,21504.00
64,8192,512,25600.00
64,8192,1024,21504.00
64,8192,2048,36864.00
64,8192,3072,51200.00
64,8192,4096,62464.00
64,8192,5120,76800.00
64,8192,8192,111616.00
64,8192,11008,144384.00
64,8192,13824,175616.00
64,8192,14336,182272.00
64,8192,25600,317440.00
64,8192,27648,339968.00
64,8192,28672,351231.99
64,11008,128,21504.00
64,11008,256,21504.00
64,11008,512,22528.00
64,11008,1024,23552.00
64,11008,2048,48128.00
64,11008,3072,63488.00
64,11008,4096,80384.00
64,11008,5120,97280.00
64,11008,8192,146432.00
64,11008,11008,192512.01
64,11008,13824,236544.00
64,11008,14336,245248.00
64,11008,25600,424959.99
64,11008,27648,458752.01
64,11008,28672,475648.00
64,13824,128,21504.00
64,13824,256,21504.00
64,13824,512,22528.00
64,13824,1024,23552.00
64,13824,2048,56320.00
64,13824,3072,75776.00
64,13824,4096,95232.00
64,13824,5120,115200.00
64,13824,8192,173056.01
64,13824,11008,227328.00
64,13824,13824,280575.99
64,13824,14336,289792.00
64,13824,25600,503808.02
64,13824,27648,542720.02
64,13824,28672,562175.99
64,14336,128,21504.00
64,14336,256,21504.00
64,14336,512,22528.00
64,14336,1024,28672.00
64,14336,2048,57344.00
64,14336,3072,80896.00
64,14336,4096,102912.00
64,14336,5120,119808.00
64,14336,8192,183295.99
64,14336,11008,258048.00
64,14336,13824,319487.99
64,14336,14336,328704.00
64,14336,25600,571904.00
64,14336,27648,610304.00
64,14336,28672,632831.99
64,25600,128,21504.00
64,25600,256,21504.00
64,25600,512,25600.00
64,25600,1024,56320.00
64,25600,2048,92160.00
64,25600,3072,128000.01
64,25600,4096,163840.00
64,25600,5120,202751.99
64,25600,8192,311295.99
64,25600,11008,411648.01
64,25600,13824,512000.02
64,25600,14336,530431.99
64,25600,25600,914431.99
64,25600,27648,986112.00
64,25600,28672,1022976.04
64,27648,128,21504.00
64,27648,256,22528.00
64,27648,512,28672.00
64,27648,1024,59392.00
64,27648,2048,98304.00
64,27648,3072,135680.00
64,27648,4096,174080.00
64,27648,5120,216064.01
64,27648,8192,332800.00
64,27648,11008,440319.99
64,27648,13824,546815.99
64,27648,14336,565248.01
64,27648,25600,1037312.03
64,27648,27648,1117184.04
64,27648,28672,1156095.98
64,28672,128,21504.00
64,28672,256,25600.00
64,28672,512,30720.00
64,28672,1024,66048.00
64,28672,2048,110592.00
64,28672,3072,154624.00
64,28672,4096,200703.99
64,28672,5120,246784.00
64,28672,8192,382976.00
64,28672,11008,505855.98
64,28672,13824,628736.02
64,28672,14336,651264.01
64,28672,25600,1081856.01
64,28672,27648,1157119.99
64,28672,28672,1201663.97
128,128,128,25088.00
128,128,256,25088.00
128,128,512,24576.00
128,128,1024,23552.00
128,128,2048,25600.00
128,128,3072,24576.00
128,128,4096,24576.00
128,128,5120,24576.00
128,128,8192,24576.00
128,128,11008,24576.00
128,128,13824,24576.00
128,128,14336,24576.00
128,128,25600,25088.00
128,128,27648,25600.00
128,128,28672,25600.00
128,256,128,25600.00
128,256,256,25600.00
128,256,512,21504.00
128,256,1024,23552.00
128,256,2048,24576.00
128,256,3072,24576.00
128,256,4096,24576.00
128,256,5120,24064.00
128,256,8192,23552.00
128,256,11008,25600.00
128,256,13824,25600.00
128,256,14336,26624.00
128,256,25600,32768.00
128,256,27648,33792.00
128,256,28672,33792.00
128,512,128,25600.00
128,512,256,24576.00
128,512,512,21504.00
128,512,1024,21504.00
128,512,2048,24576.00
128,512,3072,24576.00
128,512,4096,23552.00
128,512,5120,24576.00
128,512,8192,25600.00
128,512,11008,27136.00
128,512,13824,28672.00
128,512,14336,29696.00
128,512,25600,48128.00
128,512,27648,50176.00
128,512,28672,51200.00
128,1024,128,21504.00
128,1024,256,20480.00
128,1024,512,20480.00
128,1024,1024,21504.00
128,1024,2048,21504.00
128,1024,3072,24064.00
128,1024,4096,25600.00
128,1024,5120,28160.00
128,1024,8192,32768.00
128,1024,11008,36864.00
128,1024,13824,46080.00
128,1024,14336,48128.00
128,1024,25600,69120.00
128,1024,27648,71680.00
128,1024,28672,74752.00
128,2048,128,21504.00
128,2048,256,20480.00
128,2048,512,20480.00
128,2048,1024,21504.00
128,2048,2048,22528.00
128,2048,3072,26624.00
128,2048,4096,30720.00
128,2048,5120,34816.00
128,2048,8192,51200.00
128,2048,11008,59392.00
128,2048,13824,67584.00
128,2048,14336,69632.00
128,2048,25600,103424.00
128,2048,27648,109568.00
128,2048,28672,113152.00
128,3072,128,20480.00
128,3072,256,20480.00
128,3072,512,21504.00
128,3072,1024,21504.00
128,3072,2048,27648.00
128,3072,3072,31744.00
128,3072,4096,34816.00
128,3072,5120,55296.00
128,3072,8192,63488.00
128,3072,11008,75264.00
128,3072,13824,88064.00
128,3072,14336,90112.00
128,3072,25600,145408.00
128,3072,27648,154112.00
128,3072,28672,159743.99
128,4096,128,20480.00
128,4096,256,20480.00
128,4096,512,20480.00
128,4096,1024,21504.00
128,4096,2048,28672.00
128,4096,3072,35840.00
128,4096,4096,43008.00
128,4096,5120,52224.00
128,4096,8192,72704.00
128,4096,11008,91136.00
128,4096,13824,110592.00
128,4096,14336,114688.00
128,4096,25600,192512.01
128,4096,27648,204799.99
128,4096,28672,211968.00
128,5120,128,20480.00
128,5120,256,21504.00
128,5120,512,20480.00
128,5120,1024,22528.00
128,5120,2048,31744.00
128,5120,3072,40960.00
128,5120,4096,49152.00
128,5120,5120,57344.00
128,5120,8192,87040.00
128,5120,11008,104448.00
128,5120,13824,142336.00
128,5120,14336,146432.00
128,5120,25600,227328.00
128,5120,27648,242688.00
128,5120,28672,249856.00
128,8192,128,21504.00
128,8192,256,21504.00
128,8192,512,22528.00
128,8192,1024,28672.00
128,8192,2048,44032.00
128,8192,3072,57344.00
128,8192,4096,68608.00
128,8192,5120,92160.00
128,8192,8192,125952.01
128,8192,11008,159743.99
128,8192,13824,191488.00
128,8192,14336,197632.00
128,8192,25600,328704.00
128,8192,27648,350208.01
128,8192,28672,364544.00
128,11008,128,21504.00
128,11008,256,21504.00
128,11008,512,22528.00
128,11008,1024,28672.00
128,11008,2048,66560.00
128,11008,3072,90112.00
128,11008,4096,114688.00
128,11008,5120,103424.00
128,11008,8192,157695.99
128,11008,11008,207872.00
128,11008,13824,263168.01
128,11008,14336,269311.99
128,11008,25600,447488.01
128,11008,27648,478208.01
128,11008,28672,493056.00
128,13824,128,21504.00
128,13824,256,21504.00
128,13824,512,25600.00
128,13824,1024,33792.00
128,13824,2048,68608.00
128,13824,3072,90112.00
128,13824,4096,112640.00
128,13824,5120,126976.00
128,13824,8192,185344.00
128,13824,11008,239616.01
128,13824,13824,291839.99
128,13824,14336,302080.01
128,13824,25600,515071.99
128,13824,27648,556032.00
128,13824,28672,577023.98
128,14336,128,22528.00
128,14336,256,23552.00
128,14336,512,30720.00
128,14336,1024,43008.00
128,14336,2048,71680.00
128,14336,3072,102400.00
128,14336,4096,125952.01
128,14336,5120,180224.00
128,14336,8192,270336.00
128,14336,11008,286720.01
128,14336,13824,340992.00
128,14336,14336,350720.00
128,14336,25600,583168.00
128,14336,27648,620544.02
128,14336,28672,638464.00
128,25600,128,24576.00
128,25600,256,24576.00
128,25600,512,37888.00
128,25600,1024,64512.00
128,25600,2048,101376.00
128,25600,3072,139776.00
128,25600,4096,177151.99
128,25600,5120,216064.01
128,25600,8192,329728.01
128,25600,11008,434176.00
128,25600,13824,540672.00
128,25600,14336,559616.00
128,25600,25600,976895.99
128,25600,27648,1052160.02
128,25600,28672,1094655.99
128,27648,128,25600.00
128,27648,256,24576.00
128,27648,512,44032.00
128,27648,1024,67584.00
128,27648,2048,106496.00
128,27648,3072,146432.00
128,27648,4096,186880.00
128,27648,5120,227328.00
128,27648,8192,347135.99
128,27648,11008,458240.00
128,27648,13824,568319.98
128,27648,14336,589312.02
128,27648,25600,1031679.99
128,27648,27648,1114112.02
128,27648,28672,1153023.96
128,28672,128,27648.00
128,28672,256,31744.00
128,28672,512,51200.00
128,28672,1024,75776.00
128,28672,2048,134143.99
128,28672,3072,180224.00
128,28672,4096,227328.00
128,28672,5120,305152.00
128,28672,8192,461824.00
128,28672,11008,586239.99
128,28672,13824,706560.02
128,28672,14336,729088.01
128,28672,25600,1200127.96
128,28672,27648,1289728.05
128,28672,28672,1335808.04
256,128,128,25088.00
256,128,256,24576.00
256,128,512,23552.00
256,128,1024,20480.00
256,128,2048,23552.00
256,128,3072,23552.00
256,128,4096,24576.00
256,128,5120,24576.00
256,128,8192,24576.00
256,128,11008,26624.00
256,128,13824,26624.00
256,128,14336,27648.00
256,128,25600,29696.00
256,128,27648,30720.00
256,128,28672,30720.00
256,256,128,25600.00
256,256,256,25600.00
256,256,512,21504.00
256,256,1024,21504.00
256,256,2048,23552.00
256,256,3072,23552.00
256,256,4096,24576.00
256,256,5120,24576.00
256,256,8192,27648.00
256,256,11008,28672.00
256,256,13824,29696.00
256,256,14336,30720.00
256,256,25600,43008.00
256,256,27648,46080.00
256,256,28672,48128.00
256,512,128,25088.00
256,512,256,24576.00
256,512,512,20480.00
256,512,1024,20992.00
256,512,2048,22528.00
256,512,3072,24576.00
256,512,4096,25600.00
256,512,5120,27648.00
256,512,8192,31744.00
256,512,11008,34816.00
256,512,13824,40960.00
256,512,14336,40960.00
256,512,25600,56320.00
256,512,27648,61440.00
256,512,28672,60416.00
256,1024,128,21504.00
256,1024,256,20480.00
256,1024,512,20480.00
256,1024,1024,21504.00
256,1024,2048,22528.00
256,1024,3072,26624.00
256,1024,4096,30720.00
256,1024,5120,33792.00
256,1024,8192,40960.00
256,1024,11008,50176.00
256,1024,13824,56320.00
256,1024,14336,57344.00
256,1024,25600,81920.00
256,1024,27648,86016.00
256,1024,28672,89088.00
256,2048,128,21504.00
256,2048,256,20480.00
256,2048,512,21504.00
256,2048,1024,21504.00
256,2048,2048,27648.00
256,2048,3072,36864.00
256,2048,4096,40960.00
256,2048,5120,45056.00
256,2048,8192,58368.00
256,2048,11008,70656.00
256,2048,13824,81920.00
256,2048,14336,83456.00
256,2048,25600,130048.01
256,2048,27648,137216.00
256,2048,28672,141312.00
256,3072,128,20480.00
256,3072,256,21504.00
256,3072,512,21504.00
256,3072,1024,23552.00
256,3072,2048,30720.00
256,3072,3072,38912.00
256,3072,4096,47104.00
256,3072,5120,72704.00
256,3072,8192,96256.00
256,3072,11008,116736.00
256,3072,13824,136191.99
256,3072,14336,140288.00
256,3072,25600,217088.00
256,3072,27648,227840.00
256,3072,28672,234496.00
256,4096,128,25600.00
256,4096,256,21504.00
256,4096,512,26624.00
256,4096,1024,28672.00
256,4096,2048,47104.00
256,4096,3072,52224.00
256,4096,4096,62464.00
256,4096,5120,73728.00
256,4096,8192,96256.00
256,4096,11008,119808.00
256,4096,13824,140288.00
256,4096,14336,145408.00
256,4096,25600,234496.00
256,4096,27648,249856.00
256,4096,28672,269311.99
256,5120,128,21504.00
256,5120,256,21504.00
256,5120,512,23552.00
256,5120,1024,29696.00
256,5120,2048,50176.00
256,5120,3072,64512.00
256,5120,4096,73728.00
256,5120,5120,79872.00
256,5120,8192,116736.00
256,5120,11008,149504.01
256,5120,13824,176128.00
256,5120,14336,178688.00
256,5120,25600,284671.99
256,5120,27648,306176.01
256,5120,28672,331775.99
256,8192,128,22528.00
256,8192,256,26624.00
256,8192,512,35840.00
256,8192,1024,44032.00
256,8192,2048,76800.00
256,8192,3072,105472.00
256,8192,4096,136191.99
256,8192,5120,122880.00
256,8192,8192,173056.01
256,8192,11008,212992.00
256,8192,13824,253952.00
256,8192,14336,264191.99
256,8192,25600,433151.99
256,8192,27648,480768.00
256,8192,28672,510464.01
256,11008,128,25600.00
256,11008,256,27648.00
256,11008,512,37888.00
256,11008,1024,51200.00
256,11008,2048,73728.00
256,11008,3072,100352.00
256,11008,4096,125952.01
256,11008,5120,149504.01
256,11008,8192,219136.00
256,11008,11008,283648.01
256,11008,13824,339968.00
256,11008,14336,358399.99
256,11008,25600,623615.98
256,11008,27648,701439.98
256,11008,28672,730112.02
256,13824,128,27648.00
256,13824,256,28160.00
256,13824,512,34816.00
256,13824,1024,59392.00
256,13824,2048,79872.00
256,13824,3072,110592.00
256,13824,4096,130048.01
256,13824,5120,153600.01
256,13824,8192,231936.00
256,13824,11008,303104.01
256,13824,13824,384000.00
256,13824,14336,400384.01
256,13824,25600,732159.97
256,13824,27648,805888.00
256,13824,28672,831488.01
256,14336,128,29696.00
256,14336,256,32768.00
256,14336,512,43008.00
256,14336,1024,78848.00
256,14336,2048,106496.00
256,14336,3072,148480.00
256,14336,4096,181247.99
256,14336,5120,219648.00
256,14336,8192,322560.01
256,14336,11008,403456.00
256,14336,13824,489472.00
256,14336,14336,479232.01
256,14336,25600,871936.02
256,14336,27648,1008640.05
256,14336,28672,1008128.05
256,25600,128,35840.00
256,25600,256,36864.00
256,25600,512,55296.00
256,25600,1024,120832.00
256,25600,2048,134143.99
256,25600,3072,188416.00
256,25600,4096,237568.01
256,25600,5120,281600.00
256,25600,8192,446464.00
256,25600,11008,603136.00
256,25600,13824,759808.00
256,25600,14336,797183.99
256,25600,25600,1410560.01
256,25600,27648,1537024.02
256,25600,28672,1622015.95
256,27648,128,38400.00
256,27648,256,38912.00
256,27648,512,58368.00
256,27648,1024,94208.00
256,27648,2048,143360.00
256,27648,3072,194560.01
256,27648,4096,244736.00
256,27648,5120,295935.99
256,27648,8192,454656.00
256,27648,11008,612352.01
256,27648,13824,788479.98
256,27648,14336,818175.97
256,27648,25600,1475584.03
256,27648,27648,1588736.00
256,27648,28672,1728512.05
256,28672,128,42496.00
256,28672,256,46080.00
256,28672,512,67584.00
256,28672,1024,152064.00
256,28672,2048,171008.01
256,28672,3072,239104.00
256,28672,4096,300031.99
256,28672,5120,402431.99
256,28672,8192,580608.01
256,28672,11008,743424.00
256,28672,13824,928767.98
256,28672,14336,964608.01
256,28672,25600,1644544.01
256,28672,27648,1806336.05
256,28672,28672,1848320.01
512,128,128,25600.00
512,128,256,24576.00
512,128,512,21504.00
512,128,1024,21504.00
512,128,2048,24576.00
512,128,3072,23552.00
512,128,4096,23552.00
512,128,5120,24576.00
512,128,8192,27648.00
512,128,11008,29696.00
512,128,13824,31744.00
512,128,14336,32768.00
512,128,25600,51200.00
512,128,27648,54272.00
512,128,28672,54272.00
512,256,128,25088.00
512,256,256,25600.00
512,256,512,21504.00
512,256,1024,21504.00
512,256,2048,22528.00
512,256,3072,25600.00
512,256,4096,26624.00
512,256,5120,28672.00
512,256,8192,31744.00
512,256,11008,34816.00
512,256,13824,36864.00
512,256,14336,37888.00
512,256,25600,58368.00
512,256,27648,61952.00
512,256,28672,61952.00
512,512,128,21504.00
512,512,256,20480.00
512,512,512,20480.00
512,512,1024,21504.00
512,512,2048,22528.00
512,512,3072,26624.00
512,512,4096,31744.00
512,512,5120,34816.00
512,512,8192,42496.00
512,512,11008,52224.00
512,512,13824,58368.00
512,512,14336,59392.00
512,512,25600,82944.00
512,512,27648,86528.00
512,512,28672,89088.00
512,1024,128,21504.00
512,1024,256,20480.00
512,1024,512,21504.00
512,1024,1024,21504.00
512,1024,2048,27648.00
512,1024,3072,34816.00
512,1024,4096,40960.00
512,1024,5120,46080.00
512,1024,8192,58368.00
512,1024,11008,70656.00
512,1024,13824,80896.00
512,1024,14336,82944.00
512,1024,25600,129024.00
512,1024,27648,137216.00
512,1024,28672,141312.00
512,2048,128,21504.00
512,2048,256,21504.00
512,2048,512,26624.00
512,2048,1024,28672.00
512,2048,2048,40960.00
512,2048,3072,59392.00
512,2048,4096,69632.00
512,2048,5120,69632.00
512,2048,8192,95232.00
512,2048,11008,117760.00
512,2048,13824,138239.99
512,2048,14336,142336.00
512,2048,25600,229376.00
512,2048,27648,249856.00
512,2048,28672,258048.00
512,3072,128,21504.00
512,3072,256,21504.00
512,3072,512,23552.00
512,3072,1024,40960.00
512,3072,2048,43520.00
512,3072,3072,56320.00
512,3072,4096,68608.00
512,3072,5120,79872.00
512,3072,8192,115712.00
512,3072,11008,150528.00
512,3072,13824,184320.00
512,3072,14336,190464.00
512,3072,25600,342016.01
512,3072,27648,377855.99
512,3072,28672,395264.00
512,4096,128,26624.00
512,4096,256,26624.00
512,4096,512,31744.00
512,4096,1024,41984.00
512,4096,2048,67584.00
512,4096,3072,80896.00
512,4096,4096,98304.00
512,4096,5120,108544.00
512,4096,8192,153600.01
512,4096,11008,196608.01
512,4096,13824,239616.01
512,4096,14336,246784.00
512,4096,25600,435200.01
512,4096,27648,489472.00
512,4096,28672,518144.01
512,5120,128,25600.00
512,5120,256,27648.00
512,5120,512,37888.00
512,5120,1024,47104.00
512,5120,2048,73728.00
512,5120,3072,96256.00
512,5120,4096,111616.00
512,5120,5120,221184.00
512,5120,8192,201728.00
512,5120,11008,244736.00
512,5120,13824,299008.01
512,5120,14336,308223.99
512,5120,25600,532480.00
512,5120,27648,594944.00
512,5120,28672,618496.00
512,8192,128,30720.00
512,8192,256,32768.00
512,8192,512,49152.00
512,8192,1024,66560.00
512,8192,2048,115712.00
512,8192,3072,164352.00
512,8192,4096,196608.01
512,8192,5120,269311.99
512,8192,8192,402431.99
512,8192,11008,392192.01
512,8192,13824,492544.00
512,8192,14336,520192.03
512,8192,25600,886272.01
512,8192,27648,984063.98
512,8192,28672,1005568.03
512,11008,128,33792.00
512,11008,256,36864.00
512,11008,512,59392.00
512,11008,1024,82944.00
512,11008,2048,134143.99
512,11008,3072,188416.00
512,11008,4096,232448.00
512,11008,5120,280575.99
512,11008,8192,401407.99
512,11008,11008,522239.98
512,11008,13824,656896.00
512,11008,14336,758784.00
512,11008,25600,1236992.00
512,11008,27648,1345535.99
512,11008,28672,1409024.00
512,13824,128,37888.00
512,13824,256,37888.00
512,13824,512,52224.00
512,13824,1024,99328.00
512,13824,2048,129536.00
512,13824,3072,182272.00
512,13824,4096,233472.00
512,13824,5120,285696.00
512,13824,8192,450560.00
512,13824,11008,611328.01
512,13824,13824,761856.02
512,13824,14336,778240.03
512,13824,25600,1444351.97
512,13824,27648,1550336.00
512,13824,28672,1586176.04
512,14336,128,40960.00
512,14336,256,44032.00
512,14336,512,62464.00
512,14336,1024,108544.00
512,14336,2048,168960.01
512,14336,3072,239616.01
512,14336,4096,294912.01
512,14336,5120,431104.00
512,14336,8192,549888.01
512,14336,11008,711680.00
512,14336,13824,893952.01
512,14336,14336,1182719.95
512,14336,25600,1608703.97
512,14336,27648,1748991.97
512,14336,28672,1787904.02
512,25600,128,56320.00
512,25600,256,58368.00
512,25600,512,88064.00
512,25600,1024,336896.00
512,25600,2048,240640.00
512,25600,3072,340992.00
512,25600,4096,462336.00
512,25600,5120,581632.02
512,25600,8192,908288.00
512,25600,11008,1190912.01
512,25600,13824,1500159.98
512,25600,14336,1559551.95
512,25600,25600,2830335.97
512,25600,27648,3021312.00
512,25600,28672,3141632.08
512,27648,128,59392.00
512,27648,256,60416.00
512,27648,512,90112.00
512,27648,1024,366080.00
512,27648,2048,242688.00
512,27648,3072,354303.99
512,27648,4096,462848.01
512,27648,5120,595968.01
512,27648,8192,919040.02
512,27648,11008,1219583.99
512,27648,13824,1545727.97
512,27648,14336,1601536.04
512,27648,25600,2896895.89
512,27648,27648,3097599.98
512,27648,28672,3198976.04
512,28672,128,64512.00
512,28672,256,66560.00
512,28672,512,100352.00
512,28672,1024,381951.99
512,28672,2048,269311.99
512,28672,3072,399360.00
512,28672,4096,520192.03
512,28672,5120,707584.02
512,28672,8192,1049600.01
512,28672,11008,1390591.98
512,28672,13824,1730048.00
512,28672,14336,1814015.98
512,28672,25600,3164160.01
512,28672,27648,3406847.95
512,28672,28672,3531775.95
1024,128,128,21504.00
1024,128,256,21504.00
1024,128,512,21504.00
1024,128,1024,21504.00
1024,128,2048,24576.00
1024,128,3072,27648.00
1024,128,4096,27648.00
1024,128,5120,29184.00
1024,128,8192,32768.00
1024,128,11008,35840.00
1024,128,13824,52224.00
1024,128,14336,51200.00
1024,128,25600,71680.00
1024,128,27648,76800.00
1024,128,28672,75776.00
1024,256,128,21504.00
1024,256,256,21504.00
1024,256,512,21504.00
1024,256,1024,21504.00
1024,256,2048,23552.00
1024,256,3072,27648.00
1024,256,4096,31744.00
1024,256,5120,34816.00
1024,256,8192,40960.00
1024,256,11008,52224.00
1024,256,13824,61440.00
1024,256,14336,60416.00
1024,256,25600,86016.00
1024,256,27648,94208.00
1024,256,28672,92672.00
1024,512,128,21504.00
1024,512,256,21504.00
1024,512,512,21504.00
1024,512,1024,21504.00
1024,512,2048,28672.00
1024,512,3072,34816.00
1024,512,4096,40960.00
1024,512,5120,44032.00
1024,512,8192,58368.00
1024,512,11008,69632.00
1024,512,13824,80896.00
1024,512,14336,82944.00
1024,512,25600,126976.00
1024,512,27648,136191.99
1024,512,28672,140288.00
1024,1024,128,25600.00
1024,1024,256,21504.00
1024,1024,512,22528.00
1024,1024,1024,28672.00
1024,1024,2048,40960.00
1024,1024,3072,47104.00
1024,1024,4096,57344.00
1024,1024,5120,69632.00
1024,1024,8192,100352.00
1024,1024,11008,126976.00
1024,1024,13824,154624.00
1024,1024,14336,158720.00
1024,1024,25600,251904.01
1024,1024,27648,266240.00
1024,1024,28672,282624.01
1024,2048,128,21504.00
1024,2048,256,26624.00
1024,2048,512,30720.00
1024,2048,1024,39936.00
1024,2048,2048,58368.00
1024,2048,3072,118784.00
1024,2048,4096,150528.00
1024,2048,5120,121856.00
1024,2048,8192,179199.99
1024,2048,11008,231424.00
1024,2048,13824,252927.99
1024,2048,14336,267264.01
1024,2048,25600,449536.00
1024,2048,27648,491519.99
1024,2048,28672,521215.98
1024,3072,128,21504.00
1024,3072,256,24576.00
1024,3072,512,31744.00
1024,3072,1024,47104.00
1024,3072,2048,72704.00
1024,3072,3072,101376.00
1024,3072,4096,133120.00
1024,3072,5120,157695.99
1024,3072,8192,232448.00
1024,3072,11008,302080.01
1024,3072,13824,384000.00
1024,3072,14336,405503.99
1024,3072,25600,689152.00
1024,3072,27648,749567.99
1024,3072,28672,775168.00
1024,4096,128,26624.00
1024,4096,256,30720.00
1024,4096,512,41984.00
1024,4096,1024,62464.00
1024,4096,2048,97280.00
1024,4096,3072,167936.00
1024,4096,4096,216064.01
1024,4096,5120,193536.00
1024,4096,8192,286720.01
1024,4096,11008,381951.99
1024,4096,13824,531455.99
1024,4096,14336,548864.01
1024,4096,25600,924672.01
1024,4096,27648,995328.01
1024,4096,28672,1029119.97
1024,5120,128,32768.00
1024,5120,256,32768.00
1024,5120,512,43008.00
1024,5120,1024,62464.00
1024,5120,2048,103424.00
1024,5120,3072,162816.00
1024,5120,4096,196608.01
1024,5120,5120,231424.00
1024,5120,8192,351231.99
1024,5120,11008,475136.01
1024,5120,13824,671743.99
1024,5120,14336,678399.98
1024,5120,25600,1147904.04
1024,5120,27648,1235967.99
1024,5120,28672,1277951.96
1024,8192,128,40960.00
1024,8192,256,43008.00
1024,8192,512,58368.00
1024,8192,1024,94208.00
1024,8192,2048,176128.00
1024,8192,3072,254976.00
1024,8192,4096,314368.01
1024,8192,5120,364544.00
1024,8192,8192,568319.98
1024,8192,11008,799744.01
1024,8192,13824,1075199.96
1024,8192,14336,1071104.05
1024,8192,25600,1827839.97
1024,8192,27648,1965055.94
1024,8192,28672,2081792.12
1024,11008,128,46080.00
1024,11008,256,52224.00
1024,11008,512,76800.00
1024,11008,1024,124928.00
1024,11008,2048,212992.00
1024,11008,3072,334847.99
1024,11008,4096,438784.00
1024,11008,5120,479744.00
1024,11008,8192,780287.98
1024,11008,11008,1051648.02
1024,11008,13824,1366528.03
1024,11008,14336,1362944.01
1024,11008,25600,2370559.93
1024,11008,27648,2555903.91
1024,11008,28672,2640896.08
1024,13824,128,54272.00
1024,13824,256,59392.00
1024,13824,512,89088.00
1024,13824,1024,142336.00
1024,13824,2048,251904.01
1024,13824,3072,349184.01
1024,13824,4096,451584.01
1024,13824,5120,605184.02
1024,13824,8192,969728.02
1024,13824,11008,1315840.01
1024,13824,13824,1640447.97
1024,13824,14336,1656831.98
1024,13824,25600,2847743.99
1024,13824,27648,3100672.01
1024,13824,28672,3228672.03
1024,14336,128,57344.00
1024,14336,256,63488.00
1024,14336,512,97280.00
