M,N,K,latency_ns
32,27648,13824,279264.00
32,27648,14336,289088.00
32,27648,25600,479040.00
32,27648,27648,514896.01
32,27648,28672,532415.99
32,28672,128,15104.00
32,28672,256,15728.00
32,28672,512,18000.00
32,28672,1024,33296.00
32,28672,2048,52800.00
32,28672,3072,69760.00
32,28672,4096,92224.00
32,28672,5120,107616.00
32,28672,8192,170144.01
32,28672,11008,215648.00
32,28672,13824,267472.00
32,28672,14336,276432.01
32,28672,25600,484463.99
32,28672,27648,523696.01
32,28672,28672,541583.99
64,128,128,14944.00
64,128,256,15040.00
64,128,512,14912.00
64,128,1024,15056.00
64,128,2048,15760.00
64,128,3072,16736.00
64,128,4096,16896.00
64,128,5120,16832.00
64,128,8192,16928.00
64,128,11008,17216.00
64,128,13824,17056.00
64,128,14336,16896.00
64,128,25600,17728.00
64,128,27648,17840.00
64,128,28672,17488.00
64,256,128,14912.00
64,256,256,14992.00
64,256,512,14944.00
64,256,1024,14944.00
64,256,2048,15792.00
64,256,3072,17104.00
64,256,4096,17024.00
64,256,5120,16896.00
64,256,8192,16976.00
64,256,11008,17056.00
64,256,13824,16992.00
64,256,14336,17168.00
64,256,25600,17712.00
64,256,27648,17776.00
64,256,28672,17648.00
64,512,128,15008.00
64,512,256,14912.00
64,512,512,14880.00
64,512,1024,14832.00
64,512,2048,15808.00
64,512,3072,16848.00
64,512,4096,16816.00
64,512,5120,16848.00
64,512,8192,17520.00
64,512,11008,17712.00
64,512,13824,18272.00
64,512,14336,17728.00
64,512,25600,19424.00
64,512,27648,19664.00
64,512,28672,19888.00
64,1024,128,14800.00
64,1024,256,14736.00
64,1024,512,14960.00
64,1024,1024,14896.00
64,1024,2048,15776.00
64,1024,3072,16992.00
64,1024,4096,17568.00
64,1024,5120,17920.00
64,1024,8192,17632.00
64,1024,11008,18944.00
64,1024,13824,20352.00
64,1024,14336,20448.00
64,1024,25600,33344.00
64,1024,27648,34880.00
64,1024,28672,35168.00
64,2048,128,14960.00
64,2048,256,14896.00
64,2048,512,14736.00
64,2048,1024,14880.00
64,2048,2048,15760.00
64,2048,3072,17232.00
64,2048,4096,18672.00
64,2048,5120,20128.00
64,2048,8192,21808.00
64,2048,11008,30288.00
64,2048,13824,34256.00
64,2048,14336,34560.00
64,2048,25600,50112.00
64,2048,27648,52416.00
64,2048,28672,53920.00
64,3072,128,14832.00
64,3072,256,14896.00
64,3072,512,14912.00
64,3072,1024,14880.00
64,3072,2048,15968.00
64,3072,3072,17568.00
64,3072,4096,18912.00
64,3072,5120,20816.00
64,3072,8192,33328.00
64,3072,11008,38144.00
64,3072,13824,43712.00
64,3072,14336,44832.00
64,3072,25600,68992.00
64,3072,27648,73136.00
64,3072,28672,73776.00
64,4096,128,15072.00
64,4096,256,14960.00
64,4096,512,15056.00
64,4096,1024,15200.00
64,4096,2048,16176.00
64,4096,3072,17872.00
64,4096,4096,19968.00
64,4096,5120,23776.00
64,4096,8192,37520.00
64,4096,11008,44960.00
64,4096,13824,52304.00
64,4096,14336,53584.00
64,4096,25600,91504.00
64,4096,27648,95856.00
64,4096,28672,94688.00
64,5120,128,15088.00
64,5120,256,14848.00
64,5120,512,14912.00
64,5120,1024,15648.00
64,5120,2048,16832.00
64,5120,3072,18928.00
64,5120,4096,24208.00
64,5120,5120,30208.00
64,5120,8192,45680.00
64,5120,11008,54976.00
64,5120,13824,64032.00
64,5120,14336,65920.00
64,5120,25600,103264.00
64,5120,27648,109696.00
64,5120,28672,117312.00
64,8192,128,14864.00
64,8192,256,14864.00
64,8192,512,15248.00
64,8192,1024,16416.00
64,8192,2048,20240.00
64,8192,3072,29456.00
64,8192,4096,34672.00
64,8192,5120,40080.00
64,8192,8192,56288.00
64,8192,11008,70848.00
64,8192,13824,85360.00
64,8192,14336,87776.00
64,8192,25600,152880.00
64,8192,27648,163440.00
64,8192,28672,169632.00
64,11008,128,15072.00
64,11008,256,14944.00
64,11008,512,15600.00
64,11008,1024,16768.00
64,11008,2048,26912.00
64,11008,3072,35168.00
64,11008,4096,43344.00
64,11008,5120,50592.00
64,11008,8192,72128.00
64,11008,11008,94064.00
64,11008,13824,111984.00
64,11008,14336,125744.00
64,11008,25600,209680.00
64,11008,27648,223520.00
64,11008,28672,236848.00
64,13824,128,15040.00
64,13824,256,15120.00
64,13824,512,16000.00
64,13824,1024,17712.00
64,13824,2048,32400.00
64,13824,3072,41376.00
64,13824,4096,50560.00
64,13824,5120,59648.00
64,13824,8192,87152.00
64,13824,11008,113408.00
64,13824,13824,151984.00
64,13824,14336,156704.00
64,13824,25600,262208.00
64,13824,27648,278976.01
64,13824,28672,288959.99
64,14336,128,15168.00
64,14336,256,14992.00
64,14336,512,15744.00
64,14336,1024,17648.00
64,14336,2048,32624.00
64,14336,3072,41680.00
64,14336,4096,51008.00
64,14336,5120,60704.00
64,14336,8192,88736.00
64,14336,11008,114528.00
64,14336,13824,140432.00
64,14336,14336,144864.00
64,14336,25600,248432.00
64,14336,27648,267920.00
64,14336,28672,276608.01
64,25600,128,15104.00
64,25600,256,15888.00
64,25600,512,17200.00
64,25600,1024,31184.00
64,25600,2048,48048.00
64,25600,3072,66224.00
64,25600,4096,81392.00
64,25600,5120,98144.00
64,25600,8192,152720.00
64,25600,11008,200000.00
64,25600,13824,247248.00
64,25600,14336,256528.01
64,25600,25600,459999.99
64,25600,27648,493824.01
64,25600,28672,512207.98
64,27648,128,15344.00
64,27648,256,16048.00
64,27648,512,17952.00
64,27648,1024,32704.00
64,27648,2048,50848.00
64,27648,3072,68816.00
64,27648,4096,86976.00
64,27648,5120,106896.00
64,27648,8192,161296.00
64,27648,11008,211408.00
64,27648,13824,261952.00
64,27648,14336,271663.99
64,27648,25600,475104.00
64,27648,27648,511504.02
64,27648,28672,549200.00
64,28672,128,15232.00
64,28672,256,15904.00
64,28672,512,18048.00
64,28672,1024,33168.00
64,28672,2048,52768.00
64,28672,3072,71248.00
64,28672,4096,90000.00
64,28672,5120,108336.00
64,28672,8192,166128.00
64,28672,11008,217424.00
64,28672,13824,269792.01
64,28672,14336,278144.00
64,28672,25600,498128.01
64,28672,27648,531888.01
64,28672,28672,553999.99
128,128,128,14848.00
128,128,256,14944.00
128,128,512,14800.00
128,128,1024,14720.00
128,128,2048,15632.00
128,128,3072,16912.00
128,128,4096,16800.00
128,128,5120,17040.00
128,128,8192,16912.00
128,128,11008,17232.00
128,128,13824,16992.00
128,128,14336,17072.00
128,128,25600,17664.00
128,128,27648,17776.00
128,128,28672,17728.00
128,256,128,14976.00
128,256,256,14944.00
128,256,512,14832.00
128,256,1024,14912.00
128,256,2048,15968.00
128,256,3072,16944.00
128,256,4096,16944.00
128,256,5120,16896.00
128,256,8192,17120.00
128,256,11008,17888.00
128,256,13824,18272.00
128,256,14336,17936.00
128,256,25600,19632.00
128,256,27648,19680.00
128,256,28672,20144.00
128,512,128,15296.00
128,512,256,14944.00
128,512,512,15040.00
128,512,1024,14896.00
128,512,2048,15808.00
128,512,3072,16992.00
128,512,4096,17600.00
128,512,5120,17936.00
128,512,8192,17824.00
128,512,11008,18640.00
128,512,13824,19200.00
128,512,14336,19520.00
128,512,25600,23600.00
128,512,27648,24688.00
128,512,28672,24672.00
128,1024,128,15120.00
128,1024,256,14880.00
128,1024,512,15008.00
128,1024,1024,15136.00
128,1024,2048,15856.00
128,1024,3072,17232.00
128,1024,4096,18640.00
128,1024,5120,20016.00
128,1024,8192,19760.00
128,1024,11008,22240.00
128,1024,13824,24320.00
128,1024,14336,24336.00
128,1024,25600,35312.00
128,1024,27648,36688.00
128,1024,28672,37504.00
128,2048,128,14816.00
128,2048,256,14960.00
128,2048,512,14912.00
128,2048,1024,15008.00
128,2048,2048,16128.00
128,2048,3072,17824.00
128,2048,4096,19456.00
128,2048,5120,21248.00
128,2048,8192,26880.00
128,2048,11008,32256.00
128,2048,13824,37680.00
128,2048,14336,38720.00
128,2048,25600,52624.00
128,2048,27648,56144.00
128,2048,28672,56832.00
128,3072,128,15184.00
128,3072,256,15040.00
128,3072,512,15008.00
128,3072,1024,15440.00
128,3072,2048,16640.00
128,3072,3072,18576.00
128,3072,4096,20080.00
128,3072,5120,22192.00
128,3072,8192,30496.00
128,3072,11008,41120.00
128,3072,13824,46688.00
128,3072,14336,47776.00
128,3072,25600,72016.00
128,3072,27648,76064.00
128,3072,28672,78000.00
128,4096,128,15280.00
128,4096,256,15088.00
128,4096,512,15216.00
128,4096,1024,15952.00
128,4096,2048,18672.00
128,4096,3072,21696.00
128,4096,4096,24992.00
128,4096,5120,29504.00
128,4096,8192,36656.00
128,4096,11008,47792.00
128,4096,13824,58800.00
128,4096,14336,60448.00
128,4096,25600,95184.00
128,4096,27648,99840.00
128,4096,28672,103408.00
128,5120,128,14864.00
128,5120,256,14944.00
128,5120,512,15136.00
128,5120,1024,15680.00
128,5120,2048,18192.00
128,5120,3072,21040.00
128,5120,4096,26560.00
128,5120,5120,30944.00
128,5120,8192,43376.00
128,5120,11008,53696.00
128,5120,13824,69088.00
128,5120,14336,70944.00
128,5120,25600,108896.00
128,5120,27648,115776.00
128,5120,28672,119104.00
128,8192,128,15072.00
128,8192,256,15008.00
128,8192,512,15680.00
128,8192,1024,16352.00
128,8192,2048,19904.00
128,8192,3072,30416.00
128,8192,4096,35552.00
128,8192,5120,41152.00
128,8192,8192,56992.00
128,8192,11008,72128.00
128,8192,13824,87024.00
128,8192,14336,89760.00
128,8192,25600,161136.00
128,8192,27648,170544.00
128,8192,28672,176368.00
128,11008,128,15040.00
128,11008,256,15200.00
128,11008,512,15824.00
128,11008,1024,18144.00
128,11008,2048,28944.00
128,11008,3072,36112.00
128,11008,4096,43472.00
128,11008,5120,50592.00
128,11008,8192,72208.00
128,11008,11008,92112.00
128,11008,13824,111488.00
128,11008,14336,114896.00
128,11008,25600,222464.00
128,11008,27648,238112.00
128,11008,28672,241472.00
128,13824,128,15024.00
128,13824,256,15504.00
128,13824,512,16224.00
128,13824,1024,18976.00
128,13824,2048,33392.00
128,13824,3072,43040.00
128,13824,4096,52560.00
128,13824,5120,61632.00
128,13824,8192,89744.00
128,13824,11008,114336.00
128,13824,13824,140144.00
128,13824,14336,144608.00
128,13824,25600,270656.00
128,13824,27648,293343.99
128,13824,28672,301472.01
128,14336,128,14912.00
128,14336,256,15552.00
128,14336,512,16128.00
128,14336,1024,18992.00
128,14336,2048,34096.00
128,14336,3072,43968.00
128,14336,4096,53568.00
128,14336,5120,63056.00
128,14336,8192,91200.00
128,14336,11008,116512.00
128,14336,13824,143392.00
128,14336,14336,147760.00
128,14336,25600,252336.01
128,14336,27648,270880.00
128,14336,28672,281519.99
128,25600,128,15840.00
128,25600,256,17280.00
128,25600,512,22080.00
128,25600,1024,43520.00
128,25600,2048,72496.00
128,25600,3072,68848.00
128,25600,4096,86048.00
128,25600,5120,102992.00
128,25600,8192,153968.00
128,25600,11008,200912.00
128,25600,13824,246976.00
128,25600,14336,256447.99
128,25600,25600,442144.01
128,25600,27648,476415.99
128,25600,28672,494656.00
128,27648,128,16080.00
128,27648,256,17632.00
128,27648,512,21824.00
128,27648,1024,45136.00
128,27648,2048,55456.00
128,27648,3072,74480.00
128,27648,4096,93328.00
128,27648,5120,111824.00
128,27648,8192,167136.01
128,27648,11008,217535.99
128,27648,13824,269088.00
128,27648,14336,279839.99
128,27648,25600,486959.99
128,27648,27648,525263.99
128,27648,28672,545535.98
128,28672,128,16096.00
128,28672,256,17840.00
128,28672,512,22352.00
128,28672,1024,45712.00
128,28672,2048,73376.00
128,28672,3072,76240.00
128,28672,4096,95936.00
128,28672,5120,114720.00
128,28672,8192,170224.00
128,28672,11008,224192.00
128,28672,13824,274416.00
128,28672,14336,284607.99
128,28672,25600,497552.01
128,28672,27648,537999.99
128,28672,28672,553215.98
256,128,128,15072.00
256,128,256,15056.00
256,128,512,15024.00
256,128,1024,15040.00
256,128,2048,15952.00
256,128,3072,17072.00
256,128,4096,17056.00
256,128,5120,17488.00
256,128,8192,17792.00
256,128,11008,18000.00
256,128,13824,18768.00
256,128,14336,17792.00
256,128,25600,20704.00
256,128,27648,21056.00
256,128,28672,21376.00
256,256,128,14912.00
256,256,256,14976.00
256,256,512,14928.00
256,256,1024,14880.00
256,256,2048,15728.00
256,256,3072,17088.00
256,256,4096,17712.00
256,256,5120,17936.00
256,256,8192,17744.00
256,256,11008,18512.00
256,256,13824,19440.00
256,256,14336,19680.00
256,256,25600,21568.00
256,256,27648,22336.00
256,256,28672,22512.00
256,512,128,14960.00
256,512,256,14976.00
256,512,512,14944.00
256,512,1024,15024.00
256,512,2048,15856.00
256,512,3072,17360.00
256,512,4096,18736.00
256,512,5120,20352.00
256,512,8192,18720.00
256,512,11008,20640.00
256,512,13824,22192.00
256,512,14336,22448.00
256,512,25600,30816.00
256,512,27648,32112.00
256,512,28672,32896.00
256,1024,128,14912.00
256,1024,256,14944.00
256,1024,512,15088.00
256,1024,1024,15312.00
256,1024,2048,16384.00
256,1024,3072,18400.00
256,1024,4096,19584.00
256,1024,5120,22352.00
256,1024,8192,23824.00
256,1024,11008,28768.00
256,1024,13824,33056.00
256,1024,14336,34112.00
256,1024,25600,42688.00
256,1024,27648,44992.00
256,1024,28672,41776.00
256,2048,128,14944.00
256,2048,256,14896.00
256,2048,512,14848.00
256,2048,1024,15616.00
256,2048,2048,17120.00
256,2048,3072,19840.00
256,2048,4096,22080.00
256,2048,5120,26032.00
256,2048,8192,31920.00
256,2048,11008,45408.00
256,2048,13824,43584.00
256,2048,14336,45200.00
256,2048,25600,68192.00
256,2048,27648,71536.00
256,2048,28672,73200.00
256,3072,128,15008.00
256,3072,256,14848.00
256,3072,512,15040.00
256,3072,1024,15904.00
256,3072,2048,19296.00
256,3072,3072,22720.00
256,3072,4096,26496.00
256,3072,5120,30816.00
256,3072,8192,40640.00
256,3072,11008,54160.00
256,3072,13824,56624.00
256,3072,14336,57472.00
256,3072,25600,89952.00
256,3072,27648,95440.00
256,3072,28672,98032.00
256,4096,128,14976.00
256,4096,256,15024.00
256,4096,512,15664.00
256,4096,1024,16416.00
256,4096,2048,19872.00
256,4096,3072,23424.00
256,4096,4096,28672.00
256,4096,5120,32544.00
256,4096,8192,43392.00
256,4096,11008,59104.00
256,4096,13824,66512.00
256,4096,14336,70336.00
256,4096,25600,101040.00
256,4096,27648,108992.00
256,4096,28672,111520.00
256,5120,128,15040.00
256,5120,256,14944.00
256,5120,512,15712.00
256,5120,1024,17744.00
256,5120,2048,22224.00
256,5120,3072,27264.00
256,5120,4096,33248.00
256,5120,5120,35168.00
256,5120,8192,46656.00
256,5120,11008,57552.00
256,5120,13824,69440.00
256,5120,14336,70768.00
256,5120,25600,123472.00
256,5120,27648,130416.00
256,5120,28672,135568.00
256,8192,128,14880.00
256,8192,256,15744.00
256,8192,512,16432.00
256,8192,1024,19232.00
256,8192,2048,24928.00
256,8192,3072,33040.00
256,8192,4096,38464.00
256,8192,5120,44320.00
256,8192,8192,60592.00
256,8192,11008,88384.00
256,8192,13824,102400.00
256,8192,14336,105232.00
256,8192,25600,174688.00
256,8192,27648,190160.00
256,8192,28672,208576.00
256,11008,128,16080.00
256,11008,256,17632.00
256,11008,512,20560.00
256,11008,1024,25360.00
256,11008,2048,35984.00
256,11008,3072,45424.00
256,11008,4096,55280.00
256,11008,5120,64704.00
256,11008,8192,102288.00
256,11008,11008,114688.00
256,11008,13824,138560.00
256,11008,14336,142208.00
256,11008,25600,237072.00
256,11008,27648,264463.99
256,11008,28672,274480.00
256,13824,128,16448.00
256,13824,256,18608.00
256,13824,512,22320.00
256,13824,1024,28448.00
256,13824,2048,41328.00
256,13824,3072,53712.00
256,13824,4096,65664.00
256,13824,5120,74256.00
256,13824,8192,108208.00
256,13824,11008,138720.01
256,13824,13824,168720.00
256,13824,14336,174592.00
256,13824,25600,293583.99
256,13824,27648,330655.99
256,13824,28672,347519.99
256,14336,128,16448.00
256,14336,256,18352.00
256,14336,512,22016.00
256,14336,1024,36272.00
256,14336,2048,40800.00
256,14336,3072,52160.00
256,14336,4096,63424.00
256,14336,5120,75104.00
256,14336,8192,112928.00
256,14336,11008,145952.00
256,14336,13824,170720.00
256,14336,14336,176512.00
256,14336,25600,296575.99
256,14336,27648,329504.00
256,14336,28672,347999.99
256,25600,128,19696.00
256,25600,256,23184.00
256,25600,512,29568.00
256,25600,1024,42848.00
256,25600,2048,66144.00
256,25600,3072,91472.00
256,25600,4096,118176.00
256,25600,5120,133408.00
256,25600,8192,199200.00
256,25600,11008,260448.01
256,25600,13824,320688.01
256,25600,14336,339583.99
256,25600,25600,604943.99
256,25600,27648,668608.01
256,25600,28672,704400.00
256,27648,128,20144.00
256,27648,256,23552.00
256,27648,512,30832.00
256,27648,1024,44416.00
256,27648,2048,68640.00
256,27648,3072,98944.00
256,27648,4096,118608.00
256,27648,5120,142448.00
256,27648,8192,210144.00
256,27648,11008,271040.01
256,27648,13824,340864.00
256,27648,14336,354304.00
256,27648,25600,627728.02
256,27648,27648,681983.98
256,27648,28672,727119.98
256,28672,128,20320.00
256,28672,256,24000.00
256,28672,512,31312.00
256,28672,1024,45280.00
256,28672,2048,68528.00
256,28672,3072,99568.00
256,28672,4096,127344.00
256,28672,5120,151264.00
256,28672,8192,224288.00
256,28672,11008,278111.99
256,28672,13824,345503.99
256,28672,14336,372175.99
256,28672,25600,633456.02
256,28672,27648,698048.00
256,28672,28672,749008.00
512,128,128,14880.00
512,128,256,14992.00
512,128,512,14960.00
512,128,1024,15712.00
512,128,2048,17376.00
512,128,3072,18160.00
512,128,4096,18896.00
512,128,5120,20080.00
512,128,8192,19520.00
512,128,11008,21120.00
512,128,13824,20368.00
512,128,14336,20448.00
512,128,25600,21472.00
512,128,27648,23216.00
512,128,28672,23648.00
512,256,128,15152.00
512,256,256,14944.00
512,256,512,15024.00
512,256,1024,15200.00
512,256,2048,16448.00
512,256,3072,18096.00
512,256,4096,19920.00
512,256,5120,21552.00
512,256,8192,19136.00
512,256,11008,20720.00
512,256,13824,22208.00
512,256,14336,21824.00
512,256,25600,31840.00
512,256,27648,33520.00
512,256,28672,34496.00
512,512,128,15024.00
512,512,256,15104.00
512,512,512,14976.00
512,512,1024,15728.00
512,512,2048,17088.00
512,512,3072,18240.00
512,512,4096,19616.00
512,512,5120,21552.00
512,512,8192,23616.00
512,512,11008,26944.00
512,512,13824,31632.00
512,512,14336,32704.00
512,512,25600,38048.00
512,512,27648,39632.00
512,512,28672,40176.00
512,1024,128,14912.00
512,1024,256,15056.00
512,1024,512,14864.00
512,1024,1024,15648.00
512,1024,2048,17152.00
512,1024,3072,20112.00
512,1024,4096,21568.00
512,1024,5120,25504.00
512,1024,8192,30992.00
512,1024,11008,41920.00
512,1024,13824,42704.00
512,1024,14336,41568.00
512,1024,25600,53824.00
512,1024,27648,67584.00
512,1024,28672,58336.00
512,2048,128,15200.00
512,2048,256,15152.00
512,2048,512,15776.00
512,2048,1024,16736.00
512,2048,2048,20736.00
512,2048,3072,24384.00
512,2048,4096,27536.00
512,2048,5120,33056.00
512,2048,8192,43680.00
512,2048,11008,59392.00
512,2048,13824,65120.00
512,2048,14336,69296.00
512,2048,25600,88576.00
512,2048,27648,94256.00
512,2048,28672,98096.00
512,3072,128,15072.00
512,3072,256,15264.00
512,3072,512,16048.00
512,3072,1024,18192.00
512,3072,2048,23360.00
512,3072,3072,28672.00
512,3072,4096,33760.00
512,3072,5120,40320.00
512,3072,8192,54528.00
512,3072,11008,74400.00
512,3072,13824,85520.00
512,3072,14336,88640.00
512,3072,25600,153072.00
512,3072,27648,161440.00
512,3072,28672,147472.00
512,4096,128,15040.00
512,4096,256,15760.00
512,4096,512,16496.00
512,4096,1024,19152.00
512,4096,2048,24640.00
512,4096,3072,30144.00
512,4096,4096,35760.00
512,4096,5120,40976.00
512,4096,8192,56976.00
512,4096,11008,72736.00
512,4096,13824,90592.00
512,4096,14336,93680.00
512,4096,25600,158496.00
512,4096,27648,170160.00
512,4096,28672,189520.00
512,5120,128,15808.00
512,5120,256,16768.00
512,5120,512,18832.00
512,5120,1024,22944.00
512,5120,2048,31664.00
512,5120,3072,39056.00
512,5120,4096,46448.00
512,5120,5120,53872.00
512,5120,8192,86320.00
512,5120,11008,107728.00
512,5120,13824,121184.00
512,5120,14336,124416.00
512,5120,25600,217936.00
512,5120,27648,232272.00
512,5120,28672,240592.00
512,8192,128,16512.00
512,8192,256,17952.00
512,8192,512,20992.00
512,8192,1024,26848.00
512,8192,2048,38688.00
512,8192,3072,49760.00
512,8192,4096,60576.00
512,8192,5120,72224.00
512,8192,8192,110896.00
512,8192,11008,142416.00
512,8192,13824,170608.00
512,8192,14336,176351.99
512,8192,25600,298032.00
512,8192,27648,332143.99
512,8192,28672,356928.01
512,11008,128,19360.00
512,11008,256,21520.00
512,11008,512,26800.00
512,11008,1024,36960.00
512,11008,2048,56336.00
512,11008,3072,75168.00
512,11008,4096,95024.00
512,11008,5120,115312.00
512,11008,8192,163072.00
512,11008,11008,210592.00
512,11008,13824,258976.00
512,11008,14336,267888.01
512,11008,25600,469808.00
512,11008,27648,523760.02
512,11008,28672,547536.02
512,13824,128,20304.00
512,13824,256,23872.00
512,13824,512,30272.00
512,13824,1024,43312.00
512,13824,2048,68832.00
512,13824,3072,95280.00
512,13824,4096,116720.00
512,13824,5120,141808.00
512,13824,8192,211600.00
512,13824,11008,274192.01
512,13824,13824,328495.99
512,13824,14336,339519.99
512,13824,25600,592368.01
512,13824,27648,660463.99
512,13824,28672,683712.01
512,14336,128,19856.00
512,14336,256,23184.00
512,14336,512,29264.00
512,14336,1024,41968.00
512,14336,2048,65888.00
512,14336,3072,90672.00
512,14336,4096,119376.00
512,14336,5120,143280.00
512,14336,8192,202272.01
512,14336,11008,263104.01
512,14336,13824,324000.00
512,14336,14336,349792.00
512,14336,25600,606864.01
512,14336,27648,669647.99
512,14336,28672,694832.00
512,25600,128,27920.00
512,25600,256,34480.00
512,25600,512,46512.00
512,25600,1024,69408.00
512,25600,2048,117120.00
512,25600,3072,164432.00
512,25600,4096,191856.00
512,25600,5120,232336.00
512,25600,8192,353407.99
512,25600,11008,464528.01
512,25600,13824,594463.97
512,25600,14336,621151.98
512,25600,25600,1084848.05
512,25600,27648,1207199.99
512,25600,28672,1277503.97
512,27648,128,28768.00
512,27648,256,35488.00
512,27648,512,47664.00
512,27648,1024,70688.00
512,27648,2048,123008.00
512,27648,3072,160080.00
512,27648,4096,206800.00
512,27648,5120,250320.00
512,27648,8192,385104.00
512,27648,11008,525359.99
512,27648,13824,672847.99
512,27648,14336,699232.01
512,27648,25600,1224911.99
512,27648,27648,1332624.02
512,27648,28672,1365184.01
512,28672,128,29312.00
512,28672,256,37584.00
512,28672,512,49808.00
512,28672,1024,74512.00
512,28672,2048,116544.00
512,28672,3072,163408.00
512,28672,4096,208144.00
512,28672,5120,238256.00
512,28672,8192,361375.99
512,28672,11008,488144.00
512,28672,13824,616896.00
512,28672,14336,654496.01
512,28672,25600,1173856.02
512,28672,27648,1285183.97
512,28672,28672,1305520.00
1024,128,128,14896.00
1024,128,256,14880.00
1024,128,512,14976.00
1024,128,1024,15760.00
1024,128,2048,17280.00
1024,128,3072,19536.00
1024,128,4096,21552.00
1024,128,5120,23664.00
1024,128,8192,20896.00
1024,128,11008,22336.00
1024,128,13824,24320.00
1024,128,14336,23440.00
1024,128,25600,35824.00
1024,128,27648,36800.00
1024,128,28672,37664.00
1024,256,128,14800.00
1024,256,256,14944.00
1024,256,512,14896.00
1024,256,1024,15696.00
1024,256,2048,17392.00
1024,256,3072,18272.00
1024,256,4096,19744.00
1024,256,5120,21664.00
1024,256,8192,23600.00
1024,256,11008,27840.00
1024,256,13824,31936.00
1024,256,14336,32960.00
1024,256,25600,41504.00
1024,256,27648,42880.00
1024,256,28672,43584.00
1024,512,128,14992.00
1024,512,256,14912.00
1024,512,512,14896.00
1024,512,1024,15600.00
1024,512,2048,17104.00
1024,512,3072,19248.00
1024,512,4096,21344.00
1024,512,5120,23872.00
1024,512,8192,31136.00
1024,512,11008,42336.00
1024,512,13824,38816.00
1024,512,14336,39200.00
1024,512,25600,53056.00
1024,512,27648,56000.00
1024,512,28672,57360.00
1024,1024,128,14880.00
1024,1024,256,14816.00
1024,1024,512,15440.00
1024,1024,1024,16288.00
1024,1024,2048,19680.00
1024,1024,3072,22848.00
1024,1024,4096,25952.00
1024,1024,5120,30928.00
1024,1024,8192,39856.00
1024,1024,11008,52896.00
1024,1024,13824,57200.00
1024,1024,14336,60976.00
1024,1024,25600,88464.00
1024,1024,27648,95280.00
1024,1024,28672,96800.00
1024,2048,128,15056.00
1024,2048,256,15792.00
1024,2048,512,16160.00
1024,2048,1024,19264.00
1024,2048,2048,25024.00
1024,2048,3072,30608.00
1024,2048,4096,35936.00
1024,2048,5120,41648.00
1024,2048,8192,57280.00
1024,2048,11008,73408.00
1024,2048,13824,91392.00
1024,2048,14336,94768.00
1024,2048,25600,157952.00
1024,2048,27648,164960.00
1024,2048,28672,187744.00
1024,3072,128,15888.00
1024,3072,256,16992.00
1024,3072,512,19488.00
1024,3072,1024,24512.00
1024,3072,2048,33728.00
1024,3072,3072,43392.00
1024,3072,4096,52208.00
1024,3072,5120,60544.00
1024,3072,8192,83776.00
1024,3072,11008,110464.00
1024,3072,13824,133616.00
1024,3072,14336,138480.00
1024,3072,25600,231728.00
1024,3072,27648,248768.00
1024,3072,28672,257248.00
1024,4096,128,16480.00
1024,4096,256,17760.00
1024,4096,512,20864.00
1024,4096,1024,26496.00
1024,4096,2048,38064.00
1024,4096,3072,48640.00
1024,4096,4096,59424.00
1024,4096,5120,70704.00
1024,4096,8192,107360.00
1024,4096,11008,138496.00
1024,4096,13824,169504.00
1024,4096,14336,177008.00
1024,4096,25600,308240.01
1024,4096,27648,331968.01
1024,4096,28672,342304.01
1024,5120,128,17760.00
1024,5120,256,19664.00
1024,5120,512,23696.00
1024,5120,1024,31264.00
1024,5120,2048,48144.00
1024,5120,3072,63632.00
1024,5120,4096,79168.00
1024,5120,5120,95696.00
1024,5120,8192,145023.99
1024,5120,11008,186736.00
1024,5120,13824,214672.00
1024,5120,14336,224896.00
1024,5120,25600,395392.00
1024,5120,27648,427151.99
1024,5120,28672,456976.00
1024,8192,128,20480.00
1024,8192,256,23872.00
1024,8192,512,30592.00
1024,8192,1024,43504.00
1024,8192,2048,68544.00
1024,8192,3072,94144.00
1024,8192,4096,120912.00
1024,8192,5120,145920.00
1024,8192,8192,206304.00
1024,8192,11008,268784.00
1024,8192,13824,336384.01
1024,8192,14336,358272.00
1024,8192,25600,640624.02
1024,8192,27648,690304.01
1024,8192,28672,745728.02
1024,11008,128,26112.00
1024,11008,256,31456.00
1024,11008,512,41536.00
1024,11008,1024,60864.00
1024,11008,2048,101952.00
1024,11008,3072,131936.01
1024,11008,4096,167648.00
1024,11008,5120,202352.00
1024,11008,8192,297808.01
1024,11008,11008,390304.00
1024,11008,13824,482672.01
1024,11008,14336,523536.03
1024,11008,25600,916671.99
1024,11008,27648,1002752.01
1024,11008,28672,1031264.01
1024,13824,128,26352.00
1024,13824,256,34752.00
1024,13824,512,47136.00
1024,13824,1024,70560.00
1024,13824,2048,119968.00
1024,13824,3072,166896.00
1024,13824,4096,213792.00
1024,13824,5120,248304.00
1024,13824,8192,377936.01
1024,13824,11008,503424.02
1024,13824,13824,640864.01
1024,13824,14336,678895.98
1024,13824,25600,1234175.98
1024,13824,27648,1326655.98
1024,13824,28672,1385919.99
1024,14336,128,28768.00
1024,14336,256,36288.00
1024,14336,512,48448.00
1024,14336,1024,71984.00
1024,14336,2048,119376.00
1024,14336,3072,167136.00
1024,14336,4096,214144.01
1024,14336,5120,238512.00
1024,14336,8192,362592.00
1024,14336,11008,477504.00
