M,N,K,latency_ns
32768,2048,3072,608527.99
32768,2048,4096,820975.99
32768,2048,5120,1028128.03
32768,2048,8192,1677104.00
32768,2048,11008,2153200.03
32768,2048,13824,2769407.99
32768,2048,14336,2863088.01
32768,2048,25600,5136031.87
32768,2048,27648,5433583.97
32768,2048,28672,5747855.90
32768,3072,128,105712.00
32768,3072,256,151840.00
32768,3072,512,228976.00
32768,3072,1024,374208.00
32768,3072,2048,620559.99
32768,3072,3072,993759.99
32768,3072,4096,1308864.00
32768,3072,5120,1608304.02
32768,3072,8192,2372400.05
32768,3072,11008,3350272.06
32768,3072,13824,4096064.09
32768,3072,14336,4275232.08
32768,3072,25600,7859712.12
32768,3072,27648,8196159.84
32768,3072,28672,8588416.10
32768,4096,128,130880.01
32768,4096,256,175504.00
32768,4096,512,264240.00
32768,4096,1024,480128.01
32768,4096,2048,871039.99
32768,4096,3072,1383872.03
32768,4096,4096,1787631.99
32768,4096,5120,2216960.07
32768,4096,8192,3462960.00
32768,4096,11008,4504431.96
32768,4096,13824,5632832.05
32768,4096,14336,5931855.92
32768,4096,25600,10465072.15
32768,4096,27648,11297215.94
32768,4096,28672,11840975.76
32768,5120,128,156592.00
32768,5120,256,206832.00
32768,5120,512,344944.00
32768,5120,1024,557616.03
32768,5120,2048,1060000.00
32768,5120,3072,1637663.96
32768,5120,4096,2128543.97
32768,5120,5120,2661152.01
32768,5120,8192,4194319.96
32768,5120,11008,5720655.92
32768,5120,13824,7119600.06
32768,5120,14336,7403408.05
32768,5120,25600,13203008.17
32768,5120,27648,13827215.67
32768,5120,28672,14761727.81
32768,8192,128,260976.00
32768,8192,256,378464.00
32768,8192,512,535328.00
32768,8192,1024,886895.98
32768,8192,2048,1704303.98
32768,8192,3072,2585600.02
32768,8192,4096,3339167.95
32768,8192,5120,4218719.96
32768,8192,8192,6807807.92
32768,8192,11008,9088223.93
32768,8192,13824,11111008.17
32768,8192,14336,11781840.32
32768,8192,25600,20901968.00
32768,8192,27648,22436944.01
32768,8192,28672,23390656.47
32768,11008,128,354784.00
32768,11008,256,408448.01
32768,11008,512,728127.99
32768,11008,1024,1208880.01
32768,11008,2048,2493440.03
32768,11008,3072,3438832.04
32768,11008,4096,4520368.10
32768,11008,5120,5650256.16
32768,11008,8192,9039087.77
32768,11008,11008,11913583.76
32768,11008,13824,15072432.04
32768,11008,14336,15620336.06
32768,11008,25600,27670736.31
32768,11008,27648,29911600.11
32768,13824,128,411872.00
32768,13824,256,586719.99
32768,13824,512,876752.02
32768,13824,1024,1520175.99
32768,13824,2048,3068767.91
32768,13824,3072,4249840.02
32768,13824,4096,5718512.06
32768,13824,5120,7009408.00
32768,13824,8192,11033040.05
32768,13824,11008,14851120.00
32768,13824,13824,18552543.64
32768,13824,14336,19319840.43
32768,14336,128,418240.00
32768,14336,256,604512.01
32768,14336,512,908479.99
32768,14336,1024,1561711.97
32768,14336,2048,3025664.09
32768,14336,3072,4467792.03
32768,14336,4096,5896800.04
32768,14336,5120,7290928.13
32768,14336,8192,11605920.31
32768,14336,11008,15553184.03
32768,14336,13824,19433087.35
32768,14336,14336,20132207.87
32768,25600,128,722335.99
32768,25600,256,1044704.02
32768,25600,512,1600752.00
32768,25600,1024,2770687.94
32768,25600,2048,5385231.97
32768,25600,3072,7911167.86
32768,25600,4096,10354991.91
32768,25600,5120,13068160.06
32768,25600,8192,20613904.00
32768,25600,11008,27538224.22
32768,27648,128,802064.00
32768,27648,256,1129231.99
32768,27648,512,1712895.99
32768,27648,1024,3223375.92
32768,27648,2048,5783440.11
32768,27648,3072,8525904.18
32768,27648,4096,11355488.30
32768,27648,5120,14035391.81
32768,27648,8192,22153183.94
32768,27648,11008,29602815.63
32768,28672,128,836479.99
32768,28672,256,1166000.01
32768,28672,512,1787408.05
32768,28672,1024,3162528.04
32768,28672,2048,6097472.19
32768,28672,3072,8993247.99
32768,28672,4096,11816527.84
32768,28672,5120,14643807.89
32768,28672,8192,23097871.78
65536,128,128,23168.00
65536,128,256,32384.00
65536,128,512,44176.00
65536,128,1024,68480.00
65536,128,2048,114944.00
65536,128,3072,163792.00
65536,128,4096,202896.00
65536,128,5120,248304.00
65536,128,8192,388527.99
65536,128,11008,514592.02
65536,128,13824,634464.00
65536,128,14336,652287.99
65536,128,25600,1147071.96
65536,128,27648,1244271.99
65536,128,28672,1291024.03
65536,256,128,31568.00
65536,256,256,38448.00
65536,256,512,50176.00
65536,256,1024,75792.00
65536,256,2048,129072.00
65536,256,3072,180000.00
65536,256,4096,227152.00
65536,256,5120,280527.99
65536,256,8192,432560.00
65536,256,11008,581936.00
65536,256,13824,769440.00
65536,256,14336,851551.98
65536,256,25600,1396464.05
65536,256,27648,1543775.98
65536,256,28672,1634848.00
65536,512,128,48848.00
65536,512,256,68752.00
65536,512,512,106336.00
65536,512,1024,152832.00
65536,512,2048,260272.00
65536,512,3072,364208.00
65536,512,4096,437632.01
65536,512,5120,543328.02
65536,512,8192,859632.02
65536,512,11008,1154815.97
65536,512,13824,1490303.99
65536,512,14336,1543103.99
65536,512,25600,2712800.03
65536,512,27648,2783663.99
65536,512,28672,2856256.01
65536,1024,128,72896.00
65536,1024,256,97184.00
65536,1024,512,151536.00
65536,1024,1024,237344.00
65536,1024,2048,424592.00
65536,1024,3072,614784.00
65536,1024,4096,846831.98
65536,1024,5120,1082095.98
65536,1024,8192,1607216.00
65536,1024,11008,2327791.93
65536,1024,13824,2766783.95
65536,1024,14336,2934864.04
65536,1024,25600,5083904.03
65536,1024,27648,5478655.82
65536,1024,28672,5733231.78
65536,2048,128,133120.00
65536,2048,256,175056.00
65536,2048,512,286479.99
65536,2048,1024,484448.00
65536,2048,2048,860751.99
65536,2048,3072,1321551.98
65536,2048,4096,1731632.05
65536,2048,5120,2192016.01
65536,2048,8192,3453024.03
65536,2048,11008,4709023.95
65536,2048,13824,5757584.10
65536,2048,14336,5972911.83
65536,2048,25600,10580543.99
65536,2048,27648,11419200.42
65536,2048,28672,11841728.21
65536,3072,128,187584.00
65536,3072,256,275216.00
65536,3072,512,397856.00
65536,3072,1024,671247.99
65536,3072,2048,1286928.00
65536,3072,3072,1909952.04
65536,3072,4096,2566336.04
65536,3072,5120,3177088.02
65536,3072,8192,5060367.82
65536,3072,11008,6675040.01
65536,3072,13824,8247840.40
65536,3072,14336,8647552.01
65536,3072,25600,15329328.06
65536,3072,27648,16542960.17
65536,3072,28672,17151648.52
65536,4096,128,240432.00
65536,4096,256,327648.01
65536,4096,512,531552.02
65536,4096,1024,892591.98
65536,4096,2048,1688960.02
65536,4096,3072,2629727.96
65536,4096,4096,3415807.96
65536,4096,5120,4218671.80
65536,4096,8192,6768143.89
65536,4096,11008,9040767.67
65536,4096,13824,11298799.99
65536,4096,14336,11724207.88
65536,4096,25600,20774463.65
65536,4096,27648,22461664.20
65536,4096,28672,23267312.05
65536,5120,128,297615.99
65536,5120,256,415728.00
65536,5120,512,670879.99
65536,5120,1024,1137936.00
65536,5120,2048,2174560.07
65536,5120,3072,3200048.09
65536,5120,4096,4210576.06
65536,5120,5120,5226368.19
65536,5120,8192,8298624.04
65536,5120,11008,11080463.89
65536,5120,13824,13964256.29
65536,5120,14336,14368448.26
65536,5120,25600,25531519.89
65536,5120,27648,27580911.64
65536,5120,28672,28560736.66
65536,8192,128,496480.00
65536,8192,256,694080.00
65536,8192,512,1030352.00
65536,8192,1024,1793056.01
65536,8192,2048,3531280.04
65536,8192,3072,5133647.92
65536,8192,4096,6776400.09
65536,8192,5120,8597520.35
65536,8192,8192,13257647.99
65536,8192,11008,17708928.11
65536,8192,13824,22166783.33
65536,8192,14336,23169199.94
65536,11008,128,689728.02
65536,11008,256,779280.01
65536,11008,512,1394128.02
65536,11008,1024,2425007.94
65536,11008,2048,4728991.99
65536,11008,3072,6892863.99
65536,11008,4096,9160416.13
65536,11008,5120,11340800.29
65536,11008,8192,17904639.24
65536,11008,11008,24319344.52
65536,11008,13824,29923423.77
65536,13824,128,788975.98
65536,13824,256,1116863.97
65536,13824,512,1713232.04
65536,13824,1024,2986032.01
65536,13824,2048,5846975.80
65536,13824,3072,8532032.01
65536,13824,4096,11207024.10
65536,13824,5120,14069087.98
65536,13824,8192,22146960.26
65536,13824,11008,29595359.80
65536,14336,128,820656.00
65536,14336,256,1165840.03
65536,14336,512,1914896.01
65536,14336,1024,3106496.10
65536,14336,2048,6000159.98
65536,14336,3072,8953375.82
65536,14336,4096,11763456.34
65536,14336,5120,14606128.22
65536,14336,8192,23065567.97
65536,25600,128,1409967.96
65536,25600,256,1917360.01
65536,25600,512,3077167.99
65536,25600,1024,5816591.98
65536,25600,2048,10747248.17
65536,25600,3072,15702816.01
65536,25600,4096,20872511.86
65536,25600,5120,26112719.54
65536,27648,128,1511343.96
65536,27648,256,2202623.96
65536,27648,512,3458735.94
65536,27648,1024,6235968.11
65536,27648,2048,11545231.82
65536,27648,3072,16993359.57
65536,27648,4096,22397631.65
65536,27648,5120,28035231.59
65536,28672,128,1612800.00
65536,28672,256,2271935.94
65536,28672,512,3582528.00
65536,28672,1024,6498623.85
65536,28672,2048,12018079.76
65536,28672,3072,17713199.62
65536,28672,4096,23348896.03
65536,28672,5120,29176271.44
