16,3,16,8,8,os,59,20.339
32,6,4,8,8,os,71,16.901
8,6,8,8,8,os,21,28.571
8,6,4,8,8,os,17,17.647
32,3,4,8,8,os,71,8.451
32,3,2,8,8,os,63,4.762
16,6,4,8,8,os,35,17.143
16,6,2,8,8,os,31,9.677
16,3,8,8,8,os,43,13.953
16,3,4,8,8,os,35,8.571
32,6,2,8,8,os,63,9.524
32,6,1,8,8,os,59,5.085
32,2,4,8,8,os,71,5.634
8,6,2,8,8,os,15,10.000
32,3,1,8,8,os,59,2.542
16,6,1,8,8,os,29,5.172
16,3,2,8,8,os,31,4.839
32,2,2,8,8,os,63,3.175
16,38,12,8,8,os,259,44.015
64,19,6,8,8,os,479,23.800
32,38,6,8,8,os,399,28.571
32,19,12,8,8,os,311,36.656
64,38,3,8,8,os,679,16.789
64,10,12,8,8,os,415,28.916
16,38,32,8,8,os,459,66.231
64,19,16,8,8,os,719,42.281
32,38,16,8,8,os,599,50.751
32,19,32,8,8,os,551,55.172
64,38,8,8,8,os,879,34.585
64,10,32,8,8,os,735,43.537
16,38,16,8,8,os,299,50.836
64,19,8,8,8,os,527,28.843
32,38,8,8,8,os,439,34.624
32,19,16,8,8,os,359,42.340
64,38,4,8,8,os,719,21.140
64,10,16,8,8,os,479,33.403
16,38,8,8,8,os,219,34.703
16,38,4,8,8,os,179,21.229
64,19,4,8,8,os,431,17.633
64,19,2,8,8,os,383,9.922
32,38,4,8,8,os,359,21.170
32,38,2,8,8,os,319,11.912
32,19,8,8,8,os,263,28.897
32,19,4,8,8,os,215,17.674
64,38,2,8,8,os,639,11.894
64,38,1,8,8,os,599,6.344
64,10,8,8,8,os,351,22.792
64,10,4,8,8,os,287,13.937
16,38,2,8,8,os,159,11.950
64,19,1,8,8,os,359,5.292
32,38,1,8,8,os,299,6.355
32,19,2,8,8,os,191,9.948
64,10,2,8,8,os,255,7.843
32,102,8,8,8,os,1143,35.696
32,102,4,8,8,os,935,21.818
128,51,4,8,8,os,2015,20.248
128,51,2,8,8,os,1791,11.390
64,102,4,8,8,os,1871,21.807
64,102,2,8,8,os,1663,12.267
64,51,8,8,8,os,1231,33.144
64,51,4,8,8,os,1007,20.258
128,102,2,8,8,os,3327,12.263
128,102,1,8,8,os,3119,6.541
