M,N,K,measured_ms
4.0,16384.0,6144.0,0.076992
4.0,16384.0,7168.0,0.087136
4.0,16384.0,8192.0,0.097632
4.0,16384.0,10240.0,0.118112
4.0,16384.0,12288.0,0.139168
4.0,16384.0,14336.0,0.159904
4.0,16384.0,16384.0,0.180736
4.0,17408.0,5120.0,0.04072
4.0,18944.0,3584.0,0.101745
4.0,20480.0,1024.0,0.024672
4.0,20480.0,2048.0,0.04096
4.0,20480.0,2880.0,0.052128
4.0,20480.0,3072.0,0.054592
4.0,20480.0,3584.0,0.06144
4.0,20480.0,4096.0,0.068096
4.0,20480.0,5120.0,0.081952
4.0,20480.0,6144.0,0.094944
4.0,20480.0,7168.0,0.05008
4.0,20480.0,8192.0,0.121792
4.0,20480.0,10240.0,0.148576
4.0,20480.0,12288.0,0.174816
4.0,20480.0,14336.0,0.201984
4.0,20480.0,16384.0,0.228832
4.0,28672.0,1024.0,0.034176
4.0,28672.0,2048.0,0.051104
4.0,28672.0,2880.0,0.06624
4.0,28672.0,3072.0,0.06928
4.0,28672.0,3584.0,0.078752
4.0,28672.0,4096.0,0.087776
4.0,28672.0,5120.0,0.108
4.0,28672.0,6144.0,0.125728
4.0,28672.0,7168.0,0.14464
4.0,28672.0,8192.0,0.157615
4.0,28672.0,10240.0,0.198432
4.0,28672.0,12288.0,0.236576
4.0,28672.0,14336.0,0.275488
4.0,28672.0,16384.0,0.31232
4.0,29568.0,8192.0,0.16451
4.0,32000.0,4096.0,0.04979
4.0,32768.0,1024.0,0.035296
4.0,32768.0,2048.0,0.056224
4.0,32768.0,2880.0,0.073248
4.0,32768.0,3072.0,0.077056
4.0,32768.0,3584.0,0.087552
4.0,32768.0,4096.0,0.097696
4.0,32768.0,5120.0,0.11808
4.0,32768.0,6144.0,0.139168
4.0,32768.0,7168.0,0.159776
4.0,32768.0,8192.0,0.180832
4.0,32768.0,10240.0,0.22192
4.0,32768.0,12288.0,0.263488
4.0,32768.0,14336.0,0.30512
4.0,32768.0,16384.0,0.346944
4.0,49155.0,4096.0,0.050145
4.0,64000.0,7168.0,0.06056
4.0,128256.0,4096.0,0.060895
4.0,128256.0,8192.0,0.03883
4.0,131072.0,2880.0,0.03893
4.0,152064.0,3584.0,0.0390899999999999
4.0,152064.0,8192.0,0.038785
4.0,248320.0,4096.0,0.041745
4.0,248320.0,5120.0,0.0416799999999999
4.0,256000.0,3584.0,0.04157
8.0,1024.0,1024.0,0.017952
8.0,1024.0,2048.0,0.018016
8.0,1024.0,2880.0,0.020608
8.0,1024.0,3072.0,0.020416
8.0,1024.0,3584.0,0.02048
8.0,1024.0,4096.0,0.020352
8.0,1024.0,5120.0,0.020192
8.0,1024.0,6144.0,0.020352
8.0,1024.0,7168.0,0.020288
8.0,1024.0,8192.0,0.02064
8.0,1024.0,10240.0,0.021248
8.0,1024.0,12288.0,0.021376
8.0,1024.0,14336.0,0.021888
8.0,1024.0,16384.0,0.022496
8.0,2048.0,1024.0,0.017824
8.0,2048.0,2048.0,0.01808
8.0,2048.0,2880.0,0.020224
8.0,2048.0,3072.0,0.019904
8.0,2048.0,3584.0,0.019968
8.0,2048.0,4096.0,0.020128
8.0,2048.0,5120.0,0.020928
8.0,2048.0,6144.0,0.020992
8.0,2048.0,7168.0,0.021408
8.0,2048.0,8192.0,0.021504
8.0,2048.0,10240.0,0.026912
8.0,2048.0,12288.0,0.034112
8.0,2048.0,14336.0,0.036832
8.0,2048.0,16384.0,0.039712
8.0,2880.0,1024.0,0.017728
8.0,2880.0,2048.0,0.018016
8.0,2880.0,2880.0,0.0404649999999999
8.0,2880.0,3072.0,0.02112
8.0,2880.0,3584.0,0.021376
8.0,2880.0,4096.0,0.021728
8.0,2880.0,5120.0,0.022848
8.0,2880.0,6144.0,0.02432
8.0,2880.0,7168.0,0.02672
8.0,2880.0,8192.0,0.03472
8.0,2880.0,10240.0,0.038432
8.0,2880.0,12288.0,0.042048
8.0,2880.0,14336.0,0.045888
8.0,2880.0,16384.0,0.050208
8.0,3072.0,1024.0,0.017856
8.0,3072.0,2048.0,0.01776
8.0,3072.0,2880.0,0.020416
8.0,3072.0,3072.0,0.020928
8.0,3072.0,3584.0,0.020896
8.0,3072.0,4096.0,0.020448
8.0,3072.0,5120.0,0.022176
8.0,3072.0,6144.0,0.023296
8.0,3072.0,7168.0,0.031232
8.0,3072.0,8192.0,0.034016
8.0,3072.0,10240.0,0.03808
8.0,3072.0,12288.0,0.042048
8.0,3072.0,14336.0,0.046112
8.0,3072.0,16384.0,0.050048
8.0,3584.0,1024.0,0.017824
8.0,3584.0,2048.0,0.018112
8.0,3584.0,2880.0,0.018656
8.0,3584.0,3072.0,0.01888
8.0,3584.0,3584.0,0.039825
8.0,3584.0,4096.0,0.01936
8.0,3584.0,5120.0,0.021184
8.0,3584.0,6144.0,0.031552
8.0,3584.0,7168.0,0.034688
8.0,3584.0,8192.0,0.036736
8.0,3584.0,10240.0,0.041376
8.0,3584.0,12288.0,0.046848
8.0,3584.0,14336.0,0.044975
8.0,3584.0,16384.0,0.06
8.0,3584.0,18944.0,0.04531
8.0,3600.0,2880.0,0.04488
8.0,4096.0,1024.0,0.017856
8.0,4096.0,2048.0,0.018112
8.0,4096.0,2880.0,0.018624
8.0,4096.0,3072.0,0.018784
8.0,4096.0,3584.0,0.018848
8.0,4096.0,4096.0,0.0446899999999999
8.0,4096.0,5120.0,0.024544
8.0,4096.0,6144.0,0.030016
8.0,4096.0,7168.0,0.0368
8.0,4096.0,8192.0,0.039232
8.0,4096.0,10240.0,0.044416
8.0,4096.0,12288.0,0.04509
8.0,4096.0,12800.0,0.04496
8.0,4096.0,14336.0,0.044945
8.0,4096.0,16384.0,0.060384
8.0,4608.0,3584.0,0.067585
8.0,5120.0,1024.0,0.01792
8.0,5120.0,2048.0,0.017952
8.0,5120.0,2880.0,0.018912
8.0,5120.0,3072.0,0.018976
8.0,5120.0,3584.0,0.02016
8.0,5120.0,4096.0,0.0248
8.0,5120.0,5112.0,0.0671499999999999
8.0,5120.0,5120.0,0.03088
8.0,5120.0,6144.0,0.034112
8.0,5120.0,7168.0,0.03728
8.0,5120.0,8192.0,0.040608
8.0,5120.0,10240.0,0.047296
8.0,5120.0,12288.0,0.054272
8.0,5120.0,14336.0,0.061088
8.0,5120.0,16384.0,0.068128
8.0,5120.0,17408.0,0.0676349999999999
8.0,6144.0,1024.0,0.017824
8.0,6144.0,2048.0,0.018848
8.0,6144.0,2880.0,0.020544
8.0,6144.0,3072.0,0.020512
8.0,6144.0,3584.0,0.028
8.0,6144.0,4096.0,0.067745
8.0,6144.0,5120.0,0.039136
8.0,6144.0,6144.0,0.042976
8.0,6144.0,7168.0,0.046944
8.0,6144.0,8192.0,0.05136
8.0,6144.0,10240.0,0.059552
8.0,6144.0,12288.0,0.067712
8.0,6144.0,14336.0,0.075936
8.0,6144.0,16384.0,0.083648
8.0,6816.0,5120.0,0.055855
8.0,7168.0,1024.0,0.01792
8.0,7168.0,2048.0,0.018848
8.0,7168.0,2880.0,0.02384
8.0,7168.0,3072.0,0.027712
8.0,7168.0,3584.0,0.055455
8.0,7168.0,4096.0,0.032864
8.0,7168.0,5120.0,0.044832
8.0,7168.0,6144.0,0.04864
8.0,7168.0,7168.0,0.05525
8.0,7168.0,8192.0,0.057088
8.0,7168.0,10240.0,0.066048
8.0,7168.0,12288.0,0.075808
8.0,7168.0,14336.0,0.090688
8.0,7168.0,16384.0,0.097568
8.0,7168.0,20480.0,0.056015
8.0,8192.0,1024.0,0.018112
8.0,8192.0,2048.0,0.018816
8.0,8192.0,2880.0,0.029088
8.0,8192.0,3072.0,0.0304
8.0,8192.0,3584.0,0.032768
8.0,8192.0,4096.0,0.035424
8.0,8192.0,5120.0,0.040608
8.0,8192.0,6144.0,0.045664
8.0,8192.0,7168.0,0.051008
8.0,8192.0,8192.0,0.10424
8.0,8192.0,10240.0,0.067264
8.0,8192.0,12288.0,0.077408
8.0,8192.0,14336.0,0.088512
8.0,8192.0,16384.0,0.098592
8.0,8192.0,28672.0,0.10438
8.0,8192.0,29568.0,0.10403
8.0,9216.0,7168.0,0.1041
8.0,10240.0,1024.0,0.018048
8.0,10240.0,2048.0,0.024704
8.0,10240.0,2880.0,0.033184
8.0,10240.0,3072.0,0.034272
8.0,10240.0,3584.0,0.0376
8.0,10240.0,4096.0,0.040704
8.0,10240.0,5120.0,0.047488
8.0,10240.0,6144.0,0.054368
8.0,10240.0,7168.0,0.061184
8.0,10240.0,8192.0,0.156915
8.0,10240.0,10240.0,0.082048
8.0,10240.0,12288.0,0.094944
8.0,10240.0,14336.0,0.10864
8.0,10240.0,16384.0,0.122112
8.0,12288.0,1024.0,0.018784
8.0,12288.0,2048.0,0.030304
8.0,12288.0,2880.0,0.03696
8.0,12288.0,3072.0,0.0384
8.0,12288.0,3584.0,0.042368
8.0,12288.0,4096.0,0.15699
8.0,12288.0,5120.0,0.054752
8.0,12288.0,6144.0,0.0632
8.0,12288.0,7168.0,0.071456
8.0,12288.0,8192.0,0.077792
8.0,12288.0,10240.0,0.093696
8.0,12288.0,12288.0,0.111648
8.0,12288.0,14336.0,0.125632
8.0,12288.0,16384.0,0.147808
8.0,12800.0,4096.0,0.16424
8.0,14336.0,1024.0,0.019456
8.0,14336.0,2048.0,0.035168
8.0,14336.0,2880.0,0.043936
8.0,14336.0,3072.0,0.045216
8.0,14336.0,3584.0,0.17408
8.0,14336.0,4096.0,0.1347549999999999
8.0,14336.0,5120.0,0.066848
8.0,14336.0,6144.0,0.077152
8.0,14336.0,7168.0,0.088384
8.0,14336.0,8192.0,0.098592
8.0,14336.0,10240.0,0.120128
8.0,14336.0,12288.0,0.1392
8.0,14336.0,14336.0,0.160288
8.0,14336.0,16384.0,0.179904
8.0,16384.0,1024.0,0.01904
8.0,16384.0,2048.0,0.035392
8.0,16384.0,2880.0,0.04368
8.0,16384.0,3072.0,0.045472
8.0,16384.0,3584.0,0.0504
8.0,16384.0,4096.0,0.056352
8.0,16384.0,5120.0,0.066144
8.0,16384.0,6144.0,0.0768
8.0,16384.0,7168.0,0.087136
8.0,16384.0,8192.0,0.097504
8.0,16384.0,10240.0,0.118112
8.0,16384.0,12288.0,0.13936
8.0,16384.0,14336.0,0.160544
8.0,16384.0,16384.0,0.181696
8.0,17408.0,5120.0,0.273375
8.0,18944.0,3584.0,0.3395849999999999
8.0,20480.0,1024.0,0.024768
8.0,20480.0,2048.0,0.04096
8.0,20480.0,2880.0,0.05232
8.0,20480.0,3072.0,0.054752
8.0,20480.0,3584.0,0.060896
8.0,20480.0,4096.0,0.06832
8.0,20480.0,5120.0,0.081152
8.0,20480.0,6144.0,0.095232
8.0,20480.0,7168.0,0.537615
8.0,20480.0,8192.0,0.121952
8.0,20480.0,10240.0,0.148512
8.0,20480.0,12288.0,0.174976
8.0,20480.0,14336.0,0.202432
8.0,20480.0,16384.0,0.22928
8.0,28672.0,1024.0,0.034464
8.0,28672.0,2048.0,0.054368
8.0,28672.0,2880.0,0.070144
8.0,28672.0,3072.0,0.07536
8.0,28672.0,3584.0,0.083392
8.0,28672.0,4096.0,0.094464
8.0,28672.0,5120.0,0.114944
8.0,28672.0,6144.0,0.132512
8.0,28672.0,7168.0,0.152576
8.0,28672.0,8192.0,0.47925
8.0,28672.0,10240.0,0.198144
8.0,28672.0,12288.0,0.236864
8.0,28672.0,14336.0,0.273632
8.0,28672.0,16384.0,0.311744
8.0,29568.0,8192.0,0.31027
8.0,32000.0,4096.0,0.362735
8.0,32768.0,1024.0,0.03552
8.0,32768.0,2048.0,0.055968
8.0,32768.0,2880.0,0.073472
8.0,32768.0,3072.0,0.077216
8.0,32768.0,3584.0,0.087552
8.0,32768.0,4096.0,0.097824
8.0,32768.0,5120.0,0.118432
8.0,32768.0,6144.0,0.1392
8.0,32768.0,7168.0,0.160032
8.0,32768.0,8192.0,0.180704
8.0,32768.0,10240.0,0.222272
8.0,32768.0,12288.0,0.26368
8.0,32768.0,14336.0,0.305728
8.0,32768.0,16384.0,0.347552
8.0,49155.0,4096.0,0.82531
8.0,64000.0,7168.0,0.825665
8.0,128256.0,4096.0,0.6755
8.0,128256.0,8192.0,0.67603
8.0,131072.0,2880.0,0.8429300000000001
8.0,152064.0,3584.0,0.8440799999999999
8.0,152064.0,8192.0,0.6056
8.0,248320.0,4096.0,0.60627
8.0,248320.0,5120.0,0.0115199999999999
8.0,256000.0,3584.0,0.01165
16.0,1024.0,1024.0,0.017984
16.0,1024.0,2048.0,0.018016
16.0,1024.0,2880.0,0.020608
16.0,1024.0,3072.0,0.02048
16.0,1024.0,3584.0,0.020512
16.0,1024.0,4096.0,0.020256
16.0,1024.0,5120.0,0.020352
16.0,1024.0,6144.0,0.020256
16.0,1024.0,7168.0,0.0208
16.0,1024.0,8192.0,0.020576
16.0,1024.0,10240.0,0.02112
16.0,1024.0,12288.0,0.021472
16.0,1024.0,14336.0,0.02208
16.0,1024.0,16384.0,0.022976
16.0,2048.0,1024.0,0.017632
16.0,2048.0,2048.0,0.01776
16.0,2048.0,2880.0,0.02032
16.0,2048.0,3072.0,0.020448
16.0,2048.0,3584.0,0.020256
16.0,2048.0,4096.0,0.020544
16.0,2048.0,5120.0,0.021184
16.0,2048.0,6144.0,0.02144
16.0,2048.0,7168.0,0.0216
16.0,2048.0,8192.0,0.026528
16.0,2048.0,10240.0,0.027968
16.0,2048.0,12288.0,0.033824
16.0,2048.0,14336.0,0.036352
16.0,2048.0,16384.0,0.039008
16.0,2880.0,1024.0,0.01808
16.0,2880.0,2048.0,0.018016
16.0,2880.0,2880.0,0.01155
16.0,2880.0,3072.0,0.021344
16.0,2880.0,3584.0,0.021536
16.0,2880.0,4096.0,0.022304
16.0,2880.0,5120.0,0.023328
16.0,2880.0,6144.0,0.024832
16.0,2880.0,7168.0,0.027488
16.0,2880.0,8192.0,0.0352
16.0,2880.0,10240.0,0.039712
16.0,2880.0,12288.0,0.04288
16.0,2880.0,14336.0,0.048448
16.0,2880.0,16384.0,0.051328
16.0,3072.0,1024.0,0.01792
16.0,3072.0,2048.0,0.018016
16.0,3072.0,2880.0,0.018688
16.0,3072.0,3072.0,0.018816
16.0,3072.0,3584.0,0.02128
16.0,3072.0,4096.0,0.021664
16.0,3072.0,5120.0,0.022368
16.0,3072.0,6144.0,0.023776
16.0,3072.0,7168.0,0.031936
16.0,3072.0,8192.0,0.034528
16.0,3072.0,10240.0,0.038464
16.0,3072.0,12288.0,0.042656
16.0,3072.0,14336.0,0.046688
16.0,3072.0,16384.0,0.050816
16.0,3584.0,1024.0,0.017824
16.0,3584.0,2048.0,0.017888
16.0,3584.0,2880.0,0.018656
16.0,3584.0,3072.0,0.020768
16.0,3584.0,3584.0,0.0115049999999999
16.0,3584.0,4096.0,0.021408
16.0,3584.0,5120.0,0.0224
16.0,3584.0,6144.0,0.031904
16.0,3584.0,7168.0,0.035104
16.0,3584.0,8192.0,0.037312
16.0,3584.0,10240.0,0.04208
16.0,3584.0,12288.0,0.046432
16.0,3584.0,14336.0,0.011615
16.0,3584.0,16384.0,0.055936
16.0,3584.0,18944.0,0.01352
16.0,3600.0,2880.0,0.01354
16.0,4096.0,1024.0,0.01792
16.0,4096.0,2048.0,0.018176
16.0,4096.0,2880.0,0.021152
16.0,4096.0,3072.0,0.021184
16.0,4096.0,3584.0,0.021216
16.0,4096.0,4096.0,0.040655
16.0,4096.0,5120.0,0.028352
16.0,4096.0,6144.0,0.034496
16.0,4096.0,7168.0,0.037216
16.0,4096.0,8192.0,0.039904
16.0,4096.0,10240.0,0.044992
16.0,4096.0,12288.0,0.04067
16.0,4096.0,12800.0,0.05144
16.0,4096.0,14336.0,0.031615
16.0,4096.0,16384.0,0.060768
16.0,4608.0,3584.0,0.01216
16.0,5120.0,1024.0,0.017984
16.0,5120.0,2048.0,0.018112
16.0,5120.0,2880.0,0.018976
16.0,5120.0,3072.0,0.020032
16.0,5120.0,3584.0,0.02032
16.0,5120.0,4096.0,0.025056
16.0,5120.0,5112.0,0.0173299999999999
16.0,5120.0,5120.0,0.031072
16.0,5120.0,6144.0,0.034368
16.0,5120.0,7168.0,0.0376
16.0,5120.0,8192.0,0.040864
16.0,5120.0,10240.0,0.047424
16.0,5120.0,12288.0,0.054368
16.0,5120.0,14336.0,0.061152
16.0,5120.0,16384.0,0.068224
16.0,5120.0,17408.0,0.017235
16.0,6144.0,1024.0,0.018112
16.0,6144.0,2048.0,0.018848
16.0,6144.0,2880.0,0.020544
16.0,6144.0,3072.0,0.0208
16.0,6144.0,3584.0,0.028128
16.0,6144.0,4096.0,0.040525
16.0,6144.0,5120.0,0.03536
16.0,6144.0,6144.0,0.039712
16.0,6144.0,7168.0,0.043904
16.0,6144.0,8192.0,0.050944
16.0,6144.0,10240.0,0.058944
16.0,6144.0,12288.0,0.067168
16.0,6144.0,14336.0,0.07648
16.0,6144.0,16384.0,0.084768
16.0,6816.0,5120.0,0.04027
16.0,7168.0,1024.0,0.018016
16.0,7168.0,2048.0,0.018976
16.0,7168.0,2880.0,0.024032
16.0,7168.0,3072.0,0.02752
16.0,7168.0,3584.0,0.0410849999999999
16.0,7168.0,4096.0,0.03296
16.0,7168.0,5120.0,0.037344
16.0,7168.0,6144.0,0.041952
16.0,7168.0,7168.0,0.041185
16.0,7168.0,8192.0,0.051392
16.0,7168.0,10240.0,0.06112
16.0,7168.0,12288.0,0.070304
16.0,7168.0,14336.0,0.079584
16.0,7168.0,16384.0,0.099808
16.0,7168.0,20480.0,0.04538
16.0,8192.0,1024.0,0.018048
16.0,8192.0,2048.0,0.018944
16.0,8192.0,2880.0,0.029056
16.0,8192.0,3072.0,0.03024
16.0,8192.0,3584.0,0.032992
16.0,8192.0,4096.0,0.035456
16.0,8192.0,5120.0,0.0408
16.0,8192.0,6144.0,0.045536
16.0,8192.0,7168.0,0.051392
16.0,8192.0,8192.0,0.0449
16.0,8192.0,10240.0,0.06736
16.0,8192.0,12288.0,0.07776
16.0,8192.0,14336.0,0.08864
16.0,8192.0,16384.0,0.099072
16.0,8192.0,28672.0,0.04509
16.0,8192.0,29568.0,0.045025
16.0,9216.0,7168.0,0.016685
16.0,10240.0,1024.0,0.018048
16.0,10240.0,2048.0,0.025248
16.0,10240.0,2880.0,0.033248
16.0,10240.0,3072.0,0.034528
16.0,10240.0,3584.0,0.037696
16.0,10240.0,4096.0,0.041056
16.0,10240.0,5120.0,0.047712
16.0,10240.0,6144.0,0.054464
16.0,10240.0,7168.0,0.061088
16.0,10240.0,8192.0,0.0166399999999999
16.0,10240.0,10240.0,0.082048
16.0,10240.0,12288.0,0.095424
16.0,10240.0,14336.0,0.108704
16.0,10240.0,16384.0,0.122016
16.0,12288.0,1024.0,0.018944
16.0,12288.0,2048.0,0.030816
16.0,12288.0,2880.0,0.03712
16.0,12288.0,3072.0,0.038656
16.0,12288.0,3584.0,0.042848
16.0,12288.0,4096.0,0.024495
16.0,12288.0,5120.0,0.0544
16.0,12288.0,6144.0,0.063584
16.0,12288.0,7168.0,0.070336
16.0,12288.0,8192.0,0.07936
16.0,12288.0,10240.0,0.093984
16.0,12288.0,12288.0,0.11216
16.0,12288.0,14336.0,0.126464
16.0,12288.0,16384.0,0.14176
16.0,12800.0,4096.0,0.0643199999999999
16.0,14336.0,1024.0,0.019648
16.0,14336.0,2048.0,0.035488
16.0,14336.0,2880.0,0.044
16.0,14336.0,3072.0,0.045472
16.0,14336.0,3584.0,0.0239699999999999
16.0,14336.0,4096.0,0.02694
16.0,14336.0,5120.0,0.06656
16.0,14336.0,6144.0,0.07744
16.0,14336.0,7168.0,0.08832
16.0,14336.0,8192.0,0.099008
16.0,14336.0,10240.0,0.11856
16.0,14336.0,12288.0,0.139936
16.0,14336.0,14336.0,0.161408
16.0,14336.0,16384.0,0.181728
16.0,16384.0,1024.0,0.019008
16.0,16384.0,2048.0,0.035168
16.0,16384.0,2880.0,0.043552
16.0,16384.0,3072.0,0.045344
16.0,16384.0,3584.0,0.050784
16.0,16384.0,4096.0,0.055936
16.0,16384.0,5120.0,0.066912
16.0,16384.0,6144.0,0.077376
16.0,16384.0,7168.0,0.087392
16.0,16384.0,8192.0,0.097792
16.0,16384.0,10240.0,0.118624
16.0,16384.0,12288.0,0.140064
16.0,16384.0,14336.0,0.16048
16.0,16384.0,16384.0,0.182144
16.0,17408.0,5120.0,0.040735
16.0,18944.0,3584.0,0.102015
16.0,20480.0,1024.0,0.025824
16.0,20480.0,2048.0,0.041248
16.0,20480.0,2880.0,0.052224
16.0,20480.0,3072.0,0.054784
16.0,20480.0,3584.0,0.061376
16.0,20480.0,4096.0,0.068256
16.0,20480.0,5120.0,0.081632
16.0,20480.0,6144.0,0.095552
16.0,20480.0,7168.0,0.0499649999999999
16.0,20480.0,8192.0,0.1224
16.0,20480.0,10240.0,0.14896
16.0,20480.0,12288.0,0.175744
16.0,20480.0,14336.0,0.202432
16.0,20480.0,16384.0,0.229728
16.0,28672.0,1024.0,0.033184
16.0,28672.0,2048.0,0.051936
16.0,28672.0,2880.0,0.06784
16.0,28672.0,3072.0,0.070272
16.0,28672.0,3584.0,0.079776
16.0,28672.0,4096.0,0.088928
16.0,28672.0,5120.0,0.109536
16.0,28672.0,6144.0,0.127104
16.0,28672.0,7168.0,0.145632
16.0,28672.0,8192.0,0.15811
16.0,28672.0,10240.0,0.199456
16.0,28672.0,12288.0,0.23792
16.0,28672.0,14336.0,0.275104
16.0,28672.0,16384.0,0.312672
16.0,29568.0,8192.0,0.1649749999999999
16.0,32000.0,4096.0,0.04995
16.0,32768.0,1024.0,0.035776
16.0,32768.0,2048.0,0.056352
16.0,32768.0,2880.0,0.073344
16.0,32768.0,3072.0,0.0776
16.0,32768.0,3584.0,0.087872
16.0,32768.0,4096.0,0.098272
16.0,32768.0,5120.0,0.118592
16.0,32768.0,6144.0,0.139776
16.0,32768.0,7168.0,0.160416
16.0,32768.0,8192.0,0.181888
16.0,32768.0,10240.0,0.223232
16.0,32768.0,12288.0,0.26464
16.0,32768.0,14336.0,0.306368
16.0,32768.0,16384.0,0.347808
16.0,49155.0,4096.0,0.05014
16.0,64000.0,7168.0,0.061155
16.0,128256.0,4096.0,0.0618849999999999
16.0,128256.0,8192.0,0.0390399999999999
16.0,131072.0,2880.0,0.0389599999999999
16.0,152064.0,3584.0,0.0393149999999999
16.0,152064.0,8192.0,0.0393299999999999
16.0,248320.0,4096.0,0.04093
16.0,248320.0,5120.0,0.040785
16.0,256000.0,3584.0,0.040655
17.0,2880.0,2880.0,0.01539
32.0,1024.0,1024.0,0.017952
32.0,1024.0,2048.0,0.018048
32.0,1024.0,2880.0,0.02064
32.0,1024.0,3072.0,0.020416
32.0,1024.0,3584.0,0.020384
32.0,1024.0,4096.0,0.020256
32.0,1024.0,5120.0,0.020224
32.0,1024.0,6144.0,0.020192
32.0,1024.0,7168.0,0.020192
32.0,1024.0,8192.0,0.020512
32.0,1024.0,10240.0,0.021152
32.0,1024.0,12288.0,0.021376
32.0,1024.0,14336.0,0.022432
32.0,1024.0,16384.0,0.023136
32.0,2048.0,1024.0,0.017984
32.0,2048.0,2048.0,0.018144
32.0,2048.0,2880.0,0.02048
32.0,2048.0,3072.0,0.020544
32.0,2048.0,3584.0,0.020224
32.0,2048.0,4096.0,0.020608
32.0,2048.0,5120.0,0.02112
32.0,2048.0,6144.0,0.021312
32.0,2048.0,7168.0,0.021952
32.0,2048.0,8192.0,0.023584
32.0,2048.0,10240.0,0.029568
32.0,2048.0,12288.0,0.035584
32.0,2048.0,14336.0,0.037504
32.0,2048.0,16384.0,0.040256
32.0,2880.0,1024.0,0.01824
32.0,2880.0,2048.0,0.018144
32.0,2880.0,2880.0,0.04029
32.0,2880.0,3072.0,0.021664
32.0,2880.0,3584.0,0.022304
32.0,2880.0,4096.0,0.022816
32.0,2880.0,5120.0,0.02416
32.0,2880.0,6144.0,0.025472
32.0,2880.0,7168.0,0.028864
32.0,2880.0,8192.0,0.035744
32.0,2880.0,10240.0,0.040544
32.0,2880.0,12288.0,0.044416
32.0,2880.0,14336.0,0.049632
32.0,2880.0,16384.0,0.053056
32.0,3072.0,1024.0,0.017952
32.0,3072.0,2048.0,0.017952
32.0,3072.0,2880.0,0.01872
32.0,3072.0,3072.0,0.018944
32.0,3072.0,3584.0,0.019168
32.0,3072.0,4096.0,0.01984
32.0,3072.0,5120.0,0.02352
32.0,3072.0,6144.0,0.02528
32.0,3072.0,7168.0,0.032768
32.0,3072.0,8192.0,0.035232
32.0,3072.0,10240.0,0.039264
32.0,3072.0,12288.0,0.043136
32.0,3072.0,14336.0,0.047456
32.0,3072.0,16384.0,0.051648
32.0,3584.0,1024.0,0.018048
32.0,3584.0,2048.0,0.017888
32.0,3584.0,2880.0,0.018944
32.0,3584.0,3072.0,0.018592
32.0,3584.0,3584.0,0.040115
32.0,3584.0,4096.0,0.019776
32.0,3584.0,5120.0,0.024032
32.0,3584.0,6144.0,0.032544
32.0,3584.0,7168.0,0.035392
32.0,3584.0,8192.0,0.037792
32.0,3584.0,10240.0,0.041984
32.0,3584.0,12288.0,0.047008
32.0,3584.0,14336.0,0.044815
32.0,3584.0,16384.0,0.056384
32.0,3584.0,18944.0,0.044835
32.0,3600.0,2880.0,0.0448449999999999
32.0,4096.0,1024.0,0.017888
32.0,4096.0,2048.0,0.018048
32.0,4096.0,2880.0,0.018592
32.0,4096.0,3072.0,0.019008
32.0,4096.0,3584.0,0.01904
32.0,4096.0,4096.0,0.04512
32.0,4096.0,5120.0,0.025056
32.0,4096.0,6144.0,0.035328
32.0,4096.0,7168.0,0.03776
32.0,4096.0,8192.0,0.040416
32.0,4096.0,10240.0,0.045568
32.0,4096.0,12288.0,0.04507
32.0,4096.0,12800.0,0.04496
32.0,4096.0,14336.0,0.04493
32.0,4096.0,16384.0,0.061376
32.0,4608.0,3584.0,0.06728
32.0,5120.0,1024.0,0.017792
32.0,5120.0,2048.0,0.018144
32.0,5120.0,2880.0,0.019104
32.0,5120.0,3072.0,0.020064
32.0,5120.0,3584.0,0.020384
32.0,5120.0,4096.0,0.025696
32.0,5120.0,5112.0,0.06765
32.0,5120.0,5120.0,0.03152
32.0,5120.0,6144.0,0.034624
32.0,5120.0,7168.0,0.03776
32.0,5120.0,8192.0,0.040864
32.0,5120.0,10240.0,0.047552
32.0,5120.0,12288.0,0.055072
32.0,5120.0,14336.0,0.0616
32.0,5120.0,16384.0,0.06816
32.0,5120.0,17408.0,0.067345
32.0,6144.0,1024.0,0.01792
32.0,6144.0,2048.0,0.019072
32.0,6144.0,2880.0,0.020992
32.0,6144.0,3072.0,0.021472
32.0,6144.0,3584.0,0.028512
32.0,6144.0,4096.0,0.06805
32.0,6144.0,5120.0,0.035936
32.0,6144.0,6144.0,0.039808
32.0,6144.0,7168.0,0.044352
32.0,6144.0,8192.0,0.048704
32.0,6144.0,10240.0,0.057952
32.0,6144.0,12288.0,0.066688
32.0,6144.0,14336.0,0.075712
32.0,6144.0,16384.0,0.08608
32.0,6816.0,5120.0,0.055635
32.0,7168.0,1024.0,0.017856
32.0,7168.0,2048.0,0.018944
32.0,7168.0,2880.0,0.024352
32.0,7168.0,3072.0,0.027904
32.0,7168.0,3584.0,0.055725
32.0,7168.0,4096.0,0.03344
32.0,7168.0,5120.0,0.037536
32.0,7168.0,6144.0,0.042208
32.0,7168.0,7168.0,0.0555049999999999
32.0,7168.0,8192.0,0.051936
32.0,7168.0,10240.0,0.061056
32.0,7168.0,12288.0,0.07072
32.0,7168.0,14336.0,0.080352
32.0,7168.0,16384.0,0.089184
32.0,7168.0,20480.0,0.055665
32.0,8192.0,1024.0,0.018144
32.0,8192.0,2048.0,0.02016
32.0,8192.0,2880.0,0.029856
32.0,8192.0,3072.0,0.030688
