M,N,K,measured_ms
256.0,3584.0,18944.0,0.013555
256.0,3600.0,2880.0,0.01354
256.0,4096.0,1024.0,0.018144
256.0,4096.0,2048.0,0.021632
256.0,4096.0,2880.0,0.023744
256.0,4096.0,3072.0,0.024704
256.0,4096.0,3584.0,0.026176
256.0,4096.0,4096.0,0.0401799999999999
256.0,4096.0,5120.0,0.034528
256.0,4096.0,6144.0,0.037696
256.0,4096.0,7168.0,0.041792
256.0,4096.0,8192.0,0.045184
256.0,4096.0,10240.0,0.05472
256.0,4096.0,12288.0,0.0401599999999999
256.0,4096.0,12800.0,0.051185
256.0,4096.0,14336.0,0.012655
256.0,4096.0,16384.0,0.072928
256.0,4608.0,3584.0,0.0124
256.0,5120.0,1024.0,0.018944
256.0,5120.0,2048.0,0.023104
256.0,5120.0,2880.0,0.027424
256.0,5120.0,3072.0,0.028256
256.0,5120.0,3584.0,0.031808
256.0,5120.0,4096.0,0.03392
256.0,5120.0,5112.0,0.016895
256.0,5120.0,5120.0,0.039296
256.0,5120.0,6144.0,0.0408
256.0,5120.0,7168.0,0.044864
256.0,5120.0,8192.0,0.048416
256.0,5120.0,10240.0,0.056416
256.0,5120.0,12288.0,0.064576
256.0,5120.0,14336.0,0.072608
256.0,5120.0,16384.0,0.08112
256.0,5120.0,17408.0,0.0170249999999999
256.0,6144.0,1024.0,0.019744
256.0,6144.0,2048.0,0.024736
256.0,6144.0,2880.0,0.029792
256.0,6144.0,3072.0,0.030688
256.0,6144.0,3584.0,0.033056
256.0,6144.0,4096.0,0.04061
256.0,6144.0,5120.0,0.041888
256.0,6144.0,6144.0,0.046368
256.0,6144.0,7168.0,0.05136
256.0,6144.0,8192.0,0.055744
256.0,6144.0,10240.0,0.070848
256.0,6144.0,12288.0,0.079552
256.0,6144.0,14336.0,0.090144
256.0,6144.0,16384.0,0.099904
256.0,6816.0,5120.0,0.0408199999999999
256.0,7168.0,1024.0,0.02016
256.0,7168.0,2048.0,0.025984
256.0,7168.0,2880.0,0.0336
256.0,7168.0,3072.0,0.03424
256.0,7168.0,3584.0,0.04112
256.0,7168.0,4096.0,0.0408
256.0,7168.0,5120.0,0.046912
256.0,7168.0,6144.0,0.047328
256.0,7168.0,7168.0,0.041215
256.0,7168.0,8192.0,0.05664
256.0,7168.0,10240.0,0.067584
256.0,7168.0,12288.0,0.078816
256.0,7168.0,14336.0,0.09136
256.0,7168.0,16384.0,0.103264
256.0,7168.0,20480.0,0.045155
256.0,8192.0,1024.0,0.020288
256.0,8192.0,2048.0,0.025984
256.0,8192.0,2880.0,0.032896
256.0,8192.0,3072.0,0.0344
256.0,8192.0,3584.0,0.036928
256.0,8192.0,4096.0,0.039456
256.0,8192.0,5120.0,0.045504
256.0,8192.0,6144.0,0.051104
256.0,8192.0,7168.0,0.056512
256.0,8192.0,8192.0,0.045555
256.0,8192.0,10240.0,0.081984
256.0,8192.0,12288.0,0.088352
256.0,8192.0,14336.0,0.100608
256.0,8192.0,16384.0,0.11232
256.0,8192.0,28672.0,0.045295
256.0,8192.0,29568.0,0.0452
256.0,9216.0,7168.0,0.0169
256.0,10240.0,1024.0,0.021824
256.0,10240.0,2048.0,0.03376
256.0,10240.0,2880.0,0.04
256.0,10240.0,3072.0,0.041568
256.0,10240.0,3584.0,0.046464
256.0,10240.0,4096.0,0.05104
256.0,10240.0,5120.0,0.059968
256.0,10240.0,6144.0,0.0672
256.0,10240.0,7168.0,0.078368
256.0,10240.0,8192.0,0.01693
256.0,10240.0,10240.0,0.1048
256.0,10240.0,12288.0,0.117344
256.0,10240.0,14336.0,0.13856
256.0,10240.0,16384.0,0.155264
256.0,12288.0,1024.0,0.023168
256.0,12288.0,2048.0,0.03424
256.0,12288.0,2880.0,0.041216
256.0,12288.0,3072.0,0.0432
256.0,12288.0,3584.0,0.046624
256.0,12288.0,4096.0,0.0249749999999999
256.0,12288.0,5120.0,0.059136
256.0,12288.0,6144.0,0.06736
256.0,12288.0,7168.0,0.076256
256.0,12288.0,8192.0,0.085824
256.0,12288.0,10240.0,0.104992
256.0,12288.0,12288.0,0.123168
256.0,12288.0,14336.0,0.14
256.0,12288.0,16384.0,0.157248
256.0,12800.0,4096.0,0.065695
256.0,14336.0,1024.0,0.037536
256.0,14336.0,2048.0,0.040288
256.0,14336.0,2880.0,0.048576
256.0,14336.0,3072.0,0.050368
256.0,14336.0,3584.0,0.0240599999999999
256.0,14336.0,4096.0,0.0272
256.0,14336.0,5120.0,0.070528
256.0,14336.0,6144.0,0.081984
256.0,14336.0,7168.0,0.0944
256.0,14336.0,8192.0,0.10624
256.0,14336.0,10240.0,0.12848
256.0,14336.0,12288.0,0.149632
256.0,14336.0,14336.0,0.169888
256.0,14336.0,16384.0,0.19056
256.0,16384.0,1024.0,0.028128
256.0,16384.0,2048.0,0.042176
256.0,16384.0,2880.0,0.050784
256.0,16384.0,3072.0,0.052576
256.0,16384.0,3584.0,0.05776
256.0,16384.0,4096.0,0.063264
256.0,16384.0,5120.0,0.075008
256.0,16384.0,6144.0,0.086112
256.0,16384.0,7168.0,0.098816
256.0,16384.0,8192.0,0.110656
256.0,16384.0,10240.0,0.133408
256.0,16384.0,12288.0,0.155744
256.0,16384.0,14336.0,0.180224
256.0,16384.0,16384.0,0.20256
256.0,17408.0,5120.0,0.0402099999999999
256.0,18944.0,3584.0,0.1033449999999999
256.0,20480.0,1024.0,0.035616
256.0,20480.0,2048.0,0.051776
256.0,20480.0,2880.0,0.064704
256.0,20480.0,3072.0,0.066208
256.0,20480.0,3584.0,0.072704
256.0,20480.0,4096.0,0.07888
256.0,20480.0,5120.0,0.096352
256.0,20480.0,6144.0,0.1096
256.0,20480.0,7168.0,0.04954
256.0,20480.0,8192.0,0.14048
256.0,20480.0,10240.0,0.167296
256.0,20480.0,12288.0,0.195008
256.0,20480.0,14336.0,0.22528
256.0,20480.0,16384.0,0.253664
256.0,28672.0,1024.0,0.04464
256.0,28672.0,2048.0,0.067328
256.0,28672.0,2880.0,0.08816
256.0,28672.0,3072.0,0.092832
256.0,28672.0,3584.0,0.105056
256.0,28672.0,4096.0,0.113824
256.0,28672.0,5120.0,0.13744
256.0,28672.0,6144.0,0.15872
256.0,28672.0,7168.0,0.180736
256.0,28672.0,8192.0,0.15824
256.0,28672.0,10240.0,0.242624
256.0,28672.0,12288.0,0.284992
256.0,28672.0,14336.0,0.331808
256.0,28672.0,16384.0,0.375648
256.0,29568.0,8192.0,0.16483
256.0,32000.0,4096.0,0.0499349999999999
256.0,32768.0,1024.0,0.044256
256.0,32768.0,2048.0,0.06912
256.0,32768.0,2880.0,0.088384
256.0,32768.0,3072.0,0.09312
256.0,32768.0,3584.0,0.1048
256.0,32768.0,4096.0,0.11616
256.0,32768.0,5120.0,0.141792
256.0,32768.0,6144.0,0.164928
256.0,32768.0,7168.0,0.188416
256.0,32768.0,8192.0,0.21856
256.0,32768.0,10240.0,0.2656
256.0,32768.0,12288.0,0.311584
256.0,32768.0,14336.0,0.36928
256.0,32768.0,16384.0,0.41568
256.0,49155.0,4096.0,0.05067
256.0,64000.0,7168.0,0.06197
256.0,128256.0,4096.0,0.06128
256.0,128256.0,8192.0,0.03963
256.0,131072.0,2880.0,0.0394049999999999
256.0,152064.0,3584.0,0.0395849999999999
256.0,152064.0,8192.0,0.039455
256.0,248320.0,4096.0,0.0408349999999999
256.0,248320.0,5120.0,0.04099
256.0,256000.0,3584.0,0.041025
384.0,1024.0,1024.0,0.018112
384.0,1024.0,2048.0,0.019168
384.0,1024.0,2880.0,0.021152
384.0,1024.0,3072.0,0.021472
384.0,1024.0,3584.0,0.022112
384.0,1024.0,4096.0,0.022336
384.0,1024.0,5120.0,0.024096
384.0,1024.0,6144.0,0.026048
384.0,1024.0,7168.0,0.027872
384.0,1024.0,8192.0,0.029824
384.0,1024.0,10240.0,0.039328
384.0,1024.0,12288.0,0.042976
384.0,1024.0,14336.0,0.047008
384.0,1024.0,16384.0,0.044064
384.0,2048.0,1024.0,0.018368
384.0,2048.0,2048.0,0.019968
384.0,2048.0,2880.0,0.022464
384.0,2048.0,3072.0,0.023488
384.0,2048.0,3584.0,0.024416
384.0,2048.0,4096.0,0.025376
384.0,2048.0,5120.0,0.029184
384.0,2048.0,6144.0,0.03888
384.0,2048.0,7168.0,0.043424
384.0,2048.0,8192.0,0.047776
384.0,2048.0,10240.0,0.05584
384.0,2048.0,12288.0,0.067008
384.0,2048.0,14336.0,0.05968
384.0,2048.0,16384.0,0.066208
384.0,2880.0,1024.0,0.019552
384.0,2880.0,2048.0,0.024608
384.0,2880.0,2880.0,0.027872
384.0,2880.0,3072.0,0.028672
384.0,2880.0,3584.0,0.030976
384.0,2880.0,4096.0,0.033184
384.0,2880.0,5120.0,0.03872
384.0,2880.0,6144.0,0.042336
384.0,2880.0,7168.0,0.046976
384.0,2880.0,8192.0,0.052
384.0,2880.0,10240.0,0.061984
384.0,2880.0,12288.0,0.07888
384.0,2880.0,14336.0,0.091776
384.0,2880.0,16384.0,0.10304
384.0,3072.0,1024.0,0.01936
384.0,3072.0,2048.0,0.024064
384.0,3072.0,2880.0,0.027776
384.0,3072.0,3072.0,0.028544
384.0,3072.0,3584.0,0.031008
384.0,3072.0,4096.0,0.03328
384.0,3072.0,5120.0,0.037504
384.0,3072.0,6144.0,0.042752
384.0,3072.0,7168.0,0.047264
384.0,3072.0,8192.0,0.051008
384.0,3072.0,10240.0,0.062912
384.0,3072.0,12288.0,0.07248
384.0,3072.0,14336.0,0.083136
384.0,3072.0,16384.0,0.091968
384.0,3584.0,1024.0,0.019552
384.0,3584.0,2048.0,0.024192
384.0,3584.0,2880.0,0.028256
384.0,3584.0,3072.0,0.030432
384.0,3584.0,3584.0,0.032384
384.0,3584.0,4096.0,0.033248
384.0,3584.0,5120.0,0.038144
384.0,3584.0,6144.0,0.044992
384.0,3584.0,7168.0,0.047872
384.0,3584.0,8192.0,0.05552
384.0,3584.0,10240.0,0.06384
384.0,3584.0,12288.0,0.076672
384.0,3584.0,14336.0,0.088768
384.0,3584.0,16384.0,0.092992
384.0,4096.0,1024.0,0.019104
384.0,4096.0,2048.0,0.022304
384.0,4096.0,2880.0,0.026272
384.0,4096.0,3072.0,0.026944
384.0,4096.0,3584.0,0.028448
384.0,4096.0,4096.0,0.03136
384.0,4096.0,5120.0,0.034624
384.0,4096.0,6144.0,0.051904
384.0,4096.0,7168.0,0.060768
384.0,4096.0,8192.0,0.068096
384.0,4096.0,10240.0,0.080384
384.0,4096.0,12288.0,0.094336
384.0,4096.0,14336.0,0.106016
384.0,4096.0,16384.0,0.119872
384.0,5120.0,1024.0,0.019968
384.0,5120.0,2048.0,0.02496
384.0,5120.0,2880.0,0.03008
384.0,5120.0,3072.0,0.030944
384.0,5120.0,3584.0,0.033792
384.0,5120.0,4096.0,0.036416
384.0,5120.0,5120.0,0.040832
384.0,5120.0,6144.0,0.045504
384.0,5120.0,7168.0,0.050432
384.0,5120.0,8192.0,0.055712
384.0,5120.0,10240.0,0.066208
384.0,5120.0,12288.0,0.078368
384.0,5120.0,14336.0,0.09104
384.0,5120.0,16384.0,0.103712
384.0,6144.0,1024.0,0.020672
384.0,6144.0,2048.0,0.026976
384.0,6144.0,2880.0,0.032896
384.0,6144.0,3072.0,0.033632
384.0,6144.0,3584.0,0.036544
384.0,6144.0,4096.0,0.039104
384.0,6144.0,5120.0,0.045376
384.0,6144.0,6144.0,0.061472
384.0,6144.0,7168.0,0.06848
384.0,6144.0,8192.0,0.072192
384.0,6144.0,10240.0,0.092512
384.0,6144.0,12288.0,0.11344
384.0,6144.0,14336.0,0.126432
384.0,6144.0,16384.0,0.140128
384.0,7168.0,1024.0,0.024224
384.0,7168.0,2048.0,0.031232
384.0,7168.0,2880.0,0.037856
384.0,7168.0,3072.0,0.038816
384.0,7168.0,3584.0,0.04288
384.0,7168.0,4096.0,0.046112
384.0,7168.0,5120.0,0.053472
384.0,7168.0,6144.0,0.061184
384.0,7168.0,7168.0,0.069984
384.0,7168.0,8192.0,0.079136
384.0,7168.0,10240.0,0.098496
384.0,7168.0,12288.0,0.11568
384.0,7168.0,14336.0,0.131424
384.0,7168.0,16384.0,0.147648
384.0,8192.0,1024.0,0.023328
384.0,8192.0,2048.0,0.03136
384.0,8192.0,2880.0,0.03824
384.0,8192.0,3072.0,0.039488
384.0,8192.0,3584.0,0.043424
384.0,8192.0,4096.0,0.046976
384.0,8192.0,5120.0,0.054752
384.0,8192.0,6144.0,0.062592
384.0,8192.0,7168.0,0.071136
384.0,8192.0,8192.0,0.080736
384.0,8192.0,10240.0,0.100448
384.0,8192.0,12288.0,0.118048
384.0,8192.0,14336.0,0.134912
384.0,8192.0,16384.0,0.151392
384.0,10240.0,1024.0,0.02816
384.0,10240.0,2048.0,0.040448
384.0,10240.0,2880.0,0.049312
384.0,10240.0,3072.0,0.051296
384.0,10240.0,3584.0,0.056608
384.0,10240.0,4096.0,0.062176
384.0,10240.0,5120.0,0.071296
384.0,10240.0,6144.0,0.082784
384.0,10240.0,7168.0,0.096224
384.0,10240.0,8192.0,0.108416
384.0,10240.0,10240.0,0.130752
384.0,10240.0,12288.0,0.14928
384.0,10240.0,14336.0,0.170816
384.0,10240.0,16384.0,0.1928
384.0,12288.0,1024.0,0.028608
384.0,12288.0,2048.0,0.04464
384.0,12288.0,2880.0,0.054496
384.0,12288.0,3072.0,0.056832
384.0,12288.0,3584.0,0.063104
384.0,12288.0,4096.0,0.06896
384.0,12288.0,5120.0,0.08224
384.0,12288.0,6144.0,0.096544
384.0,12288.0,7168.0,0.108384
384.0,12288.0,8192.0,0.121408
384.0,12288.0,10240.0,0.146176
384.0,12288.0,12288.0,0.171136
384.0,12288.0,14336.0,0.195296
384.0,12288.0,16384.0,0.220384
384.0,14336.0,1024.0,0.032992
384.0,14336.0,2048.0,0.048288
384.0,14336.0,2880.0,0.061632
384.0,14336.0,3072.0,0.064672
384.0,14336.0,3584.0,0.073952
384.0,14336.0,4096.0,0.083648
384.0,14336.0,5120.0,0.10336
384.0,14336.0,6144.0,0.120992
384.0,14336.0,7168.0,0.137312
384.0,14336.0,8192.0,0.152064
384.0,14336.0,10240.0,0.184608
384.0,14336.0,12288.0,0.21776
384.0,14336.0,14336.0,0.249696
384.0,14336.0,16384.0,0.295328
384.0,16384.0,1024.0,0.035232
384.0,16384.0,2048.0,0.051872
384.0,16384.0,2880.0,0.06576
384.0,16384.0,3072.0,0.069472
384.0,16384.0,3584.0,0.079904
384.0,16384.0,4096.0,0.090496
384.0,16384.0,5120.0,0.109888
384.0,16384.0,6144.0,0.127968
384.0,16384.0,7168.0,0.14496
384.0,16384.0,8192.0,0.162656
384.0,16384.0,10240.0,0.197632
384.0,16384.0,12288.0,0.2496
384.0,16384.0,14336.0,0.28512
384.0,16384.0,16384.0,0.321632
384.0,20480.0,1024.0,0.043968
384.0,20480.0,2048.0,0.067808
384.0,20480.0,2880.0,0.088736
384.0,20480.0,3072.0,0.092064
384.0,20480.0,3584.0,0.105696
384.0,20480.0,4096.0,0.11808
384.0,20480.0,5120.0,0.144128
384.0,20480.0,6144.0,0.16784
384.0,20480.0,7168.0,0.191456
384.0,20480.0,8192.0,0.206016
384.0,20480.0,10240.0,0.250976
384.0,20480.0,12288.0,0.302784
384.0,20480.0,14336.0,0.348096
384.0,20480.0,16384.0,0.410688
384.0,28672.0,1024.0,0.058848
384.0,28672.0,2048.0,0.099008
384.0,28672.0,2880.0,0.127648
384.0,28672.0,3072.0,0.134464
384.0,28672.0,3584.0,0.152256
384.0,28672.0,4096.0,0.169888
384.0,28672.0,5120.0,0.195488
384.0,28672.0,6144.0,0.229344
384.0,28672.0,7168.0,0.262624
384.0,28672.0,8192.0,0.29392
384.0,28672.0,10240.0,0.356352
384.0,28672.0,12288.0,0.43264
384.0,28672.0,14336.0,0.50784
384.0,28672.0,16384.0,0.577536
384.0,32768.0,1024.0,0.059104
384.0,32768.0,2048.0,0.098368
384.0,32768.0,2880.0,0.131712
384.0,32768.0,3072.0,0.13776
384.0,32768.0,3584.0,0.157344
384.0,32768.0,4096.0,0.172768
384.0,32768.0,5120.0,0.209536
384.0,32768.0,6144.0,0.245216
384.0,32768.0,7168.0,0.279872
384.0,32768.0,8192.0,0.328064
384.0,32768.0,10240.0,0.403136
384.0,32768.0,12288.0,0.474368
384.0,32768.0,14336.0,0.578208
384.0,32768.0,16384.0,0.65328
512.0,1024.0,1024.0,0.01808
512.0,1024.0,2048.0,0.019616
512.0,1024.0,2880.0,0.021536
512.0,1024.0,3072.0,0.021824
512.0,1024.0,3584.0,0.023264
512.0,1024.0,4096.0,0.024512
512.0,1024.0,5120.0,0.026912
512.0,1024.0,6144.0,0.028928
512.0,1024.0,7168.0,0.031648
512.0,1024.0,8192.0,0.033472
512.0,1024.0,10240.0,0.039872
512.0,1024.0,12288.0,0.044992
512.0,1024.0,14336.0,0.047648
512.0,1024.0,16384.0,0.05088
512.0,2048.0,1024.0,0.019264
512.0,2048.0,2048.0,0.022304
512.0,2048.0,2880.0,0.024704
512.0,2048.0,3072.0,0.024288
512.0,2048.0,3584.0,0.024832
512.0,2048.0,4096.0,0.028512
512.0,2048.0,5120.0,0.031872
512.0,2048.0,6144.0,0.0368
512.0,2048.0,7168.0,0.038528
512.0,2048.0,8192.0,0.042496
512.0,2048.0,10240.0,0.05136
512.0,2048.0,12288.0,0.059584
512.0,2048.0,14336.0,0.063264
512.0,2048.0,16384.0,0.066304
512.0,2880.0,1024.0,0.019168
512.0,2880.0,2048.0,0.022784
512.0,2880.0,2880.0,0.03981
512.0,2880.0,3072.0,0.026912
512.0,2880.0,3584.0,0.028896
512.0,2880.0,4096.0,0.030848
512.0,2880.0,5120.0,0.035296
512.0,2880.0,6144.0,0.039744
512.0,2880.0,7168.0,0.043936
512.0,2880.0,8192.0,0.046976
512.0,2880.0,10240.0,0.053696
512.0,2880.0,12288.0,0.061696
512.0,2880.0,14336.0,0.070144
512.0,2880.0,16384.0,0.078848
512.0,3072.0,1024.0,0.019232
512.0,3072.0,2048.0,0.024224
512.0,3072.0,2880.0,0.028416
512.0,3072.0,3072.0,0.029312
512.0,3072.0,3584.0,0.031264
512.0,3072.0,4096.0,0.033376
512.0,3072.0,5120.0,0.03968
512.0,3072.0,6144.0,0.044448
512.0,3072.0,7168.0,0.049248
512.0,3072.0,8192.0,0.053344
512.0,3072.0,10240.0,0.066176
512.0,3072.0,12288.0,0.076128
512.0,3072.0,14336.0,0.08672
512.0,3072.0,16384.0,0.095456
512.0,3584.0,1024.0,0.020576
512.0,3584.0,2048.0,0.026496
512.0,3584.0,2880.0,0.030912
512.0,3584.0,3072.0,0.03248
512.0,3584.0,3584.0,0.039745
512.0,3584.0,4096.0,0.037376
512.0,3584.0,5120.0,0.04352
512.0,3584.0,6144.0,0.04512
512.0,3584.0,7168.0,0.04976
512.0,3584.0,8192.0,0.054624
512.0,3584.0,10240.0,0.0648
512.0,3584.0,12288.0,0.076384
512.0,3584.0,14336.0,0.0450249999999999
512.0,3584.0,16384.0,0.099936
512.0,3584.0,18944.0,0.04485
512.0,3600.0,2880.0,0.04493
512.0,4096.0,1024.0,0.019776
512.0,4096.0,2048.0,0.024896
512.0,4096.0,2880.0,0.02912
512.0,4096.0,3072.0,0.030016
512.0,4096.0,3584.0,0.032992
512.0,4096.0,4096.0,0.0447199999999999
512.0,4096.0,5120.0,0.040672
512.0,4096.0,6144.0,0.045472
512.0,4096.0,7168.0,0.0504
512.0,4096.0,8192.0,0.055552
512.0,4096.0,10240.0,0.066112
512.0,4096.0,12288.0,0.04499
512.0,4096.0,12800.0,0.044915
512.0,4096.0,14336.0,0.04485
512.0,4096.0,16384.0,0.103552
512.0,4608.0,3584.0,0.0681899999999999
512.0,5120.0,1024.0,0.021696
512.0,5120.0,2048.0,0.028704
512.0,5120.0,2880.0,0.03552
512.0,5120.0,3072.0,0.036288
512.0,5120.0,3584.0,0.03936
512.0,5120.0,4096.0,0.04224
512.0,5120.0,5112.0,0.06746
512.0,5120.0,5120.0,0.04896
512.0,5120.0,6144.0,0.05536
512.0,5120.0,7168.0,0.062048
512.0,5120.0,8192.0,0.0696
512.0,5120.0,10240.0,0.0856
512.0,5120.0,12288.0,0.101856
512.0,5120.0,14336.0,0.116768
512.0,5120.0,16384.0,0.130208
512.0,5120.0,17408.0,0.068305
512.0,6144.0,1024.0,0.022848
512.0,6144.0,2048.0,0.030752
512.0,6144.0,2880.0,0.037312
512.0,6144.0,3072.0,0.03856
512.0,6144.0,3584.0,0.042528
512.0,6144.0,4096.0,0.068335
512.0,6144.0,5120.0,0.053792
512.0,6144.0,6144.0,0.06144
512.0,6144.0,7168.0,0.069728
512.0,6144.0,8192.0,0.079168
512.0,6144.0,10240.0,0.09792
512.0,6144.0,12288.0,0.115776
512.0,6144.0,14336.0,0.132064
512.0,6144.0,16384.0,0.147904
512.0,6816.0,5120.0,0.05355
512.0,7168.0,1024.0,0.030048
512.0,7168.0,2048.0,0.036384
512.0,7168.0,2880.0,0.043936
512.0,7168.0,3072.0,0.046016
512.0,7168.0,3584.0,0.05277
512.0,7168.0,4096.0,0.05664
512.0,7168.0,5120.0,0.066752
512.0,7168.0,6144.0,0.076928
512.0,7168.0,7168.0,0.05307
512.0,7168.0,8192.0,0.09952
512.0,7168.0,10240.0,0.120832
512.0,7168.0,12288.0,0.140864
512.0,7168.0,14336.0,0.161568
512.0,7168.0,16384.0,0.182048
512.0,7168.0,20480.0,0.052975
512.0,8192.0,1024.0,0.026304
512.0,8192.0,2048.0,0.03728
512.0,8192.0,2880.0,0.045248
512.0,8192.0,3072.0,0.047072
512.0,8192.0,3584.0,0.051936
512.0,8192.0,4096.0,0.056576
512.0,8192.0,5120.0,0.067136
512.0,8192.0,6144.0,0.079072
512.0,8192.0,7168.0,0.091392
512.0,8192.0,8192.0,0.10477
512.0,8192.0,10240.0,0.125312
512.0,8192.0,12288.0,0.146816
512.0,8192.0,14336.0,0.167936
512.0,8192.0,16384.0,0.189536
512.0,8192.0,28672.0,0.1047849999999999
512.0,8192.0,29568.0,0.1047849999999999
512.0,9216.0,7168.0,0.1048949999999999
512.0,10240.0,1024.0,0.029792
512.0,10240.0,2048.0,0.044
512.0,10240.0,2880.0,0.054336
512.0,10240.0,3072.0,0.05648
512.0,10240.0,3584.0,0.06272
512.0,10240.0,4096.0,0.069152
512.0,10240.0,5120.0,0.084416
512.0,10240.0,6144.0,0.099264
512.0,10240.0,7168.0,0.114208
512.0,10240.0,8192.0,0.15822
512.0,10240.0,10240.0,0.156032
512.0,10240.0,12288.0,0.182976
512.0,10240.0,14336.0,0.214624
512.0,10240.0,16384.0,0.24112
512.0,12288.0,1024.0,0.033984
512.0,12288.0,2048.0,0.050048
512.0,12288.0,2880.0,0.063264
512.0,12288.0,3072.0,0.066688
512.0,12288.0,3584.0,0.076416
512.0,12288.0,4096.0,0.15816
512.0,12288.0,5120.0,0.106016
512.0,12288.0,6144.0,0.12304
512.0,12288.0,7168.0,0.139424
512.0,12288.0,8192.0,0.15456
512.0,12288.0,10240.0,0.188864
512.0,12288.0,12288.0,0.222624
512.0,12288.0,14336.0,0.256128
512.0,12288.0,16384.0,0.298944
512.0,12800.0,4096.0,0.1666699999999999
512.0,14336.0,1024.0,0.040992
512.0,14336.0,2048.0,0.063488
512.0,14336.0,2880.0,0.089184
512.0,14336.0,3072.0,0.094016
512.0,14336.0,3584.0,0.16733
512.0,14336.0,4096.0,0.13344
512.0,14336.0,5120.0,0.145632
512.0,14336.0,6144.0,0.158976
512.0,14336.0,7168.0,0.180928
512.0,14336.0,8192.0,0.203232
512.0,14336.0,10240.0,0.24688
512.0,14336.0,12288.0,0.288608
512.0,14336.0,14336.0,0.331296
512.0,14336.0,16384.0,0.382048
512.0,16384.0,1024.0,0.042176
512.0,16384.0,2048.0,0.06432
512.0,16384.0,2880.0,0.084672
512.0,16384.0,3072.0,0.089472
512.0,16384.0,3584.0,0.102592
512.0,16384.0,4096.0,0.114784
512.0,16384.0,5120.0,0.138624
512.0,16384.0,6144.0,0.161632
512.0,16384.0,7168.0,0.184704
512.0,16384.0,8192.0,0.216768
512.0,16384.0,10240.0,0.264704
512.0,16384.0,12288.0,0.311904
512.0,16384.0,14336.0,0.371936
512.0,16384.0,16384.0,0.419712
512.0,17408.0,5120.0,0.323455
512.0,18944.0,3584.0,0.358495
512.0,20480.0,1024.0,0.052576
512.0,20480.0,2048.0,0.08528
512.0,20480.0,2880.0,0.1136
512.0,20480.0,3072.0,0.120576
512.0,20480.0,3584.0,0.135936
512.0,20480.0,4096.0,0.14496
512.0,20480.0,5120.0,0.175104
512.0,20480.0,6144.0,0.205248
512.0,20480.0,7168.0,0.72003
512.0,20480.0,8192.0,0.255296
512.0,20480.0,10240.0,0.316032
512.0,20480.0,12288.0,0.372736
512.0,20480.0,14336.0,0.466272
512.0,20480.0,16384.0,0.527296
512.0,28672.0,1024.0,0.073344
512.0,28672.0,2048.0,0.124512
512.0,28672.0,2880.0,0.16528
512.0,28672.0,3072.0,0.157664
512.0,28672.0,3584.0,0.180288
512.0,28672.0,4096.0,0.201248
512.0,28672.0,5120.0,0.244448
512.0,28672.0,6144.0,0.276672
512.0,28672.0,7168.0,0.315904
512.0,28672.0,8192.0,0.26216
512.0,28672.0,10240.0,0.432736
512.0,28672.0,12288.0,0.520544
512.0,28672.0,14336.0,0.636416
512.0,28672.0,16384.0,0.721664
512.0,29568.0,8192.0,0.366975
512.0,32000.0,4096.0,0.36747
512.0,32768.0,1024.0,0.07152
512.0,32768.0,2048.0,0.123456
512.0,32768.0,2880.0,0.163456
512.0,32768.0,3072.0,0.172416
512.0,32768.0,3584.0,0.198464
512.0,32768.0,4096.0,0.228896
512.0,32768.0,5120.0,0.278016
512.0,32768.0,6144.0,0.326144
512.0,32768.0,7168.0,0.37328
512.0,32768.0,8192.0,0.419744
512.0,32768.0,10240.0,0.514464
512.0,32768.0,12288.0,0.618912
512.0,32768.0,14336.0,0.71536
512.0,32768.0,16384.0,0.817152
512.0,49155.0,4096.0,0.83125
512.0,64000.0,7168.0,0.8303849999999999
512.0,128256.0,4096.0,0.68357
512.0,128256.0,8192.0,0.684145
512.0,131072.0,2880.0,0.850865
512.0,152064.0,3584.0,0.851375
512.0,152064.0,8192.0,0.6173
512.0,248320.0,4096.0,0.61744
512.0,248320.0,5120.0,0.012145
512.0,256000.0,3584.0,0.012195
1024.0,2880.0,2880.0,0.01216
1024.0,3584.0,3584.0,0.01219
1024.0,3584.0,14336.0,0.012175
1024.0,3584.0,18944.0,0.01443
1024.0,3600.0,2880.0,0.01424
1024.0,4096.0,4096.0,0.0415
1024.0,4096.0,12288.0,0.042335
1024.0,4096.0,12800.0,0.05243
1024.0,4096.0,14336.0,0.013005
1024.0,4608.0,3584.0,0.012945
1024.0,5120.0,5112.0,0.017715
1024.0,5120.0,17408.0,0.01795
1024.0,6144.0,4096.0,0.041295
1024.0,6816.0,5120.0,0.041345
1024.0,7168.0,3584.0,0.0416
1024.0,7168.0,7168.0,0.0417449999999999
1024.0,7168.0,20480.0,0.04614
1024.0,8192.0,8192.0,0.045725
1024.0,8192.0,28672.0,0.0460649999999999
1024.0,8192.0,29568.0,0.04581
1024.0,9216.0,7168.0,0.0172949999999999
1024.0,10240.0,8192.0,0.01728
1024.0,12288.0,4096.0,0.02552
1024.0,12800.0,4096.0,0.066305
1024.0,14336.0,3584.0,0.024655
1024.0,14336.0,4096.0,0.027805
1024.0,17408.0,5120.0,0.04069
1024.0,18944.0,3584.0,0.10307
1024.0,20480.0,7168.0,0.050415
1024.0,28672.0,8192.0,0.1604799999999999
1024.0,29568.0,8192.0,0.1667
1024.0,32000.0,4096.0,0.05066
1024.0,49155.0,4096.0,0.0510599999999999
