gpu,model,held_out,op,bs,seq,n_tokens,kv_cache_len,d,h,kv,ffn,E,k,duration_us
A100,Qwen3.5-9B,False,ffn,1,256,256,0,4096,16,4,12288,1,1,400.384
A100,Qwen3.5-9B,False,norm_pre,1,256,256,0,4096,16,4,12288,1,1,147.456
A100,Qwen3.5-9B,False,norm_post,1,256,256,0,4096,16,4,12288,1,1,142.335
A100,Qwen3.5-9B,False,ffn,1,512,512,0,4096,16,4,12288,1,1,702.463
A100,Qwen3.5-9B,False,norm_pre,1,512,512,0,4096,16,4,12288,1,1,148.479
A100,Qwen3.5-9B,False,norm_post,1,512,512,0,4096,16,4,12288,1,1,114.688
A100,Qwen3.5-9B,False,ffn,1,768,768,0,4096,16,4,12288,1,1,992.255
A100,Qwen3.5-9B,False,norm_pre,1,768,768,0,4096,16,4,12288,1,1,135.168
A100,Qwen3.5-9B,False,norm_post,1,768,768,0,4096,16,4,12288,1,1,98.304
A100,Qwen3.5-9B,False,ffn,1,1024,1024,0,4096,16,4,12288,1,1,1312.767
A100,Qwen3.5-9B,False,norm_pre,1,1024,1024,0,4096,16,4,12288,1,1,149.504
A100,Qwen3.5-9B,False,norm_post,1,1024,1024,0,4096,16,4,12288,1,1,133.12
A100,Qwen3.5-9B,False,ffn,2,128,256,0,4096,16,4,12288,1,1,398.335
A100,Qwen3.5-9B,False,norm_pre,2,128,256,0,4096,16,4,12288,1,1,149.504
A100,Qwen3.5-9B,False,norm_post,2,128,256,0,4096,16,4,12288,1,1,140.287
A100,Qwen3.5-9B,False,ffn,2,256,512,0,4096,16,4,12288,1,1,703.487
A100,Qwen3.5-9B,False,norm_pre,2,256,512,0,4096,16,4,12288,1,1,147.456
A100,Qwen3.5-9B,False,norm_post,2,256,512,0,4096,16,4,12288,1,1,114.688
A100,Qwen3.5-9B,False,ffn,2,512,1024,0,4096,16,4,12288,1,1,1312.767
A100,Qwen3.5-9B,False,norm_pre,2,512,1024,0,4096,16,4,12288,1,1,151.552
A100,Qwen3.5-9B,False,norm_post,2,512,1024,0,4096,16,4,12288,1,1,133.12
A100,Qwen3.5-9B,False,ffn,4,128,512,0,4096,16,4,12288,1,1,702.463
A100,Qwen3.5-9B,False,norm_pre,4,128,512,0,4096,16,4,12288,1,1,148.479
A100,Qwen3.5-9B,False,norm_post,4,128,512,0,4096,16,4,12288,1,1,116.736
A100,Qwen3.5-9B,False,ffn,4,256,1024,0,4096,16,4,12288,1,1,1313.791
A100,Qwen3.5-9B,False,norm_pre,4,256,1024,0,4096,16,4,12288,1,1,153.6
A100,Qwen3.5-9B,False,norm_post,4,256,1024,0,4096,16,4,12288,1,1,134.143
A100,Qwen3.5-9B,False,ffn,4,512,2048,0,4096,16,4,12288,1,1,2565.119
A100,Qwen3.5-9B,False,norm_pre,4,512,2048,0,4096,16,4,12288,1,1,307.2
A100,Qwen3.5-9B,False,norm_post,4,512,2048,0,4096,16,4,12288,1,1,292.863
A100,Qwen3.5-9B,False,ffn,8,128,1024,0,4096,16,4,12288,1,1,1312.767
A100,Qwen3.5-9B,False,norm_pre,8,128,1024,0,4096,16,4,12288,1,1,152.575
A100,Qwen3.5-9B,False,norm_post,8,128,1024,0,4096,16,4,12288,1,1,133.12
A100,Qwen3.5-9B,False,ffn,8,256,2048,0,4096,16,4,12288,1,1,2566.143
A100,Qwen3.5-9B,False,norm_pre,8,256,2048,0,4096,16,4,12288,1,1,308.223
A100,Qwen3.5-9B,False,norm_post,8,256,2048,0,4096,16,4,12288,1,1,292.863
A100,Qwen3.5-9B,False,ffn,8,512,4096,0,4096,16,4,12288,1,1,4852.735
A100,Qwen3.5-9B,False,norm_pre,8,512,4096,0,4096,16,4,12288,1,1,569.343
A100,Qwen3.5-9B,False,norm_post,8,512,4096,0,4096,16,4,12288,1,1,556.032
A100,Qwen3.5-9B,False,ffn,16,128,2048,0,4096,16,4,12288,1,1,2566.143
A100,Qwen3.5-9B,False,norm_pre,16,128,2048,0,4096,16,4,12288,1,1,307.2
A100,Qwen3.5-9B,False,norm_post,16,128,2048,0,4096,16,4,12288,1,1,292.863
A100,Qwen3.5-9B,False,ffn,16,256,4096,0,4096,16,4,12288,1,1,4856.832
A100,Qwen3.5-9B,False,norm_pre,16,256,4096,0,4096,16,4,12288,1,1,570.367
A100,Qwen3.5-9B,False,norm_post,16,256,4096,0,4096,16,4,12288,1,1,557.056
A100,Qwen3.5-9B,False,ffn,2,64,128,0,4096,16,4,12288,1,1,351.231
A100,Qwen3.5-9B,False,norm_pre,2,64,128,0,4096,16,4,12288,1,1,133.12
A100,Qwen3.5-9B,False,norm_post,2,64,128,0,4096,16,4,12288,1,1,124.927
A100,Qwen3.5-9B,False,ffn,4,64,256,0,4096,16,4,12288,1,1,402.431
A100,Qwen3.5-9B,False,norm_pre,4,64,256,0,4096,16,4,12288,1,1,132.095
A100,Qwen3.5-9B,False,norm_post,4,64,256,0,4096,16,4,12288,1,1,119.808
A100,Qwen3.5-9B,False,ffn,8,64,512,0,4096,16,4,12288,1,1,670.719
A100,Qwen3.5-9B,False,norm_pre,8,64,512,0,4096,16,4,12288,1,1,135.168
A100,Qwen3.5-9B,False,norm_post,8,64,512,0,4096,16,4,12288,1,1,76.8
A100,gpt-oss-20b,False,attn,1,128,128,0,2880,64,8,2880,32,4,589.824
A100,gpt-oss-20b,False,ffn,1,128,128,0,2880,64,8,2880,32,4,2250.751
A100,gpt-oss-20b,False,norm_pre,1,128,128,0,2880,64,8,2880,32,4,115.712
A100,gpt-oss-20b,False,norm_post,1,128,128,0,2880,64,8,2880,32,4,113.664
A100,gpt-oss-20b,False,attn,1,256,256,0,2880,64,8,2880,32,4,602.111
A100,gpt-oss-20b,False,ffn,1,256,256,0,2880,64,8,2880,32,4,2242.559
A100,gpt-oss-20b,False,norm_pre,1,256,256,0,2880,64,8,2880,32,4,116.736
A100,gpt-oss-20b,False,norm_post,1,256,256,0,2880,64,8,2880,32,4,113.664
A100,gpt-oss-20b,False,attn,1,512,512,0,2880,64,8,2880,32,4,1047.551
A100,gpt-oss-20b,False,ffn,1,512,512,0,2880,64,8,2880,32,4,2310.143
A100,gpt-oss-20b,False,norm_pre,1,512,512,0,2880,64,8,2880,32,4,116.736
A100,gpt-oss-20b,False,norm_post,1,512,512,0,2880,64,8,2880,32,4,63.487
A100,gpt-oss-20b,False,attn,1,768,768,0,2880,64,8,2880,32,4,1765.375
A100,gpt-oss-20b,False,ffn,1,768,768,0,2880,64,8,2880,32,4,2626.559
A100,gpt-oss-20b,False,norm_pre,1,768,768,0,2880,64,8,2880,32,4,116.736
A100,gpt-oss-20b,False,norm_post,1,768,768,0,2880,64,8,2880,32,4,74.752
A100,gpt-oss-20b,False,attn,1,1024,1024,0,2880,64,8,2880,32,4,2882.56
A100,gpt-oss-20b,False,ffn,1,1024,1024,0,2880,64,8,2880,32,4,3018.752
A100,gpt-oss-20b,False,norm_pre,1,1024,1024,0,2880,64,8,2880,32,4,119.808
A100,gpt-oss-20b,False,norm_post,1,1024,1024,0,2880,64,8,2880,32,4,87.039
A100,gpt-oss-20b,False,attn,2,128,256,0,2880,64,8,2880,32,4,595.968
A100,gpt-oss-20b,False,ffn,2,128,256,0,2880,64,8,2880,32,4,2242.559
A100,gpt-oss-20b,False,norm_pre,2,128,256,0,2880,64,8,2880,32,4,116.736
A100,gpt-oss-20b,False,norm_post,2,128,256,0,2880,64,8,2880,32,4,113.664
A100,gpt-oss-20b,False,attn,2,256,512,0,2880,64,8,2880,32,4,742.399
A100,gpt-oss-20b,False,ffn,2,256,512,0,2880,64,8,2880,32,4,2366.463
A100,gpt-oss-20b,False,norm_pre,2,256,512,0,2880,64,8,2880,32,4,116.736
A100,gpt-oss-20b,False,norm_post,2,256,512,0,2880,64,8,2880,32,4,63.487
A100,gpt-oss-20b,False,attn,2,512,1024,0,2880,64,8,2880,32,4,1773.568
A100,gpt-oss-20b,False,ffn,2,512,1024,0,2880,64,8,2880,32,4,3026.943
A100,gpt-oss-20b,False,norm_pre,2,512,1024,0,2880,64,8,2880,32,4,118.784
A100,gpt-oss-20b,False,norm_post,2,512,1024,0,2880,64,8,2880,32,4,88.064
A100,gpt-oss-20b,False,attn,4,128,512,0,2880,64,8,2880,32,4,602.111
A100,gpt-oss-20b,False,ffn,4,128,512,0,2880,64,8,2880,32,4,2505.728
A100,gpt-oss-20b,False,norm_pre,4,128,512,0,2880,64,8,2880,32,4,115.712
A100,gpt-oss-20b,False,norm_post,4,128,512,0,2880,64,8,2880,32,4,96.256
A100,gpt-oss-20b,False,attn,4,256,1024,0,2880,64,8,2880,32,4,1238.016
A100,gpt-oss-20b,False,ffn,4,256,1024,0,2880,64,8,2880,32,4,3001.343
A100,gpt-oss-20b,False,norm_pre,4,256,1024,0,2880,64,8,2880,32,4,117.76
A100,gpt-oss-20b,False,norm_post,4,256,1024,0,2880,64,8,2880,32,4,87.039
A100,gpt-oss-20b,False,attn,4,512,2048,0,2880,64,8,2880,32,4,3235.84
A100,gpt-oss-20b,False,ffn,4,512,2048,0,2880,64,8,2880,32,4,4409.344
A100,gpt-oss-20b,False,norm_pre,4,512,2048,0,2880,64,8,2880,32,4,208.895
A100,gpt-oss-20b,False,norm_post,4,512,2048,0,2880,64,8,2880,32,4,195.583
A100,gpt-oss-20b,False,attn,8,128,1024,0,2880,64,8,2880,32,4,943.104
A100,gpt-oss-20b,False,ffn,8,128,1024,0,2880,64,8,2880,32,4,3112.96
A100,gpt-oss-20b,False,norm_pre,8,128,1024,0,2880,64,8,2880,32,4,118.784
A100,gpt-oss-20b,False,norm_post,8,128,1024,0,2880,64,8,2880,32,4,88.064
A100,gpt-oss-20b,False,attn,8,256,2048,0,2880,64,8,2880,32,4,2181.119
A100,gpt-oss-20b,False,ffn,8,256,2048,0,2880,64,8,2880,32,4,4546.559
A100,gpt-oss-20b,False,norm_pre,8,256,2048,0,2880,64,8,2880,32,4,207.872
A100,gpt-oss-20b,False,norm_post,8,256,2048,0,2880,64,8,2880,32,4,195.583
A100,gpt-oss-20b,False,attn,8,512,4096,0,2880,64,8,2880,32,4,6293.504
A100,gpt-oss-20b,False,ffn,8,512,4096,0,2880,64,8,2880,32,4,7591.936
A100,gpt-oss-20b,False,norm_pre,8,512,4096,0,2880,64,8,2880,32,4,419.84
A100,gpt-oss-20b,False,norm_post,8,512,4096,0,2880,64,8,2880,32,4,406.527
A100,gpt-oss-20b,False,attn,16,128,2048,0,2880,64,8,2880,32,4,1660.928
A100,gpt-oss-20b,False,ffn,16,128,2048,0,2880,64,8,2880,32,4,4696.063
A100,gpt-oss-20b,False,norm_pre,16,128,2048,0,2880,64,8,2880,32,4,208.895
A100,gpt-oss-20b,False,norm_post,16,128,2048,0,2880,64,8,2880,32,4,196.608
A100,gpt-oss-20b,False,attn,16,256,4096,0,2880,64,8,2880,32,4,4183.04
A100,gpt-oss-20b,False,ffn,16,256,4096,0,2880,64,8,2880,32,4,7566.336
A100,gpt-oss-20b,False,norm_pre,16,256,4096,0,2880,64,8,2880,32,4,419.84
A100,gpt-oss-20b,False,norm_post,16,256,4096,0,2880,64,8,2880,32,4,405.503
A100,gpt-oss-20b,False,attn,2,64,128,0,2880,64,8,2880,32,4,584.703
A100,gpt-oss-20b,False,ffn,2,64,128,0,2880,64,8,2880,32,4,2219.007
A100,gpt-oss-20b,False,norm_pre,2,64,128,0,2880,64,8,2880,32,4,115.712
A100,gpt-oss-20b,False,norm_post,2,64,128,0,2880,64,8,2880,32,4,113.664
A100,gpt-oss-20b,False,attn,4,64,256,0,2880,64,8,2880,32,4,599.039
A100,gpt-oss-20b,False,ffn,4,64,256,0,2880,64,8,2880,32,4,2276.351
A100,gpt-oss-20b,False,norm_pre,4,64,256,0,2880,64,8,2880,32,4,116.736
A100,gpt-oss-20b,False,norm_post,4,64,256,0,2880,64,8,2880,32,4,114.688
A100,gpt-oss-20b,False,attn,8,64,512,0,2880,64,8,2880,32,4,598.016
A100,gpt-oss-20b,False,ffn,8,64,512,0,2880,64,8,2880,32,4,2462.719
A100,gpt-oss-20b,False,norm_pre,8,64,512,0,2880,64,8,2880,32,4,116.736
A100,gpt-oss-20b,False,norm_post,8,64,512,0,2880,64,8,2880,32,4,100.351
A100,Mixtral,False,attn,1,128,128,0,4096,32,8,14336,8,2,369.664
A100,Mixtral,False,ffn,1,128,128,0,4096,32,8,14336,8,2,3154.943
A100,Mixtral,False,norm_pre,1,128,128,0,4096,32,8,14336,8,2,112.64
A100,Mixtral,False,norm_post,1,128,128,0,4096,32,8,14336,8,2,110.592
A100,Mixtral,False,attn,1,256,256,0,4096,32,8,14336,8,2,367.615
A100,Mixtral,False,ffn,1,256,256,0,4096,32,8,14336,8,2,3457.024
A100,Mixtral,False,norm_pre,1,256,256,0,4096,32,8,14336,8,2,111.616
A100,Mixtral,False,norm_post,1,256,256,0,4096,32,8,14336,8,2,97.28
A100,Mixtral,False,attn,1,512,512,0,4096,32,8,14336,8,2,427.008
A100,Mixtral,False,ffn,1,512,512,0,4096,32,8,14336,8,2,3862.528
A100,Mixtral,False,norm_pre,1,512,512,0,4096,32,8,14336,8,2,112.64
A100,Mixtral,False,norm_post,1,512,512,0,4096,32,8,14336,8,2,70.656
A100,Mixtral,False,attn,1,768,768,0,4096,32,8,14336,8,2,510.976
A100,Mixtral,False,ffn,1,768,768,0,4096,32,8,14336,8,2,4302.847
A100,Mixtral,False,norm_pre,1,768,768,0,4096,32,8,14336,8,2,112.64
A100,Mixtral,False,norm_post,1,768,768,0,4096,32,8,14336,8,2,87.039
A100,Mixtral,False,attn,1,1024,1024,0,4096,32,8,14336,8,2,786.432
A100,Mixtral,False,ffn,1,1024,1024,0,4096,32,8,14336,8,2,4853.759
A100,Mixtral,False,norm_pre,1,1024,1024,0,4096,32,8,14336,8,2,136.191
A100,Mixtral,False,norm_post,1,1024,1024,0,4096,32,8,14336,8,2,117.76
A100,Mixtral,False,attn,2,128,256,0,4096,32,8,14336,8,2,367.615
A100,Mixtral,False,ffn,2,128,256,0,4096,32,8,14336,8,2,3396.608
A100,Mixtral,False,norm_pre,2,128,256,0,4096,32,8,14336,8,2,113.664
A100,Mixtral,False,norm_post,2,128,256,0,4096,32,8,14336,8,2,97.28
A100,Mixtral,False,attn,2,256,512,0,4096,32,8,14336,8,2,413.695
A100,Mixtral,False,ffn,2,256,512,0,4096,32,8,14336,8,2,3883.008
A100,Mixtral,False,norm_pre,2,256,512,0,4096,32,8,14336,8,2,112.64
A100,Mixtral,False,norm_post,2,256,512,0,4096,32,8,14336,8,2,70.656
A100,Mixtral,False,attn,2,512,1024,0,4096,32,8,14336,8,2,756.735
A100,Mixtral,False,ffn,2,512,1024,0,4096,32,8,14336,8,2,4789.247
A100,Mixtral,False,norm_pre,2,512,1024,0,4096,32,8,14336,8,2,136.191
A100,Mixtral,False,norm_post,2,512,1024,0,4096,32,8,14336,8,2,116.736
A100,Mixtral,False,attn,4,128,512,0,4096,32,8,14336,8,2,407.552
A100,Mixtral,False,ffn,4,128,512,0,4096,32,8,14336,8,2,3884.032
A100,Mixtral,False,norm_pre,4,128,512,0,4096,32,8,14336,8,2,111.616
A100,Mixtral,False,norm_post,4,128,512,0,4096,32,8,14336,8,2,70.656
A100,Mixtral,False,attn,4,256,1024,0,4096,32,8,14336,8,2,741.375
A100,Mixtral,False,ffn,4,256,1024,0,4096,32,8,14336,8,2,4920.32
A100,Mixtral,False,norm_pre,4,256,1024,0,4096,32,8,14336,8,2,135.168
A100,Mixtral,False,norm_post,4,256,1024,0,4096,32,8,14336,8,2,116.736
A100,Mixtral,False,attn,4,512,2048,0,4096,32,8,14336,8,2,1211.392
A100,Mixtral,False,ffn,4,512,2048,0,4096,32,8,14336,8,2,7951.36
A100,Mixtral,False,norm_pre,4,512,2048,0,4096,32,8,14336,8,2,285.695
A100,Mixtral,False,norm_post,4,512,2048,0,4096,32,8,14336,8,2,274.432
A100,Mixtral,False,attn,8,128,1024,0,4096,32,8,14336,8,2,734.207
A100,Mixtral,False,ffn,8,128,1024,0,4096,32,8,14336,8,2,5050.367
A100,Mixtral,False,norm_pre,8,128,1024,0,4096,32,8,14336,8,2,137.216
A100,Mixtral,False,norm_post,8,128,1024,0,4096,32,8,14336,8,2,117.76
A100,Mixtral,False,attn,8,256,2048,0,4096,32,8,14336,8,2,1190.912
A100,Mixtral,False,ffn,8,256,2048,0,4096,32,8,14336,8,2,7975.935
A100,Mixtral,False,norm_pre,8,256,2048,0,4096,32,8,14336,8,2,286.72
A100,Mixtral,False,norm_post,8,256,2048,0,4096,32,8,14336,8,2,275.456
A100,Mixtral,False,attn,8,512,4096,0,4096,32,8,14336,8,2,2215.935
A100,Mixtral,False,ffn,8,512,4096,0,4096,32,8,14336,8,2,14614.527
A100,Mixtral,False,norm_pre,8,512,4096,0,4096,32,8,14336,8,2,539.647
A100,Mixtral,False,norm_post,8,512,4096,0,4096,32,8,14336,8,2,529.407
A100,Mixtral,False,attn,16,128,2048,0,4096,32,8,14336,8,2,1192.96
A100,Mixtral,False,ffn,16,128,2048,0,4096,32,8,14336,8,2,8228.863
A100,Mixtral,False,norm_pre,16,128,2048,0,4096,32,8,14336,8,2,286.72
A100,Mixtral,False,norm_post,16,128,2048,0,4096,32,8,14336,8,2,274.432
A100,Mixtral,False,attn,16,256,4096,0,4096,32,8,14336,8,2,2186.239
A100,Mixtral,False,ffn,16,256,4096,0,4096,32,8,14336,8,2,14627.84
A100,Mixtral,False,norm_pre,16,256,4096,0,4096,32,8,14336,8,2,541.696
A100,Mixtral,False,norm_post,16,256,4096,0,4096,32,8,14336,8,2,529.407
A100,Mixtral,False,attn,2,64,128,0,4096,32,8,14336,8,2,361.472
A100,Mixtral,False,ffn,2,64,128,0,4096,32,8,14336,8,2,2998.271
A100,Mixtral,False,norm_pre,2,64,128,0,4096,32,8,14336,8,2,110.592
A100,Mixtral,False,norm_post,2,64,128,0,4096,32,8,14336,8,2,111.616
A100,Mixtral,False,attn,4,64,256,0,4096,32,8,14336,8,2,368.64
A100,Mixtral,False,ffn,4,64,256,0,4096,32,8,14336,8,2,3398.655
A100,Mixtral,False,norm_pre,4,64,256,0,4096,32,8,14336,8,2,110.592
A100,Mixtral,False,norm_post,4,64,256,0,4096,32,8,14336,8,2,96.256
A100,Mixtral,False,attn,8,64,512,0,4096,32,8,14336,8,2,411.648
A100,Mixtral,False,ffn,8,64,512,0,4096,32,8,14336,8,2,3870.719
A100,Mixtral,False,norm_pre,8,64,512,0,4096,32,8,14336,8,2,112.64
A100,Mixtral,False,norm_post,8,64,512,0,4096,32,8,14336,8,2,70.656
RTX3090,Llama-8B,False,attn,1,128,128,0,4096,32,8,14336,1,1,966.656
RTX3090,Llama-8B,False,ffn,1,128,128,0,4096,32,8,14336,1,1,1045.503
RTX3090,Llama-8B,False,norm_pre,1,128,128,0,4096,32,8,14336,1,1,322.56
RTX3090,Llama-8B,False,norm_post,1,128,128,0,4096,32,8,14336,1,1,315.391
RTX3090,Llama-8B,False,attn,1,256,256,0,4096,32,8,14336,1,1,1048.575
RTX3090,Llama-8B,False,ffn,1,256,256,0,4096,32,8,14336,1,1,1486.847
RTX3090,Llama-8B,False,norm_pre,1,256,256,0,4096,32,8,14336,1,1,322.56
RTX3090,Llama-8B,False,norm_post,1,256,256,0,4096,32,8,14336,1,1,287.743
RTX3090,Llama-8B,False,attn,1,512,512,0,4096,32,8,14336,1,1,1178.624
RTX3090,Llama-8B,False,ffn,1,512,512,0,4096,32,8,14336,1,1,2811.903
RTX3090,Llama-8B,False,norm_pre,1,512,512,0,4096,32,8,14336,1,1,325.632
RTX3090,Llama-8B,False,norm_post,1,512,512,0,4096,32,8,14336,1,1,145.408
RTX3090,Llama-8B,False,attn,1,768,768,0,4096,32,8,14336,1,1,1368.064
RTX3090,Llama-8B,False,ffn,1,768,768,0,4096,32,8,14336,1,1,4211.711
RTX3090,Llama-8B,False,norm_pre,1,768,768,0,4096,32,8,14336,1,1,326.656
RTX3090,Llama-8B,False,norm_post,1,768,768,0,4096,32,8,14336,1,1,158.72
RTX3090,Llama-8B,False,attn,1,1024,1024,0,4096,32,8,14336,1,1,1871.871
RTX3090,Llama-8B,False,ffn,1,1024,1024,0,4096,32,8,14336,1,1,5565.44
RTX3090,Llama-8B,False,norm_pre,1,1024,1024,0,4096,32,8,14336,1,1,330.751
RTX3090,Llama-8B,False,norm_post,1,1024,1024,0,4096,32,8,14336,1,1,202.751
RTX3090,Llama-8B,False,attn,2,128,256,0,4096,32,8,14336,1,1,1042.431
RTX3090,Llama-8B,False,ffn,2,128,256,0,4096,32,8,14336,1,1,1494.016
RTX3090,Llama-8B,False,norm_pre,2,128,256,0,4096,32,8,14336,1,1,321.536
RTX3090,Llama-8B,False,norm_post,2,128,256,0,4096,32,8,14336,1,1,285.695
RTX3090,Llama-8B,False,attn,2,256,512,0,4096,32,8,14336,1,1,1182.719
RTX3090,Llama-8B,False,ffn,2,256,512,0,4096,32,8,14336,1,1,2828.288
RTX3090,Llama-8B,False,norm_pre,2,256,512,0,4096,32,8,14336,1,1,325.632
RTX3090,Llama-8B,False,norm_post,2,256,512,0,4096,32,8,14336,1,1,142.335
RTX3090,Llama-8B,False,attn,2,512,1024,0,4096,32,8,14336,1,1,1799.167
RTX3090,Llama-8B,False,ffn,2,512,1024,0,4096,32,8,14336,1,1,5565.44
RTX3090,Llama-8B,False,norm_pre,2,512,1024,0,4096,32,8,14336,1,1,326.656
RTX3090,Llama-8B,False,norm_post,2,512,1024,0,4096,32,8,14336,1,1,201.728
RTX3090,Llama-8B,False,attn,4,128,512,0,4096,32,8,14336,1,1,1180.672
RTX3090,Llama-8B,False,ffn,4,128,512,0,4096,32,8,14336,1,1,2844.671
RTX3090,Llama-8B,False,norm_pre,4,128,512,0,4096,32,8,14336,1,1,323.583
RTX3090,Llama-8B,False,norm_post,4,128,512,0,4096,32,8,14336,1,1,139.264
RTX3090,Llama-8B,False,attn,4,256,1024,0,4096,32,8,14336,1,1,1773.568
RTX3090,Llama-8B,False,ffn,4,256,1024,0,4096,32,8,14336,1,1,5565.44
RTX3090,Llama-8B,False,norm_pre,4,256,1024,0,4096,32,8,14336,1,1,327.679
RTX3090,Llama-8B,False,norm_post,4,256,1024,0,4096,32,8,14336,1,1,201.728
RTX3090,Llama-8B,False,attn,4,512,2048,0,4096,32,8,14336,1,1,3115.008
RTX3090,Llama-8B,False,ffn,4,512,2048,0,4096,32,8,14336,1,1,10249.216
RTX3090,Llama-8B,False,norm_pre,4,512,2048,0,4096,32,8,14336,1,1,427.008
RTX3090,Llama-8B,False,norm_post,4,512,2048,0,4096,32,8,14336,1,1,382.975
RTX3090,Llama-8B,False,attn,8,128,1024,0,4096,32,8,14336,1,1,1754.112
RTX3090,Llama-8B,False,ffn,8,128,1024,0,4096,32,8,14336,1,1,5607.423
RTX3090,Llama-8B,False,norm_pre,8,128,1024,0,4096,32,8,14336,1,1,326.656
RTX3090,Llama-8B,False,norm_post,8,128,1024,0,4096,32,8,14336,1,1,201.728
RTX3090,Llama-8B,False,attn,8,256,2048,0,4096,32,8,14336,1,1,3045.376
RTX3090,Llama-8B,False,ffn,8,256,2048,0,4096,32,8,14336,1,1,10329.088
RTX3090,Llama-8B,False,norm_pre,8,256,2048,0,4096,32,8,14336,1,1,427.008
RTX3090,Llama-8B,False,norm_post,8,256,2048,0,4096,32,8,14336,1,1,382.975
RTX3090,Llama-8B,False,attn,8,512,4096,0,4096,32,8,14336,1,1,6018.047
RTX3090,Llama-8B,False,ffn,8,512,4096,0,4096,32,8,14336,1,1,20819.967
RTX3090,Llama-8B,False,norm_pre,8,512,4096,0,4096,32,8,14336,1,1,793.6
RTX3090,Llama-8B,False,norm_post,8,512,4096,0,4096,32,8,14336,1,1,748.543
RTX3090,Llama-8B,False,attn,16,128,2048,0,4096,32,8,14336,1,1,2989.056
RTX3090,Llama-8B,False,ffn,16,128,2048,0,4096,32,8,14336,1,1,10324.992
RTX3090,Llama-8B,False,norm_pre,16,128,2048,0,4096,32,8,14336,1,1,427.008
RTX3090,Llama-8B,False,norm_post,16,128,2048,0,4096,32,8,14336,1,1,382.975
RTX3090,Llama-8B,False,attn,16,256,4096,0,4096,32,8,14336,1,1,5889.023
RTX3090,Llama-8B,False,ffn,16,256,4096,0,4096,32,8,14336,1,1,20819.967
RTX3090,Llama-8B,False,norm_pre,16,256,4096,0,4096,32,8,14336,1,1,792.576
RTX3090,Llama-8B,False,norm_post,16,256,4096,0,4096,32,8,14336,1,1,748.543
RTX3090,Llama-8B,False,attn,2,64,128,0,4096,32,8,14336,1,1,956.416
RTX3090,Llama-8B,False,ffn,2,64,128,0,4096,32,8,14336,1,1,933.888
RTX3090,Llama-8B,False,norm_pre,2,64,128,0,4096,32,8,14336,1,1,322.56
RTX3090,Llama-8B,False,norm_post,2,64,128,0,4096,32,8,14336,1,1,316.415
RTX3090,Llama-8B,False,attn,4,64,256,0,4096,32,8,14336,1,1,1040.384
RTX3090,Llama-8B,False,ffn,4,64,256,0,4096,32,8,14336,1,1,1508.352
RTX3090,Llama-8B,False,norm_pre,4,64,256,0,4096,32,8,14336,1,1,323.583
RTX3090,Llama-8B,False,norm_post,4,64,256,0,4096,32,8,14336,1,1,289.792
RTX3090,Llama-8B,False,attn,8,64,512,0,4096,32,8,14336,1,1,1181.696
RTX3090,Llama-8B,False,ffn,8,64,512,0,4096,32,8,14336,1,1,2847.743
RTX3090,Llama-8B,False,norm_pre,8,64,512,0,4096,32,8,14336,1,1,326.656
RTX3090,Llama-8B,False,norm_post,8,64,512,0,4096,32,8,14336,1,1,140.287
RTX3090,Llama-70B,True,attn,1,128,128,0,8192,64,8,28672,1,1,1345.535
RTX3090,Llama-70B,True,ffn,1,128,128,0,8192,64,8,28672,1,1,2850.816
RTX3090,Llama-70B,True,norm_pre,1,128,128,0,8192,64,8,28672,1,1,377.855
RTX3090,Llama-70B,True,norm_post,1,128,128,0,8192,64,8,28672,1,1,210.943
RTX3090,Llama-70B,True,attn,1,256,256,0,8192,64,8,28672,1,1,1595.391
RTX3090,Llama-70B,True,ffn,1,256,256,0,8192,64,8,28672,1,1,5217.279
RTX3090,Llama-70B,True,norm_pre,1,256,256,0,8192,64,8,28672,1,1,378.879
RTX3090,Llama-70B,True,norm_post,1,256,256,0,8192,64,8,28672,1,1,108.543
RTX3090,Llama-70B,True,attn,1,512,512,0,8192,64,8,28672,1,1,2973.695
RTX3090,Llama-70B,True,ffn,1,512,512,0,8192,64,8,28672,1,1,11233.28
RTX3090,Llama-70B,True,norm_pre,1,512,512,0,8192,64,8,28672,1,1,381.951
RTX3090,Llama-70B,True,norm_post,1,512,512,0,8192,64,8,28672,1,1,205.824
RTX3090,Llama-70B,True,attn,1,768,768,0,8192,64,8,28672,1,1,3905.535
RTX3090,Llama-70B,True,ffn,1,768,768,0,8192,64,8,28672,1,1,16016.384
RTX3090,Llama-70B,True,norm_pre,1,768,768,0,8192,64,8,28672,1,1,385.024
RTX3090,Llama-70B,True,norm_post,1,768,768,0,8192,64,8,28672,1,1,294.912
RTX3090,Llama-70B,True,attn,1,1024,1024,0,8192,64,8,28672,1,1,5444.608
RTX3090,Llama-70B,True,ffn,1,1024,1024,0,8192,64,8,28672,1,1,20211.711
RTX3090,Llama-70B,True,norm_pre,1,1024,1024,0,8192,64,8,28672,1,1,434.175
RTX3090,Llama-70B,True,norm_post,1,1024,1024,0,8192,64,8,28672,1,1,385.024
RTX3090,Llama-70B,True,attn,2,128,256,0,8192,64,8,28672,1,1,1604.608
RTX3090,Llama-70B,True,ffn,2,128,256,0,8192,64,8,28672,1,1,5300.223
RTX3090,Llama-70B,True,norm_pre,2,128,256,0,8192,64,8,28672,1,1,379.904
